video_id,label,label_name,label_cat,split,embedding_file,n_frames,embedding_dim
262,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/262.npz,96,768
262_301,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/262_301.npz,96,768
262_301,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/262_301.npz,96,768
262_301,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/262_301.npz,96,768
262_301,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/262_301.npz,96,768
263,1,real,FF-real,val,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/263.npz,96,768
263_284,0,fake,FF-FS,val,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/263_284.npz,96,768
263_284,0,fake,FF-NT,val,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/263_284.npz,96,768
263_284,0,fake,FF-F2F,val,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/263_284.npz,96,768
263_284,0,fake,FF-DF,val,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/263_284.npz,96,768
264,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/264.npz,96,768
264_271,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/264_271.npz,96,768
264_271,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/264_271.npz,96,768
264_271,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/264_271.npz,96,768
264_271,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/264_271.npz,96,768
265,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/265.npz,96,768
265_475,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/265_475.npz,96,768
265_475,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/265_475.npz,96,768
265_475,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/265_475.npz,96,768
265_475,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/265_475.npz,96,768
266,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/266.npz,96,768
266_252,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/266_252.npz,96,768
266_252,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/266_252.npz,96,768
266_252,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/266_252.npz,96,768
266_252,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/266_252.npz,96,768
267,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/267.npz,96,768
267_286,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/267_286.npz,96,768
267_286,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/267_286.npz,96,768
267_286,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/267_286.npz,96,768
267_286,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/267_286.npz,96,768
268,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/268.npz,96,768
268_269,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/268_269.npz,96,768
268_269,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/268_269.npz,96,768
268_269,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/268_269.npz,96,768
268_269,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/268_269.npz,96,768
269,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/269.npz,96,768
269_268,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/269_268.npz,96,768
269_268,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/269_268.npz,96,768
269_268,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/269_268.npz,96,768
269_268,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/269_268.npz,96,768
270,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/270.npz,96,768
270_297,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/270_297.npz,96,768
270_297,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/270_297.npz,96,768
270_297,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/270_297.npz,96,768
270_297,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/270_297.npz,96,768
271,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/271.npz,96,768
271_264,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/271_264.npz,96,768
271_264,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/271_264.npz,96,768
271_264,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/271_264.npz,96,768
271_264,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/271_264.npz,96,768
272,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/272.npz,96,768
272_396,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/272_396.npz,96,768
272_396,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/272_396.npz,96,768
272_396,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/272_396.npz,96,768
272_396,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/272_396.npz,96,768
273,1,real,FF-real,val,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/273.npz,96,768
273_807,0,fake,FF-F2F,val,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/273_807.npz,96,768
273_807,0,fake,FF-FS,val,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/273_807.npz,96,768
273_807,0,fake,FF-NT,val,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/273_807.npz,96,768
273_807,0,fake,FF-DF,val,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/273_807.npz,96,768
274,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/274.npz,96,768
274_412,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/274_412.npz,96,768
274_412,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/274_412.npz,96,768
274_412,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/274_412.npz,96,768
274_412,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/274_412.npz,96,768
275,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/275.npz,96,768
275_887,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/275_887.npz,96,768
275_887,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/275_887.npz,96,768
275_887,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/275_887.npz,96,768
275_887,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/275_887.npz,96,768
276,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/276.npz,96,768
276_185,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/276_185.npz,96,768
276_185,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/276_185.npz,96,768
276_185,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/276_185.npz,96,768
276_185,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/276_185.npz,96,768
277,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/277.npz,96,768
277_335,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/277_335.npz,96,768
277_335,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/277_335.npz,96,768
277_335,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/277_335.npz,96,768
277_335,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/277_335.npz,96,768
278,1,real,FF-real,test,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/278.npz,96,768
278_306,0,fake,FF-FS,test,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/278_306.npz,96,768
278_306,0,fake,FF-DF,test,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/278_306.npz,96,768
278_306,0,fake,FF-F2F,test,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/278_306.npz,96,768
278_306,0,fake,FF-NT,test,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/278_306.npz,96,768
279,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/279.npz,96,768
279_298,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/279_298.npz,96,768
279_298,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/279_298.npz,96,768
279_298,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/279_298.npz,96,768
279_298,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/279_298.npz,96,768
280,1,real,FF-real,test,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/280.npz,96,768
280_249,0,fake,FF-NT,test,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/280_249.npz,96,768
280_249,0,fake,FF-F2F,test,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/280_249.npz,96,768
280_249,0,fake,FF-DF,test,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/280_249.npz,96,768
280_249,0,fake,FF-FS,test,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/280_249.npz,96,768
281,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/281.npz,96,768
281_474,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/281_474.npz,96,768
281_474,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/281_474.npz,96,768
281_474,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/281_474.npz,96,768
281_474,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/281_474.npz,96,768
282,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/282.npz,96,768
282_238,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/282_238.npz,96,768
282_238,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/282_238.npz,96,768
282_238,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/282_238.npz,96,768
282_238,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/282_238.npz,96,768
283,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/283.npz,96,768
283_313,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/283_313.npz,96,768
283_313,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/283_313.npz,96,768
283_313,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/283_313.npz,96,768
283_313,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/283_313.npz,96,768
284,1,real,FF-real,val,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/284.npz,96,768
284_263,0,fake,FF-F2F,val,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/284_263.npz,96,768
284_263,0,fake,FF-FS,val,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/284_263.npz,96,768
284_263,0,fake,FF-DF,val,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/284_263.npz,96,768
284_263,0,fake,FF-NT,val,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/284_263.npz,96,768
285,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/285.npz,96,768
285_136,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/285_136.npz,96,768
285_136,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/285_136.npz,96,768
285_136,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/285_136.npz,96,768
285_136,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/285_136.npz,96,768
286,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/286.npz,96,768
286_267,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/286_267.npz,96,768
286_267,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/286_267.npz,96,768
286_267,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/286_267.npz,96,768
286_267,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/286_267.npz,96,768
287,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/287.npz,96,768
287_426,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/287_426.npz,96,768
287_426,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/287_426.npz,96,768
287_426,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/287_426.npz,96,768
287_426,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/287_426.npz,96,768
288,1,real,FF-real,test,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/288.npz,96,768
288_321,0,fake,FF-DF,test,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/288_321.npz,96,768
288_321,0,fake,FF-NT,test,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/288_321.npz,96,768
288_321,0,fake,FF-FS,test,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/288_321.npz,96,768
288_321,0,fake,FF-F2F,test,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/288_321.npz,96,768
289,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/289.npz,96,768
289_228,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/289_228.npz,96,768
289_228,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/289_228.npz,96,768
289_228,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/289_228.npz,96,768
289_228,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/289_228.npz,96,768
290,1,real,FF-real,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-real/290.npz,96,768
290_240,0,fake,FF-NT,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-NT/290_240.npz,96,768
290_240,0,fake,FF-FS,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-FS/290_240.npz,96,768
290_240,0,fake,FF-F2F,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-F2F/290_240.npz,96,768
290_240,0,fake,FF-DF,train,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/raw/ViT-L-14-336-quickgelu_dim768/FaceForensics++/FF-DF/290_240.npz,96,768
