number,value,datetime_start,datetime_complete,duration,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_optimizer_type,params_warmup_epochs,params_weight_decay,state
129,0.902015306122449,2026-04-20 20:39:30.709664,2026-04-20 20:39:50.766504,0 days 00:00:20.056840,0.009316373009714532,cosine_warmup,0.1885674550150409,512,adamw,7.0,2.8779345407991e-05,PRUNED
130,0.7231122448979591,2026-04-20 20:39:50.909184,2026-04-20 20:40:08.069740,0 days 00:00:17.160556,0.0012673829611133736,cosine_warmup,0.11500729515499837,256,adamw,9.0,0.0007965093153603267,PRUNED
131,0.9328188775510204,2026-04-20 20:40:08.213699,2026-04-20 20:41:20.754493,0 days 00:01:12.540794,0.009806776538410444,cosine_warmup,0.21086576254052194,1024,adamw,6.0,8.955288072102925e-06,COMPLETE
132,0.8551913265306123,2026-04-20 20:41:20.889011,2026-04-20 20:41:38.022385,0 days 00:00:17.133374,0.0009668063552097282,cosine,0.20965630986024922,512,adam,,1.1174300954428922e-06,PRUNED
133,0.8982397959183674,2026-04-20 20:41:38.167955,2026-04-20 20:41:58.225757,0 days 00:00:20.057802,0.006853390087801922,cosine,0.521671556426101,512,adam,,3.2526267465523e-06,PRUNED
134,0.8472321428571428,2026-04-20 20:41:58.372566,2026-04-20 20:42:15.466378,0 days 00:00:17.093812,0.005220766896076688,cosine_warmup,0.223619141394739,128,adamw,7.0,5.572110104711223e-05,PRUNED
135,0.9331760204081633,2026-04-20 20:42:15.602440,2026-04-20 20:43:27.509729,0 days 00:01:11.907289,0.009436089059881697,cosine_warmup,0.16448228968391548,1024,adamw,6.0,0.00012740150195822696,COMPLETE
136,0.4844515306122449,2026-04-20 20:43:27.653424,2026-04-20 20:43:44.915255,0 days 00:00:17.261831,5.085589403945899e-05,cosine_warmup,0.42143259416098466,256,adam,7.0,7.381289705384942e-06,PRUNED
137,0.8880229591836736,2026-04-20 20:43:45.064485,2026-04-20 20:44:02.298145,0 days 00:00:17.233660,0.00821166573074885,cosine_warmup,0.2170536230869927,1024,adamw,8.0,7.918768648959955e-05,PRUNED
138,0.9333545918367347,2026-04-20 20:44:02.440356,2026-04-20 20:45:14.589994,0 days 00:01:12.149638,0.00818051259575955,cosine_warmup,0.16427846446028962,1024,adamw,5.0,0.00019389576071504862,COMPLETE
139,0.8504336734693878,2026-04-20 20:45:14.744411,2026-04-20 20:45:32.016869,0 days 00:00:17.272458,0.0039024888671128537,cosine_warmup,0.17848699853035643,1024,adam,4.0,0.00017544553619224795,PRUNED
140,0.81625,2026-04-20 20:45:32.153722,2026-04-20 20:45:49.312798,0 days 00:00:17.159076,0.0018931659261676686,cosine_warmup,0.38044501367058503,256,adamw,5.0,0.0007312263433938319,PRUNED
141,0.8916709183673469,2026-04-20 20:45:49.454406,2026-04-20 20:46:06.688412,0 days 00:00:17.234006,0.007756887521175083,cosine_warmup,0.15862739725446914,1024,adamw,5.0,6.801601534180346e-05,PRUNED
142,0.4885076530612245,2026-04-20 20:46:06.818846,2026-04-20 20:46:24.018840,0 days 00:00:17.199994,1.1758005002139138e-05,cosine_warmup,0.2384621284299271,128,adamw,6.0,0.00021434300395796834,PRUNED
143,0.5163137755102041,2026-04-20 20:46:24.160308,2026-04-20 20:46:41.372288,0 days 00:00:17.211980,0.00010286897430553773,constant,0.17733738708937483,128,adamw,,1.085405968335387e-05,PRUNED
144,0.8813137755102041,2026-04-20 20:46:41.520297,2026-04-20 20:46:58.740436,0 days 00:00:17.220139,0.007504516150472221,cosine_warmup,0.1669958797772481,1024,adamw,9.0,0.0006222626987474125,PRUNED
145,0.9336096938775511,2026-04-20 20:46:58.875944,2026-04-20 20:48:11.210698,0 days 00:01:12.334754,0.009611175066464547,cosine_warmup,0.10632515969241703,1024,adamw,7.0,0.0005935572233045856,COMPLETE
146,0.7656505102040817,2026-04-20 20:48:11.360433,2026-04-20 20:48:28.442218,0 days 00:00:17.081785,0.0008960932456257612,cosine_warmup,0.5564260291409994,1024,adamw,7.0,2.429934013818787e-06,PRUNED
147,0.9233673469387755,2026-04-20 20:48:28.582550,2026-04-20 20:49:02.513409,0 days 00:00:33.930859,0.00991596240377987,cosine,0.13413139841346672,1024,adamw,,0.0005758543269071491,PRUNED
148,0.8644897959183674,2026-04-20 20:49:02.663503,2026-04-20 20:49:19.844958,0 days 00:00:17.181455,0.0036835366258605516,cosine_warmup,0.10848020208270409,1024,adamw,8.0,0.0002349571651472327,PRUNED
149,0.926454081632653,2026-04-20 20:49:19.991230,2026-04-20 20:50:11.142727,0 days 00:00:51.151497,0.005497817796964719,cosine,0.11738033596367071,1024,adamw,,1.2497792639264538e-05,PRUNED
