number,value,datetime_start,datetime_complete,duration,params_clip_layer,params_gru_dropout,params_gru_num_layers,params_hidden_dim,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_optimizer_type,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
222,0.7974744897959184,2026-04-22 16:26:46.519178,2026-04-22 16:26:52.533771,0 days 00:00:06.014593,block_16,0.13731435942610914,3,512,6.485832544519356e-05,cosine,0.25348230108798697,512,adamw,0.0007773595167886484,0.7974744897959184,,,,PRUNED
223,0.8010969387755102,2026-04-22 16:26:52.655854,2026-04-22 16:26:58.521900,0 days 00:00:05.866046,block_16,0.222777222632128,3,256,0.0020360673464915103,cosine,0.31803607035961773,1024,adam,0.0010625424534835325,0.8010969387755102,,,,PRUNED
224,0.870484693877551,2026-04-22 16:26:58.647098,2026-04-22 16:27:10.049756,0 days 00:00:11.402658,pre_proj,0.28278457070208984,2,512,0.00016134995546068282,constant,0.15919285031170427,512,adamw,0.00083900566424687,0.870484693877551,,,,PRUNED
225,0.9341964285714286,2026-04-22 16:27:10.166077,2026-04-22 16:27:38.816441,0 days 00:00:28.650364,block_16,0.07583898486183047,2,512,0.0007279557435190095,cosine,0.25154896859294684,512,adam,0.0005962980132847204,0.8955994897959183,0.9244260204081632,0.9341964285714286,,PRUNED
226,0.9220918367346939,2026-04-22 16:27:38.935100,2026-04-22 16:27:50.703081,0 days 00:00:11.767981,block_16,0.013717405818861092,4,512,0.00034015854208099193,constant,0.24277859165082635,512,adamw,0.0008923051189189223,0.9002933673469388,0.9220918367346939,,,PRUNED
227,0.8588010204081633,2026-04-22 16:27:50.829029,2026-04-22 16:27:56.836408,0 days 00:00:06.007379,block_16,0.1411833996638095,2,512,0.00019377921937444555,cosine,0.319817401494386,512,adamw,0.0005977806718173881,0.8588010204081633,,,,PRUNED
228,0.6026147959183673,2026-04-22 16:27:56.957400,2026-04-22 16:28:02.973199,0 days 00:00:06.015799,block_12,0.033895710175577076,4,256,1.9322544534540284e-05,constant,0.3216306926024954,512,adamw,0.004852119370548749,0.6026147959183673,,,,PRUNED
229,0.7909948979591837,2026-04-22 16:28:03.089567,2026-04-22 16:28:09.162861,0 days 00:00:06.073294,block_12,0.15669415434629305,2,512,0.00032731125593568833,cosine,0.1625231929928493,512,adam,0.0027502971811720796,0.7909948979591837,,,,PRUNED
230,0.5121683673469388,2026-04-22 16:28:09.288100,2026-04-22 16:28:21.286902,0 days 00:00:11.998802,block_16,0.22705891115859683,2,1024,0.0021759820960767706,constant,0.09892276722943179,512,adamw,0.0014410471920352833,0.5121683673469388,,,,PRUNED
231,0.7541836734693877,2026-04-22 16:28:21.432543,2026-04-22 16:28:32.976236,0 days 00:00:11.543693,block_16,0.33278915071417264,2,512,3.074456732240109e-05,constant,0.2947628209736033,256,adam,0.0006964276888992441,0.7541836734693877,,,,PRUNED
232,0.921530612244898,2026-04-22 16:28:33.092535,2026-04-22 16:28:44.503767,0 days 00:00:11.411232,block_20,0.23988966337345538,2,512,0.0007005187990602837,cosine,0.13129650119420083,512,adamw,0.0007168389790134243,0.9027295918367346,0.921530612244898,,,PRUNED
233,0.9480994897959184,2026-04-22 16:28:44.636371,2026-04-22 16:30:03.279451,0 days 00:01:18.643080,block_16,0.25134981564335823,2,512,0.00042056298112693293,cosine,0.3873833288313722,1024,adamw,0.001758891180213486,0.9202423469387755,0.9366709183673468,0.9480994897959184,,PRUNED
234,0.860140306122449,2026-04-22 16:30:03.425901,2026-04-22 16:30:09.468009,0 days 00:00:06.042108,block_20,0.035833642197149504,3,512,0.0001027184370479765,constant,0.21948173227972645,512,adamw,0.00060635297909287,0.860140306122449,,,,PRUNED
235,0.9360459183673469,2026-04-22 16:30:09.596297,2026-04-22 16:30:38.197613,0 days 00:00:28.601316,block_16,0.30195312090597914,2,512,0.0004302184243989418,constant,0.36009275929638856,1024,adamw,0.0006778184349624751,0.9199744897959183,0.9360459183673469,,,PRUNED
236,0.8102295918367347,2026-04-22 16:30:38.327297,2026-04-22 16:30:44.326739,0 days 00:00:05.999442,block_16,0.06034558333398038,2,512,0.00013062863183408227,cosine,0.18674084611816727,256,adamw,0.0005157536604759546,0.8102295918367347,,,,PRUNED
237,0.8358163265306122,2026-04-22 16:30:44.447044,2026-04-22 16:30:50.488630,0 days 00:00:06.041586,block_16,0.1233973597107442,3,512,0.00011757292745938146,constant,0.13471280418275622,512,adamw,0.0018958366156094574,0.8358163265306122,,,,PRUNED
238,0.7462627551020408,2026-04-22 16:30:50.606488,2026-04-22 16:30:56.475075,0 days 00:00:05.868587,block_16,0.1029569758305143,2,512,0.0014298580777667538,cosine,0.23802244516860793,512,adam,0.0028763919228135073,0.7462627551020408,,,,PRUNED
239,0.45376913265306124,2026-04-22 16:30:56.592564,2026-04-22 16:31:08.521731,0 days 00:00:11.929167,block_16,0.1332154991842939,5,512,0.0022470849743566027,constant,0.007252252901573275,512,adamw,0.002553030444364524,0.45376913265306124,,,,PRUNED
240,0.8320408163265307,2026-04-22 16:31:08.653757,2026-04-22 16:31:14.799584,0 days 00:00:06.145827,block_16,0.06498493164663424,3,512,0.00019240551304883848,cosine,0.3127574523982063,1024,adamw,0.0005566489576738094,0.8320408163265307,,,,PRUNED
241,0.8630612244897959,2026-04-22 16:31:14.926242,2026-04-22 16:31:20.905299,0 days 00:00:05.979057,block_12,0.057601353432230704,3,512,0.000538787304996856,constant,0.2634381898703083,512,adamw,0.001162276884517371,0.8630612244897959,,,,PRUNED
242,0.885765306122449,2026-04-22 16:31:21.024718,2026-04-22 16:31:32.668382,0 days 00:00:11.643664,pre_proj,0.11733194195393008,4,512,0.0005733899306497826,constant,0.38846313197404014,512,adam,0.0008484845468521648,0.885765306122449,,,,PRUNED
243,0.8758035714285713,2026-04-22 16:31:32.802062,2026-04-22 16:31:44.287235,0 days 00:00:11.485173,pre_proj,0.26817629241465657,3,512,0.0012890378661037573,constant,0.25239687101559866,512,adamw,0.0005116264943780619,0.8758035714285713,,,,PRUNED
244,0.8862244897959183,2026-04-22 16:31:44.417254,2026-04-22 16:32:12.795096,0 days 00:00:28.377842,pre_proj,0.3019508937922318,2,512,0.00025964488461600454,cosine,0.01057539260428935,512,adamw,0.0022867849386047586,0.8862244897959183,,,,PRUNED
245,0.8094260204081632,2026-04-22 16:32:12.915751,2026-04-22 16:32:19.144700,0 days 00:00:06.228949,block_16,0.3635776994764058,4,512,9.52365170418348e-05,constant,0.24554126608355653,512,adamw,0.0008868712322177347,0.8094260204081632,,,,PRUNED
246,0.824719387755102,2026-04-22 16:32:19.276772,2026-04-22 16:32:25.168785,0 days 00:00:05.892013,block_16,0.3621622551054598,2,512,0.00012183314868267268,constant,0.31419170695320014,1024,adam,0.0005242097981246419,0.824719387755102,,,,PRUNED
247,0.9488392857142857,2026-04-22 16:32:25.295586,2026-04-22 16:34:19.780191,0 days 00:01:54.484605,block_16,0.3242531858186352,3,512,0.000449868387130102,constant,0.29279943684389637,512,adamw,0.0011657936405238762,0.9041581632653061,0.9304591836734695,0.9416198979591837,0.9517729591836736,COMPLETE
248,0.7809757653061223,2026-04-22 16:34:19.915099,2026-04-22 16:34:26.188952,0 days 00:00:06.273853,block_16,0.26983504126044067,2,1024,3.490153487726448e-05,constant,0.07801326336948533,512,adam,0.0007279223292474286,0.7809757653061223,,,,PRUNED
249,0.9166964285714286,2026-04-22 16:34:26.344649,2026-04-22 16:34:37.880805,0 days 00:00:11.536156,block_16,0.31430952296387416,3,256,0.000437318050529701,constant,0.2714611295148445,512,adamw,0.0014130448818103997,0.8810204081632654,0.9166964285714286,,,PRUNED
250,0.7737244897959183,2026-04-22 16:34:37.998492,2026-04-22 16:34:44.038409,0 days 00:00:06.039917,block_16,0.11880051327862745,3,512,0.000448269017745254,cosine,0.08000980065458108,256,adam,0.005569531528075105,0.7737244897959183,,,,PRUNED
251,0.9075000000000001,2026-04-22 16:34:44.171044,2026-04-22 16:34:55.897115,0 days 00:00:11.726071,block_16,0.24078353033356006,4,512,8.624955012590203e-05,constant,0.38438049360637716,256,adamw,0.0006629792173358972,0.9075000000000001,,,,PRUNED
252,0.9354846938775511,2026-04-22 16:34:56.029917,2026-04-22 16:35:24.661319,0 days 00:00:28.631402,block_16,0.32942878803707076,2,512,0.00017693655230392882,constant,0.20709439950421704,512,adamw,0.0006752715858407349,0.9144005102040815,0.9354846938775511,,,PRUNED
253,0.9345535714285714,2026-04-22 16:35:24.794646,2026-04-22 16:36:43.912821,0 days 00:01:19.118175,block_20,0.3680131225423362,3,512,0.0005018714153925407,constant,0.28124631644174747,512,adam,0.001212258482031666,0.9390178571428572,0.9345535714285714,,,PRUNED
254,0.9486224489795918,2026-04-22 16:36:44.038731,2026-04-22 16:38:38.015344,0 days 00:01:53.976613,block_16,0.12496325084668486,2,512,0.0006043795745876507,cosine,0.05355901184858333,512,adam,0.001804576291853863,0.9493750000000001,,,,COMPLETE
255,0.9161352040816326,2026-04-22 16:38:38.143166,2026-04-22 16:38:49.839879,0 days 00:00:11.696713,block_16,0.12865072103817188,2,512,0.00048538903896827655,cosine,0.03206558906420036,1024,adam,0.001021621877846549,0.8940561224489796,0.9161352040816326,,,PRUNED
256,0.7971938775510203,2026-04-22 16:38:49.967723,2026-04-22 16:38:55.868734,0 days 00:00:05.901011,block_16,0.16687746946042598,2,512,0.0005076125216995042,cosine,0.018114058422430003,512,adam,0.002549558803810522,0.7971938775510203,,,,PRUNED
257,0.8183545918367346,2026-04-22 16:38:56.003316,2026-04-22 16:39:01.946548,0 days 00:00:05.943232,block_16,0.31419333403030963,2,512,0.00017065223398805048,constant,0.32631634768469847,256,adamw,0.0027902614075241165,0.8183545918367346,,,,PRUNED
258,0.9486224489795918,2026-04-22 16:39:02.064597,2026-04-22 16:40:56.921091,0 days 00:01:54.856494,block_16,0.15090421923927877,3,512,0.0003234491826946213,constant,0.20085448660391014,512,adamw,0.0005754255775663753,0.924795918367347,0.94125,0.9494897959183674,,COMPLETE
259,0.9474872448979592,2026-04-22 16:40:57.044006,2026-04-22 16:42:50.956720,0 days 00:01:53.912714,block_16,0.22320724617546414,3,512,0.0003449046739536225,constant,0.181835870097007,512,adamw,0.0006860194490694585,0.9272576530612244,0.9409566326530613,0.9512499999999999,,COMPLETE
260,0.9470025510204082,2026-04-22 16:42:51.083742,2026-04-22 16:44:45.036833,0 days 00:01:53.953091,block_16,0.2465711066193545,3,512,0.00015419310204898754,constant,0.1435732763412299,512,adamw,0.0006858752971677746,0.920140306122449,0.9397831632653062,0.9504464285714286,,COMPLETE
261,0.9497959183673469,2026-04-22 16:44:45.174656,2026-04-22 16:46:39.076933,0 days 00:01:53.902277,block_16,0.17162942167643677,3,512,0.0007055491210096079,constant,0.17718814411790657,512,adamw,0.0006584785149469028,0.8929081632653062,0.9270790816326531,0.9401275510204081,0.9517091836734693,COMPLETE
262,0.8171683673469388,2026-04-22 16:46:39.213433,2026-04-22 16:46:45.187782,0 days 00:00:05.974349,block_16,0.01684367160712376,2,512,0.0003147732131249995,cosine,0.07900501558783363,512,adam,0.001851319889081885,0.8171683673469388,,,,PRUNED
263,0.950076530612245,2026-04-22 16:46:45.304460,2026-04-22 16:48:39.386787,0 days 00:01:54.082327,block_16,0.1576185884525811,3,512,0.0004456825674227962,constant,0.18273366287825152,512,adamw,0.0005010683976013156,0.9301275510204081,0.9421045918367347,0.9521683673469388,,COMPLETE
264,0.8042219387755102,2026-04-22 16:48:39.504449,2026-04-22 16:48:45.431127,0 days 00:00:05.926678,block_16,0.3039265783594092,2,512,0.003149182540448829,cosine,0.18631792162972705,512,adamw,0.0005475012563048496,0.8042219387755102,,,,PRUNED
265,0.9336862244897959,2026-04-22 16:48:45.557143,2026-04-22 16:49:13.745030,0 days 00:00:28.187887,block_16,0.21155300890148554,2,512,0.0007298884082782863,constant,0.12426005798140691,512,adamw,0.0005116022338831456,0.9044642857142857,0.9239795918367347,0.9336862244897959,,PRUNED
266,0.7375510204081633,2026-04-22 16:49:13.871260,2026-04-22 16:50:33.014639,0 days 00:01:19.143379,block_16,0.1576583159067594,4,512,0.0012162809870502461,constant,0.21614153158620145,512,adamw,0.0006207133195879296,0.9218877551020408,0.9427295918367347,0.7375510204081633,,PRUNED
267,0.8544897959183673,2026-04-22 16:50:33.157241,2026-04-22 16:50:39.254191,0 days 00:00:06.096950,block_16,0.16478777628972593,4,512,0.000318682763683975,constant,0.1274580498554971,256,adamw,0.0005683250977863325,0.8544897959183673,,,,PRUNED
268,0.9494132653061225,2026-04-22 16:50:39.396559,2026-04-22 16:51:58.448587,0 days 00:01:19.052028,block_16,0.23729840931000107,3,512,0.0007221540481812884,constant,0.1736324247786298,512,adamw,0.0010866455777130497,0.9276020408163265,0.9405867346938775,0.9494132653061225,,PRUNED
269,0.8599617346938776,2026-04-22 16:51:58.573645,2026-04-22 16:52:04.553351,0 days 00:00:05.979706,block_16,0.15450270234632893,3,512,0.00014747833621146675,constant,0.2808864340104758,512,adamw,0.0005095596163665699,0.8599617346938776,,,,PRUNED
270,0.8445153061224491,2026-04-22 16:52:04.678410,2026-04-22 16:52:10.885134,0 days 00:00:06.206724,block_16,0.39474620727087156,2,1024,0.0008217701619500222,constant,0.08848686571622277,512,adamw,0.002439166530333891,0.8445153061224491,,,,PRUNED
271,0.947640306122449,2026-04-22 16:52:11.047283,2026-04-22 16:54:05.210032,0 days 00:01:54.162749,block_16,0.13207707491648485,3,512,0.00020106529732052145,constant,0.16212967217920443,512,adamw,0.0005927718734619448,0.9402168367346939,0.9507015306122448,,,COMPLETE
272,0.8215816326530613,2026-04-22 16:54:05.332354,2026-04-22 16:54:11.272102,0 days 00:00:05.939748,block_16,0.10275735679795717,4,256,0.0002786110923216252,constant,0.186954200309166,512,adamw,0.0006342376527585267,0.8215816326530613,,,,PRUNED
273,0.8266326530612245,2026-04-22 16:54:11.399278,2026-04-22 16:54:17.584489,0 days 00:00:06.185211,block_20,0.27938357317823725,2,512,0.00011096191022412273,constant,0.24639962480221778,512,adamw,0.0009209559661358908,0.8266326530612245,,,,PRUNED
274,0.8667346938775511,2026-04-22 16:54:17.711983,2026-04-22 16:54:23.812761,0 days 00:00:06.100778,block_16,0.13475450035903241,3,512,0.00017774509258930955,constant,0.21397587466332957,512,adamw,0.0006186826136719147,0.8667346938775511,,,,PRUNED
275,0.8945790816326531,2026-04-22 16:54:23.938131,2026-04-22 16:54:35.720022,0 days 00:00:11.781891,block_16,0.3615292837614257,4,512,0.001245289825882347,constant,0.3551613208346758,512,adamw,0.0015603338466490505,0.8945790816326531,,,,PRUNED
276,0.48732780612244897,2026-04-22 16:54:35.846251,2026-04-22 16:54:42.032839,0 days 00:00:06.186588,block_16,0.1711097841584409,3,512,0.0028652097203555136,constant,0.22161695168190618,1024,adamw,0.0005398642906996419,0.48732780612244897,,,,PRUNED
277,0.9165051020408164,2026-04-22 16:54:42.161628,2026-04-22 16:54:53.663854,0 days 00:00:11.502226,block_16,0.36924611474256014,2,512,0.00046814145950005735,constant,0.2144254395894149,1024,adamw,0.0010092431173883295,0.9025382653061226,0.9165051020408164,,,PRUNED
278,0.9458545918367347,2026-04-22 16:54:53.795871,2026-04-22 16:56:48.897224,0 days 00:01:55.101353,block_16,0.18630150003923363,3,512,0.0008952847803980066,constant,0.18745891428722336,512,adamw,0.0009060476462497024,0.8807397959183673,0.9253316326530612,0.9386607142857144,0.9528188775510205,COMPLETE
279,0.8547576530612244,2026-04-22 16:56:49.019597,2026-04-22 16:56:54.991541,0 days 00:00:05.971944,block_16,0.016015886574801373,2,512,0.0001844318982623803,cosine,0.04635266917380633,512,adamw,0.007696090377370371,0.8547576530612244,,,,PRUNED
280,0.867780612244898,2026-04-22 16:56:55.110677,2026-04-22 16:57:06.751889,0 days 00:00:11.641212,block_16,0.051121815332077956,2,512,0.00019659484701604424,constant,0.08319843757450766,512,adam,0.002089068697629487,0.867780612244898,,,,PRUNED
281,0.9203188775510204,2026-04-22 16:57:06.870527,2026-04-22 16:57:35.602080,0 days 00:00:28.731553,block_12,0.3301701583803354,3,512,0.0003486482661436066,cosine,0.14596612549533713,512,adamw,0.0006875739300732013,0.9203188775510204,,,,PRUNED
282,0.9400765306122448,2026-04-22 16:57:35.725107,2026-04-22 16:59:31.787092,0 days 00:01:56.061985,block_16,0.12490488052879019,3,512,0.0004688175252999749,constant,0.21305805378897089,512,adamw,0.0005976953266438985,0.9417857142857142,0.9523724489795918,,,COMPLETE
283,0.5129017857142857,2026-04-22 16:59:31.916597,2026-04-22 16:59:39.007623,0 days 00:00:07.091026,block_16,0.21248154289293109,3,1024,0.0038634591860516663,constant,0.27019697032536855,512,adamw,0.0006872462503890187,0.5129017857142857,,,,PRUNED
284,0.7933163265306122,2026-04-22 16:59:39.170492,2026-04-22 16:59:45.415026,0 days 00:00:06.244534,block_16,0.3379525937584163,3,512,6.773037522616174e-05,constant,0.18838696070341093,256,adamw,0.0006957455563925952,0.7933163265306122,,,,PRUNED
285,0.8613137755102042,2026-04-22 16:59:45.558942,2026-04-22 16:59:51.751560,0 days 00:00:06.192618,block_16,0.28265765729894937,2,512,0.00020294353674500434,constant,0.35553081697456157,512,adamw,0.0009765499305374931,0.8613137755102042,,,,PRUNED
286,0.8763775510204082,2026-04-22 16:59:51.883219,2026-04-22 17:00:04.075200,0 days 00:00:12.191981,pre_proj,0.20217305679423966,3,512,0.0006069970449859766,constant,0.1349184060704148,512,adam,0.000660404491246103,0.873265306122449,0.8763775510204082,,,PRUNED
287,0.9466198979591837,2026-04-22 17:00:04.204688,2026-04-22 17:02:00.860834,0 days 00:01:56.656146,block_16,0.017188596685174473,3,512,0.0003477186446601701,constant,0.16245826414405856,512,adamw,0.0014275799741092332,0.9266454081632652,0.9411862244897959,0.9523724489795918,,COMPLETE
288,0.9356632653061224,2026-04-22 17:02:00.990613,2026-04-22 17:02:30.058004,0 days 00:00:29.067391,block_20,0.38537065810323184,3,512,0.0005860323218984212,constant,0.33819375231499316,256,adamw,0.0033589168921441623,0.9235969387755102,0.9356632653061224,,,PRUNED
289,0.7785586734693878,2026-04-22 17:02:30.185947,2026-04-22 17:02:36.221266,0 days 00:00:06.035319,block_16,0.2866232198794299,2,512,0.00012470622092423944,constant,0.05971720076478874,256,adam,0.0012788586759790394,0.7785586734693878,,,,PRUNED
290,0.9351403061224489,2026-04-22 17:02:36.355738,2026-04-22 17:03:05.299958,0 days 00:00:28.944220,block_16,0.0937767572979696,2,512,0.0012659162813965137,cosine,0.10937507770094357,512,adam,0.0009211534956726024,0.9216071428571428,0.9351403061224489,,,PRUNED
291,0.8684948979591838,2026-04-22 17:03:05.427905,2026-04-22 17:03:11.798337,0 days 00:00:06.370432,block_12,0.11120420613685214,2,512,0.0010777733129804274,cosine,0.24578176356487527,512,adamw,0.0006088556597233908,0.8684948979591838,,,,PRUNED
292,0.9157015306122449,2026-04-22 17:03:12.007685,2026-04-22 17:03:41.163554,0 days 00:00:29.155869,block_12,0.19390142110982478,4,512,8.657222759614993e-05,constant,0.2588925780429328,512,adamw,0.0006682899661780694,0.9157015306122449,,,,PRUNED
293,0.9479209183673469,2026-04-22 17:03:41.295988,2026-04-22 17:05:37.031940,0 days 00:01:55.735952,block_16,0.02664481907825717,3,512,0.0002752377422441378,cosine,0.1823797232870464,512,adamw,0.0007794283196901787,0.9269770408163266,0.9415688775510205,0.9515816326530613,,COMPLETE
294,0.8320535714285715,2026-04-22 17:05:37.159882,2026-04-22 17:05:48.920304,0 days 00:00:11.760422,block_16,0.0037768062263177395,3,512,4.517057900539411e-05,cosine,0.09061362102259929,512,adamw,0.0005776365695099406,0.8320535714285715,,,,PRUNED
295,0.8659821428571428,2026-04-22 17:05:49.062866,2026-04-22 17:05:55.187822,0 days 00:00:06.124956,block_16,0.09786998953589053,3,512,0.00019987822874118448,constant,0.23849792129917222,256,adamw,0.002793983986044141,0.8659821428571428,,,,PRUNED
296,0.8105484693877552,2026-04-22 17:05:55.314013,2026-04-22 17:06:01.232842,0 days 00:00:05.918829,block_12,0.39315520148257815,2,256,0.00017917166010159727,constant,0.05408291545966118,512,adamw,0.004009557268335561,0.8105484693877552,,,,PRUNED
297,0.681498724489796,2026-04-22 17:06:01.357834,2026-04-22 17:06:13.431867,0 days 00:00:12.074033,block_12,0.2618127880793736,2,1024,1.666793767397711e-05,constant,0.19261356201552696,1024,adam,0.008272935120239152,0.681498724489796,,,,PRUNED
298,0.9472385204081633,2026-04-22 17:06:13.584784,2026-04-22 17:08:09.532695,0 days 00:01:55.947911,block_16,0.059940671034871676,3,512,0.0007612025388169175,cosine,0.17544610621269288,512,adamw,0.0006120743200696576,0.926109693877551,0.9405739795918369,0.9529591836734693,,COMPLETE
299,0.9467410714285716,2026-04-22 17:08:09.656006,2026-04-22 17:10:05.470698,0 days 00:01:55.814692,block_16,0.03191791836870055,3,512,0.000651501740234754,cosine,0.1615933752076998,512,adamw,0.0008299435275015717,0.9291198979591837,0.9407015306122449,0.9528698979591836,,COMPLETE
300,0.819030612244898,2026-04-22 17:10:05.607862,2026-04-22 17:10:11.595186,0 days 00:00:05.987324,block_16,0.025604061600117627,3,512,0.0010080286011628532,constant,0.09180479020423839,1024,adamw,0.001563844376522031,0.819030612244898,,,,PRUNED
301,0.8167602040816326,2026-04-22 17:10:11.713307,2026-04-22 17:10:17.762150,0 days 00:00:06.048843,block_16,0.043556271238362504,2,512,0.00010425265977555296,cosine,0.20072562399617982,512,adamw,0.0005662945983420263,0.8167602040816326,,,,PRUNED
302,0.921390306122449,2026-04-22 17:10:17.890729,2026-04-22 17:10:29.830574,0 days 00:00:11.939845,block_16,0.009219435693054737,3,512,0.0002120311140501474,cosine,0.2474450302441062,512,adamw,0.0016470142594395085,0.869859693877551,0.921390306122449,,,PRUNED
303,0.930140306122449,2026-04-22 17:10:29.957789,2026-04-22 17:10:59.590786,0 days 00:00:29.632997,block_16,0.10992761514788102,2,1024,0.0006049743069785448,cosine,0.30633713100079146,512,adamw,0.0005518609649752028,0.9087372448979592,0.9298469387755103,0.930140306122449,,PRUNED
304,0.9455867346938776,2026-04-22 17:10:59.740189,2026-04-22 17:12:19.819421,0 days 00:01:20.079232,block_16,0.07950950534714928,2,512,0.0010001429861591763,cosine,0.1948230785491875,512,adamw,0.000761517750365616,0.9363647959183674,0.9455867346938776,,,PRUNED
305,0.46290816326530604,2026-04-22 17:12:19.956843,2026-04-22 17:12:26.871285,0 days 00:00:06.914442,block_16,0.007320971358808694,3,1024,0.004802916755949722,cosine,0.1618577053533342,512,adamw,0.000982444430490906,0.46290816326530604,,,,PRUNED
306,0.9420790816326531,2026-04-22 17:12:27.057634,2026-04-22 17:13:47.679481,0 days 00:01:20.621847,block_16,0.05734182684573224,4,512,0.00038588831241312963,cosine,0.2486363809426122,256,adamw,0.0012328201139606974,0.9266581632653061,0.9417984693877551,0.9420790816326531,,PRUNED
307,0.8435841836734694,2026-04-22 17:13:47.816807,2026-04-22 17:13:53.894072,0 days 00:00:06.077265,pre_proj,0.040125106295899694,3,512,0.0002733779330680189,constant,0.20713490628884634,256,adamw,0.0007056053964393437,0.8435841836734694,,,,PRUNED
308,0.8688137755102041,2026-04-22 17:13:54.028346,2026-04-22 17:14:05.943054,0 days 00:00:11.914708,pre_proj,0.013687474644826975,2,512,0.0004244377480401442,cosine,0.12298082498269347,256,adam,0.002642674758817193,0.8688137755102041,,,,PRUNED
309,0.9301147959183674,2026-04-22 17:14:06.062731,2026-04-22 17:14:35.015693,0 days 00:00:28.952962,block_16,0.2997013364549101,2,512,9.059551227979926e-05,constant,0.18018510008978134,512,adamw,0.0014148264532406415,0.9301147959183674,,,,PRUNED
310,0.8570663265306123,2026-04-22 17:14:35.139836,2026-04-22 17:14:41.204368,0 days 00:00:06.064532,pre_proj,0.2858401515716291,2,512,0.000709374513577414,cosine,0.12448627235965586,512,adam,0.0005985831890091767,0.8570663265306123,,,,PRUNED
311,0.8608418367346938,2026-04-22 17:14:41.329935,2026-04-22 17:14:47.338480,0 days 00:00:06.008545,pre_proj,0.1088601842908939,2,512,0.0007129316818800097,constant,0.10165308600616123,512,adamw,0.0008222588230409204,0.8608418367346938,,,,PRUNED
312,0.8778061224489796,2026-04-22 17:14:47.466865,2026-04-22 17:14:59.264299,0 days 00:00:11.797434,pre_proj,0.22630625657331935,3,256,0.0004391258574750075,constant,0.15853761264868838,512,adamw,0.0009454371761908656,0.8778061224489796,,,,PRUNED
313,0.9286989795918368,2026-04-22 17:14:59.394854,2026-04-22 17:15:30.562468,0 days 00:00:31.167614,block_16,0.19483057748018226,3,1024,0.00013589808839234172,cosine,0.034836657662293394,512,adam,0.0017827562990782786,0.9286989795918368,,,,PRUNED
314,0.9253826530612246,2026-04-22 17:15:30.729606,2026-04-22 17:15:59.775751,0 days 00:00:29.046145,block_16,0.25442151445744,2,512,8.443624047118102e-05,constant,0.27657756697716995,256,adamw,0.0008447111183195233,0.9253826530612246,,,,PRUNED
315,0.5933801020408163,2026-04-22 17:15:59.904456,2026-04-22 17:16:05.920275,0 days 00:00:06.015819,block_16,0.38892172659917457,2,512,1.894814310756428e-05,constant,0.2715169865223862,256,adamw,0.0008509426707692006,0.5933801020408163,,,,PRUNED
316,0.9469897959183674,2026-04-22 17:16:06.062327,2026-04-22 17:18:02.892944,0 days 00:01:56.830617,block_16,0.11760632537938936,3,512,0.00039227844554365305,cosine,0.15537042073338003,512,adamw,0.0006212876988884367,0.8999617346938776,0.9297066326530612,0.9420408163265306,0.9533418367346937,COMPLETE
317,0.864515306122449,2026-04-22 17:18:03.023941,2026-04-22 17:18:09.004620,0 days 00:00:05.980679,pre_proj,0.16988246523432715,2,512,0.00040329517428792206,constant,0.20875963679617188,1024,adamw,0.001609865163717805,0.864515306122449,,,,PRUNED
318,0.9275637755102041,2026-04-22 17:18:09.155718,2026-04-22 17:18:38.242016,0 days 00:00:29.086298,block_12,0.2198587388728653,2,1024,0.0005613837002970208,constant,0.262923427754999,512,adamw,0.0025842049332561877,0.9275637755102041,,,,PRUNED
319,0.886454081632653,2026-04-22 17:18:38.393408,2026-04-22 17:18:50.564087,0 days 00:00:12.170679,pre_proj,0.06408458475342774,2,1024,0.0010680783372860236,cosine,0.04719326671129384,512,adam,0.0019789537093058166,0.886454081632653,,,,PRUNED
320,0.8821811224489796,2026-04-22 17:18:50.724634,2026-04-22 17:19:02.649479,0 days 00:00:11.924845,pre_proj,0.10449577072063328,4,512,0.0003300933438901668,cosine,0.16391488235170631,512,adamw,0.0007640673686056965,0.8821811224489796,,,,PRUNED
321,0.632920918367347,2026-04-22 17:19:02.786320,2026-04-22 17:19:31.531374,0 days 00:00:28.745054,block_16,0.16333273833761264,2,512,0.0034729563675338616,cosine,0.06502023810302128,512,adam,0.0026604959426493754,0.632920918367347,,,,PRUNED
322,0.9399234693877551,2026-04-22 17:19:31.650871,2026-04-22 17:20:51.884646,0 days 00:01:20.233775,block_16,0.3323677902357222,2,512,0.00013164047850350112,constant,0.2916902480401541,1024,adamw,0.0007797617875809353,0.9399234693877551,,,,PRUNED
323,0.9145408163265306,2026-04-22 17:20:52.015799,2026-04-22 17:21:04.931177,0 days 00:00:12.915378,block_16,0.1756813970271401,3,1024,0.00019364225366573124,constant,0.2216978559201133,512,adamw,0.0007054197609951467,0.8765816326530612,0.9145408163265306,,,PRUNED
324,0.9153061224489796,2026-04-22 17:21:05.095641,2026-04-22 17:21:17.078683,0 days 00:00:11.983042,block_16,0.030264351422621273,4,512,0.00041465890029895,cosine,0.2620090061703154,512,adamw,0.0005722125707922065,0.8886096938775512,0.9153061224489796,,,PRUNED
