2026-04-21 20:43:09,466 - INFO - === WildDeepfakes preprocess @ 2026-04-21T20:43:09 ===
2026-04-21 20:43:09,467 - INFO - dataset_path=/home/max-andreasen/GitHub/DeepfakeBench/datasets/rgb/WildDeepfakes  num_frames=96
2026-04-21 20:43:09,501 - INFO - 115 tars found in /home/max-andreasen/GitHub/DeepfakeBench/datasets/rgb/WildDeepfakes/fake_test
2026-04-21 21:04:17,115 - WARNING - 393.tar.gz: video 174 has 73 frames (< 96), skipping
2026-04-21 21:04:26,796 - WARNING - 393.tar.gz: video 471 has 93 frames (< 96), skipping
2026-04-21 21:04:26,796 - WARNING - 393.tar.gz: video 18 has 64 frames (< 96), skipping
2026-04-21 21:04:28,111 - WARNING - 391.tar.gz: video 285 has 62 frames (< 96), skipping
2026-04-21 21:04:28,112 - WARNING - 391.tar.gz: video 129 has 57 frames (< 96), skipping
2026-04-21 21:04:28,112 - WARNING - 391.tar.gz: video 313 has 68 frames (< 96), skipping
2026-04-21 21:04:29,970 - WARNING - 391.tar.gz: video 359 has 88 frames (< 96), skipping
2026-04-21 21:04:29,970 - WARNING - 391.tar.gz: video 274 has 77 frames (< 96), skipping
2026-04-21 21:04:32,245 - WARNING - 398.tar.gz: video 162 has 52 frames (< 96), skipping
2026-04-21 21:04:37,275 - WARNING - 399.tar.gz: video 189 has 69 frames (< 96), skipping
2026-04-21 21:04:38,977 - WARNING - 398.tar.gz: video 185 has 59 frames (< 96), skipping
2026-04-21 21:04:38,977 - WARNING - 398.tar.gz: video 19 has 79 frames (< 96), skipping
2026-04-21 21:04:39,598 - WARNING - 399.tar.gz: video 502 has 82 frames (< 96), skipping
2026-04-21 21:04:39,598 - WARNING - 399.tar.gz: video 572 has 51 frames (< 96), skipping
2026-04-21 21:04:39,598 - WARNING - 399.tar.gz: video 221 has 77 frames (< 96), skipping
2026-04-21 21:04:44,991 - WARNING - 4.tar.gz: video 193 has 59 frames (< 96), skipping
2026-04-21 21:04:44,991 - WARNING - 4.tar.gz: video 282 has 74 frames (< 96), skipping
2026-04-21 21:04:48,522 - WARNING - 401.tar.gz: video 2 has 59 frames (< 96), skipping
2026-04-21 21:05:14,413 - WARNING - 4.tar.gz: video 347 has 63 frames (< 96), skipping
2026-04-21 21:05:41,023 - WARNING - 409.tar.gz: video 21 has 57 frames (< 96), skipping
2026-04-21 21:05:41,023 - WARNING - 409.tar.gz: video 6 has 80 frames (< 96), skipping
2026-04-21 21:05:41,023 - WARNING - 409.tar.gz: video 106 has 54 frames (< 96), skipping
2026-04-21 21:05:41,023 - WARNING - 409.tar.gz: video 5 has 69 frames (< 96), skipping
2026-04-21 21:05:41,023 - WARNING - 409.tar.gz: video 121 has 63 frames (< 96), skipping
2026-04-21 21:05:41,023 - WARNING - 409.tar.gz: video 164 has 77 frames (< 96), skipping
2026-04-21 21:05:41,023 - WARNING - 409.tar.gz: video 133 has 52 frames (< 96), skipping
2026-04-21 21:05:41,023 - WARNING - 409.tar.gz: video 153 has 51 frames (< 96), skipping
2026-04-21 21:05:41,023 - WARNING - 409.tar.gz: video 232 has 51 frames (< 96), skipping
2026-04-21 21:05:41,023 - WARNING - 409.tar.gz: video 93 has 58 frames (< 96), skipping
2026-04-21 21:05:41,023 - WARNING - 409.tar.gz: video 1 has 58 frames (< 96), skipping
2026-04-21 21:05:41,023 - WARNING - 409.tar.gz: video 102 has 53 frames (< 96), skipping
2026-04-21 21:05:41,023 - WARNING - 409.tar.gz: video 158 has 85 frames (< 96), skipping
2026-04-21 21:05:41,024 - WARNING - 409.tar.gz: video 124 has 51 frames (< 96), skipping
2026-04-21 21:05:41,024 - WARNING - 409.tar.gz: video 24 has 72 frames (< 96), skipping
2026-04-21 21:05:41,024 - WARNING - 409.tar.gz: video 123 has 57 frames (< 96), skipping
2026-04-21 21:06:03,593 - WARNING - 416.tar.gz: video 14 has 58 frames (< 96), skipping
2026-04-21 21:06:04,029 - WARNING - 414.tar.gz: video 24 has 55 frames (< 96), skipping
2026-04-21 21:06:04,362 - WARNING - 413.tar.gz: video 176 has 76 frames (< 96), skipping
2026-04-21 21:06:04,362 - WARNING - 413.tar.gz: video 117 has 72 frames (< 96), skipping
2026-04-21 21:06:04,363 - WARNING - 413.tar.gz: video 140 has 56 frames (< 96), skipping
2026-04-21 21:06:04,363 - WARNING - 413.tar.gz: video 97 has 54 frames (< 96), skipping
2026-04-21 21:06:04,363 - WARNING - 413.tar.gz: video 88 has 93 frames (< 96), skipping
2026-04-21 21:06:21,591 - WARNING - 420.tar.gz: video 28 has 62 frames (< 96), skipping
2026-04-21 21:06:26,843 - WARNING - 422.tar.gz: video 58 has 77 frames (< 96), skipping
2026-04-21 21:06:26,843 - WARNING - 422.tar.gz: video 12 has 72 frames (< 96), skipping
2026-04-21 21:06:26,843 - WARNING - 422.tar.gz: video 45 has 81 frames (< 96), skipping
2026-04-21 21:06:26,844 - WARNING - 422.tar.gz: video 36 has 55 frames (< 96), skipping
2026-04-21 21:06:29,544 - WARNING - 420.tar.gz: video 3 has 62 frames (< 96), skipping
2026-04-21 21:06:38,678 - WARNING - 422.tar.gz: video 51 has 74 frames (< 96), skipping
2026-04-21 21:06:41,825 - WARNING - 421.tar.gz: video 258 has 93 frames (< 96), skipping
2026-04-21 21:06:55,801 - WARNING - 421.tar.gz: video 24 has 54 frames (< 96), skipping
2026-04-21 21:07:09,837 - WARNING - 431.tar.gz: video 48 has 53 frames (< 96), skipping
2026-04-21 21:07:09,837 - WARNING - 431.tar.gz: video 2 has 63 frames (< 96), skipping
2026-04-21 21:07:09,837 - WARNING - 431.tar.gz: video 4 has 73 frames (< 96), skipping
2026-04-21 21:07:14,098 - WARNING - 430.tar.gz: video 352 has 64 frames (< 96), skipping
2026-04-21 21:07:29,840 - WARNING - 427.tar.gz: video 0 has 84 frames (< 96), skipping
2026-04-21 21:07:29,840 - WARNING - 427.tar.gz: video 104 has 92 frames (< 96), skipping
2026-04-21 21:07:29,840 - WARNING - 427.tar.gz: video 3 has 54 frames (< 96), skipping
2026-04-21 21:07:38,437 - WARNING - 437.tar.gz: video 146 has 78 frames (< 96), skipping
2026-04-21 21:07:38,437 - WARNING - 437.tar.gz: video 162 has 54 frames (< 96), skipping
2026-04-21 21:07:38,437 - WARNING - 437.tar.gz: video 170 has 91 frames (< 96), skipping
2026-04-21 21:07:38,437 - WARNING - 437.tar.gz: video 199 has 86 frames (< 96), skipping
2026-04-21 21:07:39,039 - WARNING - 440.tar.gz: video 168 has 60 frames (< 96), skipping
2026-04-21 21:07:40,864 - WARNING - 44.tar.gz: video 112 has 55 frames (< 96), skipping
2026-04-21 21:07:40,864 - WARNING - 44.tar.gz: video 106 has 90 frames (< 96), skipping
2026-04-21 21:07:42,237 - WARNING - 442.tar.gz: video 5 has 53 frames (< 96), skipping
2026-04-21 21:07:42,237 - WARNING - 442.tar.gz: video 22 has 67 frames (< 96), skipping
2026-04-21 21:07:42,237 - WARNING - 442.tar.gz: video 7 has 76 frames (< 96), skipping
2026-04-21 21:07:45,508 - WARNING - 446.tar.gz: video 103 has 55 frames (< 96), skipping
2026-04-21 21:07:45,508 - WARNING - 446.tar.gz: video 2 has 55 frames (< 96), skipping
2026-04-21 21:07:45,508 - WARNING - 446.tar.gz: video 50 has 55 frames (< 96), skipping
2026-04-21 21:07:48,016 - WARNING - 44.tar.gz: video 167 has 52 frames (< 96), skipping
2026-04-21 21:07:48,016 - WARNING - 44.tar.gz: video 187 has 67 frames (< 96), skipping
2026-04-21 21:07:48,294 - WARNING - 445.tar.gz: video 21 has 53 frames (< 96), skipping
2026-04-21 21:07:48,294 - WARNING - 445.tar.gz: video 58 has 85 frames (< 96), skipping
2026-04-21 21:07:48,294 - WARNING - 445.tar.gz: video 26 has 60 frames (< 96), skipping
2026-04-21 21:07:48,294 - WARNING - 445.tar.gz: video 54 has 64 frames (< 96), skipping
2026-04-21 21:07:48,294 - WARNING - 445.tar.gz: video 0 has 94 frames (< 96), skipping
2026-04-21 21:07:53,730 - WARNING - 441.tar.gz: video 39 has 69 frames (< 96), skipping
2026-04-21 21:07:53,730 - WARNING - 441.tar.gz: video 86 has 76 frames (< 96), skipping
2026-04-21 21:07:53,730 - WARNING - 441.tar.gz: video 95 has 73 frames (< 96), skipping
2026-04-21 21:07:53,730 - WARNING - 441.tar.gz: video 87 has 58 frames (< 96), skipping
2026-04-21 21:07:53,934 - WARNING - 44.tar.gz: video 169 has 72 frames (< 96), skipping
2026-04-21 21:07:55,213 - WARNING - 449.tar.gz: video 42 has 51 frames (< 96), skipping
2026-04-21 21:07:55,214 - WARNING - 449.tar.gz: video 3 has 93 frames (< 96), skipping
2026-04-21 21:07:56,546 - WARNING - 450.tar.gz: video 1 has 59 frames (< 96), skipping
2026-04-21 21:07:59,470 - WARNING - 441.tar.gz: video 135 has 57 frames (< 96), skipping
2026-04-21 21:08:00,431 - WARNING - 451.tar.gz: video 9 has 56 frames (< 96), skipping
2026-04-21 21:08:01,245 - WARNING - 447.tar.gz: video 61 has 68 frames (< 96), skipping
2026-04-21 21:08:08,375 - WARNING - 455.tar.gz: video 103 has 66 frames (< 96), skipping
2026-04-21 21:08:13,652 - WARNING - 453.tar.gz: video 81 has 62 frames (< 96), skipping
2026-04-21 21:08:15,865 - WARNING - 456.tar.gz: video 54 has 78 frames (< 96), skipping
2026-04-21 21:08:18,027 - WARNING - 457.tar.gz: video 118 has 78 frames (< 96), skipping
2026-04-21 21:08:18,536 - WARNING - 456.tar.gz: video 30 has 52 frames (< 96), skipping
2026-04-21 21:08:18,537 - WARNING - 456.tar.gz: video 93 has 84 frames (< 96), skipping
2026-04-21 21:08:18,681 - WARNING - 453.tar.gz: video 221 has 79 frames (< 96), skipping
2026-04-21 21:08:18,681 - WARNING - 453.tar.gz: video 37 has 67 frames (< 96), skipping
2026-04-21 21:08:18,681 - WARNING - 453.tar.gz: video 184 has 61 frames (< 96), skipping
2026-04-21 21:08:19,748 - WARNING - 458.tar.gz: video 57 has 62 frames (< 96), skipping
2026-04-21 21:08:20,901 - WARNING - 457.tar.gz: video 182 has 66 frames (< 96), skipping
2026-04-21 21:08:21,930 - WARNING - 458.tar.gz: video 35 has 62 frames (< 96), skipping
2026-04-21 21:08:21,930 - WARNING - 458.tar.gz: video 55 has 53 frames (< 96), skipping
2026-04-21 21:08:21,930 - WARNING - 458.tar.gz: video 7 has 53 frames (< 96), skipping
2026-04-21 21:08:22,592 - WARNING - 46.tar.gz: video 47 has 67 frames (< 96), skipping
2026-04-21 21:08:23,847 - WARNING - 453.tar.gz: video 101 has 65 frames (< 96), skipping
2026-04-21 21:08:23,847 - WARNING - 453.tar.gz: video 55 has 89 frames (< 96), skipping
2026-04-21 21:08:23,847 - WARNING - 453.tar.gz: video 3 has 57 frames (< 96), skipping
2026-04-21 21:08:23,847 - WARNING - 453.tar.gz: video 46 has 93 frames (< 96), skipping
2026-04-21 21:08:51,413 - WARNING - 464.tar.gz: video 6 has 61 frames (< 96), skipping
2026-04-21 21:08:51,413 - WARNING - 464.tar.gz: video 8 has 53 frames (< 96), skipping
2026-04-21 21:08:53,371 - WARNING - 465.tar.gz: video 34 has 59 frames (< 96), skipping
2026-04-21 21:08:53,371 - WARNING - 465.tar.gz: video 58 has 56 frames (< 96), skipping
2026-04-21 21:08:53,371 - WARNING - 465.tar.gz: video 46 has 58 frames (< 96), skipping
2026-04-21 21:08:58,113 - WARNING - 464.tar.gz: video 1 has 70 frames (< 96), skipping
2026-04-21 21:09:05,710 - WARNING - 464.tar.gz: video 3 has 77 frames (< 96), skipping
2026-04-21 21:09:05,710 - WARNING - 464.tar.gz: video 9 has 70 frames (< 96), skipping
2026-04-21 21:09:09,361 - WARNING - 469.tar.gz: video 163 has 58 frames (< 96), skipping
2026-04-21 21:09:09,361 - WARNING - 469.tar.gz: video 40 has 61 frames (< 96), skipping
2026-04-21 21:09:09,361 - WARNING - 469.tar.gz: video 145 has 69 frames (< 96), skipping
2026-04-21 21:09:15,111 - WARNING - 469.tar.gz: video 111 has 63 frames (< 96), skipping
2026-04-21 21:09:16,164 - WARNING - 474.tar.gz: video 59 has 86 frames (< 96), skipping
2026-04-21 21:09:20,131 - WARNING - 472.tar.gz: video 4 has 73 frames (< 96), skipping
2026-04-21 21:09:21,338 - WARNING - 471.tar.gz: video 62 has 70 frames (< 96), skipping
2026-04-21 21:09:24,519 - WARNING - 477.tar.gz: video 39 has 84 frames (< 96), skipping
2026-04-21 21:09:24,519 - WARNING - 477.tar.gz: video 6 has 55 frames (< 96), skipping
2026-04-21 21:09:24,519 - WARNING - 477.tar.gz: video 26 has 76 frames (< 96), skipping
2026-04-21 21:09:54,917 - WARNING - 481.tar.gz: video 71 has 95 frames (< 96), skipping
2026-04-21 21:09:54,917 - WARNING - 481.tar.gz: video 62 has 86 frames (< 96), skipping
2026-04-21 21:10:04,211 - WARNING - 483.tar.gz: video 393 has 94 frames (< 96), skipping
2026-04-21 21:10:04,212 - WARNING - 483.tar.gz: video 340 has 61 frames (< 96), skipping
2026-04-21 21:10:04,212 - WARNING - 483.tar.gz: video 307 has 69 frames (< 96), skipping
2026-04-21 21:10:04,212 - WARNING - 483.tar.gz: video 282 has 78 frames (< 96), skipping
2026-04-21 21:10:05,414 - WARNING - 475.tar.gz: video 95 has 51 frames (< 96), skipping
2026-04-21 21:10:06,793 - WARNING - 483.tar.gz: video 412 has 58 frames (< 96), skipping
2026-04-21 21:10:07,157 - WARNING - 483.tar.gz: video 114 has 56 frames (< 96), skipping
2026-04-21 21:10:07,203 - WARNING - 481.tar.gz: video 55 has 59 frames (< 96), skipping
2026-04-21 21:10:10,862 - WARNING - 485.tar.gz: video 33 has 67 frames (< 96), skipping
2026-04-21 21:10:10,862 - WARNING - 485.tar.gz: video 11 has 93 frames (< 96), skipping
2026-04-21 21:10:10,862 - WARNING - 485.tar.gz: video 12 has 85 frames (< 96), skipping
2026-04-21 21:10:10,863 - WARNING - 485.tar.gz: video 25 has 79 frames (< 96), skipping
2026-04-21 21:10:10,863 - WARNING - 485.tar.gz: video 23 has 90 frames (< 96), skipping
2026-04-21 21:10:10,863 - WARNING - 485.tar.gz: video 31 has 68 frames (< 96), skipping
2026-04-21 21:10:11,744 - WARNING - 487.tar.gz: video 189 has 75 frames (< 96), skipping
2026-04-21 21:10:13,052 - WARNING - 488.tar.gz: video 8 has 88 frames (< 96), skipping
2026-04-21 21:10:17,317 - WARNING - 486.tar.gz: video 154 has 64 frames (< 96), skipping
2026-04-21 21:10:17,318 - WARNING - 486.tar.gz: video 224 has 77 frames (< 96), skipping
2026-04-21 21:10:19,133 - WARNING - 489.tar.gz: video 32 has 86 frames (< 96), skipping
2026-04-21 21:10:21,299 - WARNING - 489.tar.gz: video 24 has 76 frames (< 96), skipping
2026-04-21 21:10:21,299 - WARNING - 489.tar.gz: video 0 has 63 frames (< 96), skipping
2026-04-21 21:10:21,299 - WARNING - 489.tar.gz: video 31 has 51 frames (< 96), skipping
2026-04-21 21:10:22,697 - WARNING - 490.tar.gz: video 4 has 66 frames (< 96), skipping
2026-04-21 21:10:22,697 - WARNING - 490.tar.gz: video 24 has 68 frames (< 96), skipping
2026-04-21 21:10:23,425 - WARNING - 491.tar.gz: video 53 has 55 frames (< 96), skipping
2026-04-21 21:10:23,425 - WARNING - 491.tar.gz: video 59 has 70 frames (< 96), skipping
2026-04-21 21:10:23,425 - WARNING - 491.tar.gz: video 1 has 75 frames (< 96), skipping
2026-04-21 21:10:23,880 - WARNING - 486.tar.gz: video 170 has 51 frames (< 96), skipping
2026-04-21 21:10:30,013 - WARNING - 486.tar.gz: video 192 has 76 frames (< 96), skipping
2026-04-21 21:10:44,951 - WARNING - 497.tar.gz: video 33 has 52 frames (< 96), skipping
2026-04-21 21:10:44,952 - WARNING - 497.tar.gz: video 34 has 55 frames (< 96), skipping
2026-04-21 21:10:44,952 - WARNING - 497.tar.gz: video 12 has 53 frames (< 96), skipping
2026-04-21 21:10:46,212 - WARNING - 496.tar.gz: video 79 has 86 frames (< 96), skipping
2026-04-21 21:10:46,577 - WARNING - 5.tar.gz: video 3 has 51 frames (< 96), skipping
2026-04-21 21:10:47,884 - WARNING - 497.tar.gz: video 15 has 65 frames (< 96), skipping
2026-04-21 21:10:47,884 - WARNING - 497.tar.gz: video 35 has 56 frames (< 96), skipping
2026-04-21 21:10:48,885 - WARNING - 50.tar.gz: video 252 has 55 frames (< 96), skipping
2026-04-21 21:10:48,885 - WARNING - 50.tar.gz: video 70 has 71 frames (< 96), skipping
2026-04-21 21:10:48,885 - WARNING - 50.tar.gz: video 404 has 73 frames (< 96), skipping
2026-04-21 21:10:51,692 - WARNING - 497.tar.gz: video 31 has 51 frames (< 96), skipping
2026-04-21 21:10:51,777 - WARNING - 499.tar.gz: video 16 has 64 frames (< 96), skipping
2026-04-21 21:10:51,777 - WARNING - 499.tar.gz: video 77 has 81 frames (< 96), skipping
2026-04-21 21:10:51,778 - WARNING - 499.tar.gz: video 5 has 54 frames (< 96), skipping
2026-04-21 21:10:51,778 - WARNING - 499.tar.gz: video 64 has 85 frames (< 96), skipping
2026-04-21 21:10:51,778 - WARNING - 499.tar.gz: video 133 has 79 frames (< 96), skipping
2026-04-21 21:10:51,778 - WARNING - 499.tar.gz: video 19 has 85 frames (< 96), skipping
2026-04-21 21:10:51,778 - WARNING - 499.tar.gz: video 69 has 64 frames (< 96), skipping
2026-04-21 21:10:53,248 - WARNING - 499.tar.gz: video 3 has 78 frames (< 96), skipping
2026-04-21 21:10:55,478 - WARNING - 496.tar.gz: video 71 has 78 frames (< 96), skipping
2026-04-21 21:10:55,826 - WARNING - 500.tar.gz: video 76 has 66 frames (< 96), skipping
2026-04-21 21:10:55,826 - WARNING - 500.tar.gz: video 5 has 64 frames (< 96), skipping
2026-04-21 21:10:55,826 - WARNING - 500.tar.gz: video 60 has 78 frames (< 96), skipping
2026-04-21 21:11:01,008 - WARNING - 498.tar.gz: video 120 has 60 frames (< 96), skipping
2026-04-21 21:11:05,078 - WARNING - 506.tar.gz: video 1 has 51 frames (< 96), skipping
2026-04-21 21:11:05,701 - WARNING - 504.tar.gz: video 56 has 88 frames (< 96), skipping
2026-04-21 21:11:05,702 - WARNING - 504.tar.gz: video 58 has 72 frames (< 96), skipping
2026-04-21 21:11:05,702 - WARNING - 504.tar.gz: video 128 has 77 frames (< 96), skipping
2026-04-21 21:11:09,418 - WARNING - 507.tar.gz: video 16 has 67 frames (< 96), skipping
2026-04-21 21:11:09,418 - WARNING - 507.tar.gz: video 17 has 67 frames (< 96), skipping
2026-04-21 21:11:09,418 - WARNING - 507.tar.gz: video 18 has 67 frames (< 96), skipping
2026-04-21 21:11:12,119 - WARNING - 51.tar.gz: video 29 has 70 frames (< 96), skipping
2026-04-21 21:11:12,119 - WARNING - 51.tar.gz: video 14 has 86 frames (< 96), skipping
2026-04-21 21:11:12,119 - WARNING - 51.tar.gz: video 25 has 82 frames (< 96), skipping
2026-04-21 21:11:12,421 - WARNING - 510.tar.gz: video 98 has 73 frames (< 96), skipping
2026-04-21 21:11:12,421 - WARNING - 510.tar.gz: video 2 has 78 frames (< 96), skipping
2026-04-21 21:11:14,194 - WARNING - 504.tar.gz: video 125 has 61 frames (< 96), skipping
2026-04-21 21:11:16,723 - WARNING - 504.tar.gz: video 18 has 77 frames (< 96), skipping
2026-04-21 21:11:18,787 - WARNING - 505.tar.gz: video 11 has 81 frames (< 96), skipping
2026-04-21 21:11:29,559 - WARNING - 498.tar.gz: video 179 has 65 frames (< 96), skipping
2026-04-21 21:11:37,054 - WARNING - 498.tar.gz: video 32 has 55 frames (< 96), skipping
2026-04-21 21:11:38,592 - WARNING - 511.tar.gz: video 332 has 94 frames (< 96), skipping
2026-04-21 21:11:42,565 - WARNING - 498.tar.gz: video 124 has 84 frames (< 96), skipping
2026-04-21 21:11:43,480 - WARNING - 515.tar.gz: video 5 has 67 frames (< 96), skipping
2026-04-21 21:11:43,480 - WARNING - 515.tar.gz: video 11 has 64 frames (< 96), skipping
2026-04-21 21:11:43,480 - WARNING - 515.tar.gz: video 127 has 80 frames (< 96), skipping
2026-04-21 21:11:55,738 - WARNING - 519.tar.gz: video 85 has 60 frames (< 96), skipping
2026-04-21 21:11:55,738 - WARNING - 519.tar.gz: video 79 has 59 frames (< 96), skipping
2026-04-21 21:11:55,738 - WARNING - 519.tar.gz: video 6 has 71 frames (< 96), skipping
2026-04-21 21:11:55,738 - WARNING - 519.tar.gz: video 11 has 77 frames (< 96), skipping
2026-04-21 21:12:03,725 - WARNING - 519.tar.gz: video 99 has 54 frames (< 96), skipping
2026-04-21 21:12:03,725 - WARNING - 519.tar.gz: video 4 has 72 frames (< 96), skipping
2026-04-21 21:12:27,181 - WARNING - 520.tar.gz: video 183 has 55 frames (< 96), skipping
2026-04-21 21:12:27,181 - WARNING - 520.tar.gz: video 513 has 66 frames (< 96), skipping
2026-04-21 21:12:27,181 - WARNING - 520.tar.gz: video 232 has 91 frames (< 96), skipping
2026-04-21 21:12:33,727 - WARNING - 525.tar.gz: video 18 has 83 frames (< 96), skipping
2026-04-21 21:12:34,026 - WARNING - 526.tar.gz: video 217 has 74 frames (< 96), skipping
2026-04-21 21:12:35,039 - WARNING - 526.tar.gz: video 298 has 68 frames (< 96), skipping
2026-04-21 21:12:37,353 - WARNING - 527.tar.gz: video 161 has 74 frames (< 96), skipping
2026-04-21 21:12:52,186 - WARNING - 527.tar.gz: video 28 has 91 frames (< 96), skipping
2026-04-21 21:12:52,187 - WARNING - 527.tar.gz: video 126 has 79 frames (< 96), skipping
2026-04-21 21:12:52,187 - WARNING - 527.tar.gz: video 51 has 54 frames (< 96), skipping
2026-04-21 21:12:52,187 - WARNING - 527.tar.gz: video 96 has 67 frames (< 96), skipping
2026-04-21 21:12:52,187 - WARNING - 527.tar.gz: video 27 has 64 frames (< 96), skipping
2026-04-21 21:12:56,226 - WARNING - 533.tar.gz: video 122 has 71 frames (< 96), skipping
2026-04-21 21:12:56,227 - WARNING - 533.tar.gz: video 117 has 74 frames (< 96), skipping
2026-04-21 21:12:56,227 - WARNING - 533.tar.gz: video 107 has 71 frames (< 96), skipping
2026-04-21 21:12:56,227 - WARNING - 533.tar.gz: video 92 has 91 frames (< 96), skipping
2026-04-21 21:12:56,227 - WARNING - 533.tar.gz: video 278 has 71 frames (< 96), skipping
2026-04-21 21:13:14,605 - WARNING - 537.tar.gz: video 65 has 60 frames (< 96), skipping
2026-04-21 21:13:22,598 - WARNING - 537.tar.gz: video 270 has 64 frames (< 96), skipping
2026-04-21 21:13:22,890 - WARNING - 535.tar.gz: video 12 has 86 frames (< 96), skipping
2026-04-21 21:13:31,033 - WARNING - 537.tar.gz: video 0 has 95 frames (< 96), skipping
2026-04-21 21:13:33,479 - WARNING - 54.tar.gz: video 188 has 79 frames (< 96), skipping
2026-04-21 21:13:33,479 - WARNING - 54.tar.gz: video 94 has 66 frames (< 96), skipping
2026-04-21 21:13:34,231 - WARNING - 539.tar.gz: video 12 has 88 frames (< 96), skipping
2026-04-21 21:13:36,007 - WARNING - 54.tar.gz: video 17 has 52 frames (< 96), skipping
2026-04-21 21:13:37,979 - WARNING - 54.tar.gz: video 24 has 54 frames (< 96), skipping
2026-04-21 21:13:37,980 - WARNING - 54.tar.gz: video 74 has 71 frames (< 96), skipping
2026-04-21 21:13:38,088 - WARNING - 539.tar.gz: video 14 has 67 frames (< 96), skipping
2026-04-21 21:13:41,928 - WARNING - 544.tar.gz: video 26 has 51 frames (< 96), skipping
2026-04-21 21:13:41,928 - WARNING - 544.tar.gz: video 42 has 91 frames (< 96), skipping
2026-04-21 21:13:41,928 - WARNING - 544.tar.gz: video 24 has 61 frames (< 96), skipping
2026-04-21 21:14:36,110 - WARNING - 552.tar.gz: video 5 has 84 frames (< 96), skipping
2026-04-21 21:14:37,312 - WARNING - 55.tar.gz: video 83 has 90 frames (< 96), skipping
2026-04-21 21:14:37,313 - WARNING - 55.tar.gz: video 41 has 55 frames (< 96), skipping
2026-04-21 21:14:37,313 - WARNING - 55.tar.gz: video 128 has 60 frames (< 96), skipping
2026-04-21 21:14:37,313 - WARNING - 55.tar.gz: video 91 has 56 frames (< 96), skipping
2026-04-21 21:14:43,840 - WARNING - 55.tar.gz: video 648 has 66 frames (< 96), skipping
2026-04-21 21:14:43,840 - WARNING - 55.tar.gz: video 96 has 54 frames (< 96), skipping
2026-04-21 21:14:48,591 - WARNING - 55.tar.gz: video 611 has 86 frames (< 96), skipping
2026-04-21 21:14:54,834 - WARNING - 556.tar.gz: video 107 has 82 frames (< 96), skipping
2026-04-21 21:14:57,650 - WARNING - 551.tar.gz: video 35 has 66 frames (< 96), skipping
2026-04-21 21:15:13,750 - WARNING - 56.tar.gz: video 8 has 82 frames (< 96), skipping
2026-04-21 21:15:17,552 - WARNING - 558.tar.gz: video 302 has 80 frames (< 96), skipping
2026-04-21 21:15:17,552 - WARNING - 558.tar.gz: video 21 has 76 frames (< 96), skipping
2026-04-21 21:15:17,552 - WARNING - 558.tar.gz: video 54 has 62 frames (< 96), skipping
2026-04-21 21:15:17,552 - WARNING - 558.tar.gz: video 115 has 58 frames (< 96), skipping
2026-04-21 21:15:17,552 - WARNING - 558.tar.gz: video 374 has 57 frames (< 96), skipping
2026-04-21 21:15:25,382 - WARNING - 56.tar.gz: video 2 has 79 frames (< 96), skipping
2026-04-21 21:15:28,667 - WARNING - 563.tar.gz: video 151 has 71 frames (< 96), skipping
2026-04-21 21:15:29,746 - WARNING - 563.tar.gz: video 157 has 55 frames (< 96), skipping
2026-04-21 21:15:29,747 - WARNING - 563.tar.gz: video 97 has 72 frames (< 96), skipping
2026-04-21 21:15:31,865 - WARNING - 562.tar.gz: video 242 has 93 frames (< 96), skipping
2026-04-21 21:15:32,994 - WARNING - 567.tar.gz: video 110 has 52 frames (< 96), skipping
2026-04-21 21:15:32,994 - WARNING - 567.tar.gz: video 39 has 59 frames (< 96), skipping
2026-04-21 21:15:32,994 - WARNING - 567.tar.gz: video 130 has 62 frames (< 96), skipping
2026-04-21 21:15:32,995 - WARNING - 567.tar.gz: video 63 has 65 frames (< 96), skipping
2026-04-21 21:15:39,301 - WARNING - 562.tar.gz: video 241 has 93 frames (< 96), skipping
2026-04-21 21:15:42,090 - WARNING - 570.tar.gz: video 161 has 59 frames (< 96), skipping
2026-04-21 21:15:42,090 - WARNING - 570.tar.gz: video 41 has 55 frames (< 96), skipping
2026-04-21 21:15:42,090 - WARNING - 570.tar.gz: video 64 has 66 frames (< 96), skipping
2026-04-21 21:15:48,001 - WARNING - 570.tar.gz: video 70 has 83 frames (< 96), skipping
2026-04-21 21:15:48,469 - WARNING - 57.tar.gz: video 201 has 58 frames (< 96), skipping
2026-04-21 21:15:48,469 - WARNING - 57.tar.gz: video 538 has 65 frames (< 96), skipping
2026-04-21 21:15:51,952 - WARNING - 572.tar.gz: video 91 has 57 frames (< 96), skipping
2026-04-21 21:15:51,952 - WARNING - 572.tar.gz: video 93 has 73 frames (< 96), skipping
2026-04-21 21:15:51,952 - WARNING - 572.tar.gz: video 192 has 52 frames (< 96), skipping
2026-04-21 21:15:53,872 - WARNING - 571.tar.gz: video 112 has 75 frames (< 96), skipping
2026-04-21 21:15:53,872 - WARNING - 571.tar.gz: video 34 has 66 frames (< 96), skipping
2026-04-21 21:15:53,872 - WARNING - 571.tar.gz: video 83 has 58 frames (< 96), skipping
2026-04-21 21:15:53,872 - WARNING - 571.tar.gz: video 97 has 84 frames (< 96), skipping
2026-04-21 21:15:53,872 - WARNING - 571.tar.gz: video 18 has 87 frames (< 96), skipping
2026-04-21 21:15:55,853 - WARNING - 57.tar.gz: video 432 has 57 frames (< 96), skipping
