dataset,video_id,label,label_name,label_cat,embedding_file,n_frames,embedding_dim,layer
FaceForensics++,976,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/976.npz,96,1024,pre_proj
FaceForensics++,977,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/977.npz,96,1024,pre_proj
FaceForensics++,978,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/978.npz,96,1024,pre_proj
FaceForensics++,981,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/981.npz,96,1024,pre_proj
FaceForensics++,983,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/983.npz,96,1024,pre_proj
FaceForensics++,984,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/984.npz,96,1024,pre_proj
FaceForensics++,985,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/985.npz,96,1024,pre_proj
FaceForensics++,986,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/986.npz,96,1024,pre_proj
FaceForensics++,987,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/987.npz,96,1024,pre_proj
FaceForensics++,988,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/988.npz,96,1024,pre_proj
FaceForensics++,989,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/989.npz,96,1024,pre_proj
FaceForensics++,990,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/990.npz,96,1024,pre_proj
FaceForensics++,993,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/993.npz,96,1024,pre_proj
FaceForensics++,994,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/994.npz,96,1024,pre_proj
FaceForensics++,996,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/996.npz,96,1024,pre_proj
FaceForensics++,997,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/997.npz,96,1024,pre_proj
FaceForensics++,998,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/998.npz,96,1024,pre_proj
FaceForensics++,999,1,real,FF-real,/home/max-andreasen/GitHub/DeepfakeBench/clip/embeddings/probing/ViT-L-14-336-quickgelu/pre_proj/FaceForensics++/FF-real/999.npz,96,1024,pre_proj
