number,value,datetime_start,datetime_complete,duration,params_attn_dropout,params_clip_layer,params_dim_feedforward,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_n_heads,params_num_layers,params_optimizer_type,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
220,0.8322448979591837,2026-04-21 23:51:38.409987,2026-04-21 23:51:44.818164,0 days 00:00:06.408177,0.38081074435359175,block_16,1024,0.00034259449862234913,cosine,0.19483359713193893,1024,8,9,adam,0.0646975853403452,0.8322448979591837,,,,PRUNED
221,0.8105102040816327,2026-04-21 23:51:44.960701,2026-04-21 23:51:51.359390,0 days 00:00:06.398689,0.3684013309772278,block_16,1024,0.00026135027672969887,cosine,0.1460436382265601,2048,16,8,adam,0.07053118260616287,0.8105102040816327,,,,PRUNED
222,0.9348086734693878,2026-04-21 23:51:51.527432,2026-04-21 23:52:24.908763,0 days 00:00:33.381331,0.45289019818155596,block_16,1024,0.00016897153998874018,cosine,0.09060287691059254,1024,8,11,adam,0.05148936249034695,0.913061224489796,0.9348086734693878,,,PRUNED
223,0.7978571428571428,2026-04-21 23:52:25.078632,2026-04-21 23:52:31.473017,0 days 00:00:06.394385,0.3349733396515118,block_16,1024,0.0005146764869206653,cosine,0.2611817136669098,3072,8,8,adam,0.04824106262834744,0.7978571428571428,,,,PRUNED
224,0.9127551020408163,2026-04-21 23:52:31.632777,2026-04-21 23:52:43.841880,0 days 00:00:12.209103,0.6189289572831025,block_16,1024,0.00012046910031733526,cosine,0.051217251341376335,1024,8,6,adam,0.006846446322163056,0.8661224489795918,0.9127551020408163,,,PRUNED
225,0.9492219387755102,2026-04-21 23:52:44.000553,2026-04-21 23:54:07.029293,0 days 00:01:23.028740,0.3344528814749949,block_16,1024,0.00023328698975720374,cosine,0.31375856971001526,1024,8,6,adam,0.0065356218996076125,0.8784183673469388,0.9249489795918368,0.9378698979591836,0.9492219387755102,PRUNED
226,0.9331377551020408,2026-04-21 23:54:07.204048,2026-04-21 23:54:42.006708,0 days 00:00:34.802660,0.5817585244142452,block_16,1024,7.456144262500087e-05,cosine,0.27794654731172763,1024,16,11,adam,1.7235466395005756e-05,0.9132142857142858,0.9331377551020408,,,PRUNED
227,0.9116326530612245,2026-04-21 23:54:42.175254,2026-04-21 23:54:54.460462,0 days 00:00:12.285208,0.32799376836377653,block_16,1024,0.00032863992505197196,cosine,0.3102282192564303,2048,8,6,adam,0.01711705687275501,0.9116326530612245,,,,PRUNED
228,0.9114413265306122,2026-04-21 23:54:54.651780,2026-04-21 23:55:12.464620,0 days 00:00:17.812840,0.3134613119596913,block_16,1024,7.393164536145958e-05,cosine,0.39363173240841637,1024,32,14,adam,0.0034184915172791137,0.8580739795918367,0.9114413265306122,,,PRUNED
229,0.9105867346938775,2026-04-21 23:55:12.636463,2026-04-21 23:55:26.419176,0 days 00:00:13.782713,0.6052440604063978,block_16,1024,0.00012950466499946458,cosine,0.21867633021443567,1024,8,11,adam,0.08575259164658317,0.9105867346938775,,,,PRUNED
230,0.7564859693877551,2026-04-21 23:55:26.579841,2026-04-21 23:55:32.909306,0 days 00:00:06.329465,0.3987810852992429,block_16,1024,0.0006986443259210777,cosine,0.301335653259799,1024,32,7,adam,0.08874225788874737,0.7564859693877551,,,,PRUNED
231,0.8626275510204082,2026-04-21 23:55:33.047862,2026-04-21 23:55:48.910059,0 days 00:00:15.862197,0.6640124966605704,block_16,1024,0.00035785232734253234,cosine,0.18008128172642304,3072,2,14,adam,0.00015595070623176927,0.8626275510204082,,,,PRUNED
232,0.9510714285714286,2026-04-21 23:55:49.073516,2026-04-21 23:57:12.352623,0 days 00:01:23.279107,0.5168322101431319,block_16,1024,0.0002794385770631169,cosine,0.08241519197227311,1024,8,7,adam,0.008755370224869942,0.9379081632653061,0.9510714285714286,,,PRUNED
233,0.911607142857143,2026-04-21 23:57:12.508206,2026-04-21 23:57:26.310313,0 days 00:00:13.802107,0.47255882792565534,block_16,1024,0.00010310349035849358,cosine,0.03528889192620242,2048,8,11,adam,0.003249595810396274,0.911607142857143,,,,PRUNED
234,0.8432780612244898,2026-04-21 23:57:26.480558,2026-04-21 23:57:34.647901,0 days 00:00:08.167343,0.3188158546381589,block_16,1024,0.0001063370052003579,cosine,0.0515945216501527,1024,2,14,adam,0.021612745206652472,0.8432780612244898,,,,PRUNED
235,0.9071556122448979,2026-04-21 23:57:34.796863,2026-04-21 23:57:47.075991,0 days 00:00:12.279128,0.5210613203678807,block_16,1024,6.0706249020535486e-05,cosine,0.04393510774584456,3072,16,6,adam,1.0531176367303357e-06,0.9071556122448979,,,,PRUNED
236,0.809311224489796,2026-04-21 23:57:47.250255,2026-04-21 23:57:53.714053,0 days 00:00:06.463798,0.6938377939656286,block_16,1024,0.00022112288694602463,cosine,0.0012991854037547462,2048,8,9,adam,0.014323410291273448,0.809311224489796,,,,PRUNED
237,0.7465242346938775,2026-04-21 23:57:53.866235,2026-04-21 23:58:00.243528,0 days 00:00:06.377293,0.35747965836421064,block_16,1024,0.0008508069031866544,cosine,0.2948260822030578,512,8,6,adam,0.007127459573410088,0.7465242346938775,,,,PRUNED
238,0.8325382653061224,2026-04-21 23:58:00.405451,2026-04-21 23:58:14.860037,0 days 00:00:14.454586,0.6118419998894736,block_16,1024,0.0003395826442097846,cosine,0.07633560363497757,2048,8,12,adam,0.07985663604375876,0.8325382653061224,,,,PRUNED
239,0.9532270408163265,2026-04-21 23:58:15.039128,2026-04-22 00:00:49.315271,0 days 00:02:34.276143,0.5909916664371613,block_16,1024,0.0002448495588572868,cosine,0.1707895300076916,1024,8,14,adam,0.01796520518111338,0.9513137755102041,,,,COMPLETE
240,0.7937117346938776,2026-04-22 00:00:49.516350,2026-04-22 00:00:58.715449,0 days 00:00:09.199099,0.6514229243150033,block_16,1024,0.0002990481664718118,cosine,0.21899496945129954,512,32,14,adam,0.011541110478840355,0.7937117346938776,,,,PRUNED
241,0.8317729591836736,2026-04-22 00:00:58.882530,2026-04-22 00:01:05.293036,0 days 00:00:06.410506,0.5367349405093189,block_16,1024,0.00019163811648459066,cosine,0.022629718125655084,2048,8,6,adam,0.007504290888372495,0.8317729591836736,,,,PRUNED
242,0.8283673469387755,2026-04-22 00:01:05.447725,2026-04-22 00:01:13.398863,0 days 00:00:07.951138,0.38831631167479863,block_16,1024,0.00029747209634819246,cosine,0.18135167052478554,1024,2,13,adam,0.008650112156350575,0.8283673469387755,,,,PRUNED
243,0.8330229591836733,2026-04-22 00:01:13.603664,2026-04-22 00:01:19.975133,0 days 00:00:06.371469,0.5920769851844842,block_16,1024,5.8199537161357376e-05,cosine,0.13335921069378792,3072,8,7,adam,2.6044326880686186e-06,0.8330229591836733,,,,PRUNED
244,0.8396938775510204,2026-04-22 00:01:20.133058,2026-04-22 00:01:26.531816,0 days 00:00:06.398758,0.48647516750729414,block_16,1024,0.00019506794114904546,cosine,0.14411880858439385,512,16,8,adam,0.05577983617228041,0.8396938775510204,,,,PRUNED
245,0.7920790816326531,2026-04-22 00:01:26.678482,2026-04-22 00:01:34.836724,0 days 00:00:08.158242,0.6340857048129374,block_16,1024,0.00016220442888015835,cosine,0.12263057960470392,2048,8,14,adam,0.0005799131756822897,0.7920790816326531,,,,PRUNED
246,0.9104591836734693,2026-04-22 00:01:35.002699,2026-04-22 00:01:48.100069,0 days 00:00:13.097370,0.46976824126045735,block_16,1024,5.014050478896451e-05,cosine,0.30608102686961275,1024,2,10,adam,0.005437690283208837,0.8710459183673469,0.9104591836734693,,,PRUNED
247,0.783360969387755,2026-04-22 00:01:48.248881,2026-04-22 00:01:54.598981,0 days 00:00:06.350100,0.5316239782731156,block_16,1024,0.0007921601276945247,cosine,0.33263025048381456,1024,8,6,adam,0.041097632876544644,0.783360969387755,,,,PRUNED
248,0.8954974489795919,2026-04-22 00:01:54.749827,2026-04-22 00:02:10.519192,0 days 00:00:15.769365,0.44297070686004675,block_16,1024,0.00019656231456665696,cosine,0.3584050068046756,2048,2,14,adam,0.0007900840480589639,0.8954974489795919,,,,PRUNED
249,0.954234693877551,2026-04-22 00:02:10.694502,2026-04-22 00:04:12.043152,0 days 00:02:01.348650,0.31368678012971163,block_16,1024,0.00033768269991298744,cosine,0.14303855763419243,1024,2,7,adam,0.02461159250634552,0.9366326530612245,0.952780612244898,,,COMPLETE
250,0.9058035714285714,2026-04-22 00:04:12.243191,2026-04-22 00:04:24.449163,0 days 00:00:12.205972,0.38951816555476537,block_16,1024,0.00011157579193202576,cosine,0.10745872236226967,512,2,7,adam,0.02221993165166651,0.9058035714285714,,,,PRUNED
251,0.9114285714285715,2026-04-22 00:04:24.621824,2026-04-22 00:04:37.688897,0 days 00:00:13.067073,0.630317099847517,block_16,1024,0.00015045398320141792,cosine,0.03484249474437702,1024,8,10,adam,0.07525025861416529,0.8699744897959183,0.9114285714285715,,,PRUNED
252,0.8033801020408162,2026-04-22 00:04:37.900164,2026-04-22 00:04:44.343025,0 days 00:00:06.442861,0.35375581051208965,block_16,1024,0.00041212561743520713,cosine,0.15497326925470142,1024,2,9,adam,0.005033460504846916,0.8033801020408162,,,,PRUNED
253,0.9362117346938775,2026-04-22 00:04:44.573986,2026-04-22 00:05:14.683642,0 days 00:00:30.109656,0.24596569347892083,block_16,1024,0.00020805107148021444,cosine,0.11172253420944152,1024,2,6,adam,0.0016994671914369404,0.9362117346938775,,,,PRUNED
254,0.9324234693877551,2026-04-22 00:05:14.845617,2026-04-22 00:05:46.691359,0 days 00:00:31.845742,0.6616308248260898,block_16,1024,0.00041696532643557143,cosine,0.21425300596216978,512,8,10,adam,0.004431284019529427,0.9324234693877551,,,,PRUNED
255,0.8477168367346939,2026-04-22 00:05:46.851017,2026-04-22 00:05:53.873144,0 days 00:00:07.022127,0.5242954058488822,block_16,1024,0.00011089888280881945,cosine,0.33960312889957833,2048,16,10,adam,2.858568891133595e-05,0.8477168367346939,,,,PRUNED
256,0.9500382653061225,2026-04-22 00:05:54.027976,2026-04-22 00:07:49.512020,0 days 00:01:55.484044,0.45571454240652576,block_16,1024,0.00011929259596402103,cosine,0.35054940056948164,1024,32,13,adam,0.012972266955375376,0.9203698979591837,0.9365561224489796,0.9500382653061225,,PRUNED
257,0.9309821428571429,2026-04-22 00:07:49.694233,2026-04-22 00:08:19.774601,0 days 00:00:30.080368,0.2901860255289906,block_16,1024,0.0002935142205142103,cosine,0.23972207933465722,1024,8,7,adam,0.05153838941605237,0.9309821428571429,,,,PRUNED
258,0.8252933673469389,2026-04-22 00:08:19.938602,2026-04-22 00:08:28.123462,0 days 00:00:08.184860,0.5382736956638365,block_16,1024,0.00031108108089036526,cosine,0.17362958872307951,1024,8,14,adam,0.008304625494295484,0.8252933673469389,,,,PRUNED
259,0.8249234693877551,2026-04-22 00:08:28.375650,2026-04-22 00:08:40.706348,0 days 00:00:12.330698,0.3702949691065795,block_16,1024,0.0007803735818784941,cosine,0.0416964293234766,1024,2,8,adam,0.021612213035235008,0.8249234693877551,,,,PRUNED
260,0.9498979591836735,2026-04-22 00:08:40.878361,2026-04-22 00:10:27.379054,0 days 00:01:46.500693,0.6510118314740149,block_16,1024,0.00015586964041789246,cosine,0.13456180626234765,1024,8,14,adam,0.004365857537483431,0.9498979591836735,,,,PRUNED
261,0.9531632653061225,2026-04-22 00:10:27.555899,2026-04-22 00:12:27.767309,0 days 00:02:00.211410,0.5244750092098789,block_16,1024,0.00016520870400316517,cosine,0.014083343057860118,1024,2,7,adam,0.025212345599224976,0.9170535714285715,0.937640306122449,0.9504336734693877,,COMPLETE
262,0.9366454081632654,2026-04-22 00:12:27.911928,2026-04-22 00:12:57.817253,0 days 00:00:29.905325,0.5480567569252133,block_16,1024,0.00015380753867251618,cosine,0.016152388803025063,1024,2,6,adam,0.009336021020171045,0.8779591836734694,0.9195025510204081,0.9366454081632654,,PRUNED
263,0.8025829081632653,2026-04-22 00:12:57.957662,2026-04-22 00:13:04.309251,0 days 00:00:06.351589,0.3065429879423757,block_16,1024,0.0004669183529405553,cosine,0.20010115231296224,3072,2,6,adam,0.012428848749956305,0.8025829081632653,,,,PRUNED
264,0.8905867346938775,2026-04-22 00:13:04.461451,2026-04-22 00:13:16.813093,0 days 00:00:12.351642,0.5819535208420078,block_16,1024,0.00016945776744180723,cosine,0.0787477479128237,512,8,9,adam,0.0784107852108168,0.8905867346938775,,,,PRUNED
265,0.9499234693877551,2026-04-22 00:13:16.974142,2026-04-22 00:14:41.025212,0 days 00:01:24.051070,0.6841380893251632,block_16,1024,0.00022726140143043547,cosine,0.019604721022943264,1024,2,9,adam,0.009030611336185724,0.9135586734693878,0.9366071428571429,0.9499234693877551,,PRUNED
266,0.9507908163265306,2026-04-22 00:14:41.194061,2026-04-22 00:16:04.816251,0 days 00:01:23.622190,0.5205061790442719,block_16,1024,0.00017397507007916292,cosine,0.004991020692545076,1024,2,8,adam,0.01974374125675346,0.9371173469387755,0.9507908163265306,,,PRUNED
267,0.9009438775510205,2026-04-22 00:16:05.030156,2026-04-22 00:16:18.627834,0 days 00:00:13.597678,0.31119415263133654,block_16,1024,6.527763617609232e-05,cosine,0.2545461036377893,1024,16,10,adam,0.08700512371701957,0.9009438775510205,,,,PRUNED
268,0.7843367346938777,2026-04-22 00:16:18.812558,2026-04-22 00:16:25.222822,0 days 00:00:06.410264,0.2829172412323512,block_16,1024,0.0007238785664460389,cosine,0.13071031321932036,2048,2,7,adam,0.039451419110561284,0.7843367346938777,,,,PRUNED
269,0.9541709183673469,2026-04-22 00:16:25.413872,2026-04-22 00:18:46.902999,0 days 00:02:21.489127,0.2978338262478428,block_16,1024,0.00021214392582478858,cosine,0.11519788154759394,1024,2,12,adam,0.043326069582552876,0.9122704081632653,0.9367984693877551,0.9521938775510205,,COMPLETE
270,0.9536989795918367,2026-04-22 00:18:47.057108,2026-04-22 00:20:46.979265,0 days 00:01:59.922157,0.4321431670433462,block_16,1024,0.00035830280606483767,cosine,0.23957670820409696,1024,8,6,adam,0.021837522846704496,0.8621301020408163,0.9206632653061224,0.9381377551020409,0.9524234693877551,COMPLETE
271,0.8194005102040816,2026-04-22 00:20:47.163220,2026-04-22 00:20:53.487812,0 days 00:00:06.324592,0.5042133303437785,block_16,1024,0.0002524438572064385,cosine,0.271892232062133,1024,8,6,adam,0.07105756405609143,0.8194005102040816,,,,PRUNED
272,0.9538903061224491,2026-04-22 00:20:53.694807,2026-04-22 00:22:54.098404,0 days 00:02:00.403597,0.4332683715643718,block_16,1024,0.00017455822420905869,cosine,0.06720135301055126,1024,32,6,adam,0.018073870598801618,0.8629336734693878,0.921875,0.9391581632653061,0.950969387755102,COMPLETE
273,0.9512882653061225,2026-04-22 00:22:54.235885,2026-04-22 00:24:18.042348,0 days 00:01:23.806463,0.4436315536954538,block_16,1024,0.0002828342732305411,cosine,0.011880204868058165,1024,32,7,adam,0.015722240334460603,0.9372576530612244,0.9512882653061225,,,PRUNED
274,0.9117602040816326,2026-04-22 00:24:18.198668,2026-04-22 00:24:30.999460,0 days 00:00:12.800792,0.5311792835717632,block_16,1024,4.756667997188446e-05,cosine,0.12441084483832103,1024,32,8,adam,0.0031571338485171098,0.8662755102040817,0.9117602040816326,,,PRUNED
275,0.9370918367346939,2026-04-22 00:24:31.152579,2026-04-22 00:25:04.645202,0 days 00:00:33.492623,0.35090903360993314,block_16,1024,0.00019338189096726924,cosine,0.12255573039855294,1024,2,11,adam,0.040524878055433616,0.8829591836734694,0.9182653061224489,0.9370918367346939,,PRUNED
276,0.80125,2026-04-22 00:25:04.829609,2026-04-22 00:25:11.147810,0 days 00:00:06.318201,0.3886198814049642,block_16,1024,0.0006253669377079247,cosine,0.24037162087250072,1024,8,6,adam,0.025105525428867948,0.80125,,,,PRUNED
277,0.9534438775510203,2026-04-22 00:25:11.292387,2026-04-22 00:27:11.303345,0 days 00:02:00.010958,0.32890432647766266,block_16,1024,0.0001394098736195566,cosine,0.10665715737890993,1024,32,6,adam,0.023901278428055475,0.9505867346938774,,,,COMPLETE
278,0.9492857142857143,2026-04-22 00:27:11.437923,2026-04-22 00:28:34.545815,0 days 00:01:23.107892,0.5030753778493899,block_16,1024,0.00021785373777396567,cosine,0.050410852640425885,3072,2,7,adam,0.0056515944832331005,0.9492857142857143,,,,PRUNED
279,0.9365433673469388,2026-04-22 00:28:34.706969,2026-04-22 00:29:04.670703,0 days 00:00:29.963734,0.27931103665014506,block_16,1024,0.00019836940901701356,cosine,0.15985571805283658,1024,32,6,adam,0.006145821477071279,0.8573724489795919,0.9192857142857143,0.9365433673469388,,PRUNED
280,0.9361224489795918,2026-04-22 00:29:04.845477,2026-04-22 00:29:34.756246,0 days 00:00:29.910769,0.45311314548863546,block_16,1024,0.0001056756492762968,cosine,0.12950432162812042,1024,32,6,adam,0.004476263001113384,0.9217219387755102,0.9361224489795918,,,PRUNED
281,0.8058801020408164,2026-04-22 00:29:34.915806,2026-04-22 00:29:41.265579,0 days 00:00:06.349773,0.24698653410958837,block_16,1024,0.0006220447500820338,cosine,0.18717783270007893,1024,2,6,adam,0.015126042570099599,0.8058801020408164,,,,PRUNED
282,0.8702423469387756,2026-04-22 00:29:41.426255,2026-04-22 00:29:57.188065,0 days 00:00:15.761810,0.5325557200369262,block_16,1024,0.0003196278949553479,cosine,0.2588945572645839,512,2,14,adam,0.012701734277866292,0.8702423469387756,,,,PRUNED
283,0.8249234693877552,2026-04-22 00:29:57.363543,2026-04-22 00:30:05.496833,0 days 00:00:08.133290,0.6682751987246466,block_16,1024,0.0002721234905466267,cosine,0.27068512703068937,1024,8,14,adam,0.03511713832110298,0.8249234693877552,,,,PRUNED
284,0.9544897959183674,2026-04-22 00:30:05.671740,2026-04-22 00:32:26.502381,0 days 00:02:20.830641,0.5747818391903035,block_16,1024,0.00016065419269320808,cosine,0.1291688970080881,1024,8,12,adam,0.03711874496316698,0.9518367346938776,,,,COMPLETE
285,0.9100892857142857,2026-04-22 00:32:26.639543,2026-04-22 00:32:38.643070,0 days 00:00:12.003527,0.28475257473152243,block_16,1024,7.949658864813363e-05,cosine,0.053003705210807654,1024,32,7,adam,0.02754712770063324,0.864795918367347,0.9100892857142857,,,PRUNED
286,0.9540306122448979,2026-04-22 00:32:38.796867,2026-04-22 00:34:35.896491,0 days 00:01:57.099624,0.4144042896187699,block_16,1024,0.0001672294241062597,cosine,0.0776818130644851,1024,32,6,adam,0.0360776850135914,0.8576530612244898,0.9174872448979592,0.9391709183673469,0.9513647959183673,COMPLETE
287,0.954515306122449,2026-04-22 00:34:36.017156,2026-04-22 00:36:33.327416,0 days 00:01:57.310260,0.40631942857167336,block_16,1024,0.00022241843116764295,cosine,0.12365760915586,1024,32,6,adam,0.02594458710222961,0.9187372448979592,0.9384821428571428,0.9525765306122449,,COMPLETE
288,0.8366964285714287,2026-04-22 00:36:33.457041,2026-04-22 00:36:39.643293,0 days 00:00:06.186252,0.44233744602563574,block_16,1024,0.00015628444192069966,cosine,0.04907624520789447,2048,32,6,adam,0.04657212485296726,0.8366964285714287,,,,PRUNED
289,0.9504591836734695,2026-04-22 00:36:39.788555,2026-04-22 00:38:00.809399,0 days 00:01:21.020844,0.43407976812253607,block_16,1024,0.00017143449094979922,cosine,0.1353172961364108,1024,32,7,adam,0.01673587339765613,0.8908545918367347,0.9209821428571429,0.9380612244897959,0.9504591836734695,PRUNED
290,0.9016198979591837,2026-04-22 00:38:00.950352,2026-04-22 00:38:12.907054,0 days 00:00:11.956702,0.3065877162368514,block_16,1024,0.00038644970221379446,cosine,0.060106784412839065,1024,32,6,adam,0.0452585916426695,0.9016198979591837,,,,PRUNED
291,0.8311096938775511,2026-04-22 00:38:13.050066,2026-04-22 00:38:19.194704,0 days 00:00:06.144638,0.582239689850597,block_16,1024,0.00036635286101542364,cosine,0.1173457247491199,512,32,6,adam,0.005695123677875984,0.8311096938775511,,,,PRUNED
292,0.9508801020408164,2026-04-22 00:38:19.340036,2026-04-22 00:39:40.182697,0 days 00:01:20.842661,0.5342607310096781,block_16,1024,0.00030492385432404236,cosine,0.26278394290765733,1024,16,6,adam,0.006753009127038732,0.9386989795918368,0.9508801020408164,,,PRUNED
293,0.8316836734693878,2026-04-22 00:39:40.322733,2026-04-22 00:39:46.503088,0 days 00:00:06.180355,0.330531322409673,block_16,1024,0.0002858868344569944,cosine,0.17589423775381974,512,32,7,adam,0.04909820843706578,0.8316836734693878,,,,PRUNED
294,0.8348341836734694,2026-04-22 00:39:46.646058,2026-04-22 00:39:52.744251,0 days 00:00:06.098193,0.5412400902811085,block_16,1024,0.0002762390647131149,cosine,0.1621556425785799,512,8,6,adam,0.013144113021681038,0.8348341836734694,,,,PRUNED
295,0.839311224489796,2026-04-22 00:39:52.945172,2026-04-22 00:40:08.026879,0 days 00:00:15.081707,0.6504372769912428,block_16,1024,0.00035565236236433177,cosine,0.11616731156078786,512,2,14,adam,0.01868097057730526,0.839311224489796,,,,PRUNED
296,0.851670918367347,2026-04-22 00:40:08.177149,2026-04-22 00:40:14.639759,0 days 00:00:06.462610,0.44004366090801583,block_16,1024,0.00019430418726749536,cosine,0.06947199656288805,3072,32,8,adam,0.03353561607107505,0.851670918367347,,,,PRUNED
297,0.9367729591836735,2026-04-22 00:40:14.783255,2026-04-22 00:40:48.538763,0 days 00:00:33.755508,0.32310106304801756,block_16,1024,0.0002902829591510623,cosine,0.07362855864056647,1024,16,11,adam,0.04044869590593038,0.8604081632653062,0.9194770408163265,0.9367729591836735,,PRUNED
298,0.932359693877551,2026-04-22 00:40:48.683166,2026-04-22 00:41:24.070490,0 days 00:00:35.387324,0.5550009739900017,block_16,1024,0.00010926829511440844,cosine,0.1349920663679172,1024,8,13,adam,0.06279449661741589,0.8687244897959184,0.9165561224489797,0.932359693877551,,PRUNED
299,0.9498086734693878,2026-04-22 00:41:24.229688,2026-04-22 00:42:45.682825,0 days 00:01:21.453137,0.40059261764300763,block_16,1024,0.00012500827734176088,cosine,0.04479161683365281,1024,32,7,adam,0.020536333580773357,0.868545918367347,0.9179464285714286,0.9375892857142858,0.9498086734693878,PRUNED
300,0.9349744897959184,2026-04-22 00:42:45.822610,2026-04-22 00:43:17.630940,0 days 00:00:31.808330,0.4834176064976343,block_16,1024,0.00012638526426148297,cosine,0.2849221086389174,1024,16,10,adam,0.04625352956032141,0.915688775510204,0.9349744897959184,,,PRUNED
301,0.9003826530612244,2026-04-22 00:43:17.783209,2026-04-22 00:43:32.889058,0 days 00:00:15.105849,0.34716542621454743,block_16,1024,0.00015623658869624916,cosine,0.13932506781028087,2048,2,14,adam,0.047954789508897186,0.9003826530612244,,,,PRUNED
302,0.8336352040816326,2026-04-22 00:43:33.061543,2026-04-22 00:43:39.547873,0 days 00:00:06.486330,0.3820534939069983,block_16,1024,0.0005698714466789617,cosine,0.14944062621286303,1024,32,8,adam,0.004722017008419858,0.8336352040816326,,,,PRUNED
303,0.8628188775510204,2026-04-22 00:43:39.685145,2026-04-22 00:43:54.853376,0 days 00:00:15.168231,0.25338992221077433,block_16,1024,0.0005092960962150934,cosine,0.104579723223611,3072,8,14,adam,0.014008836602442398,0.8628188775510204,,,,PRUNED
304,0.8410969387755103,2026-04-22 00:43:55.005758,2026-04-22 00:44:01.194123,0 days 00:00:06.188365,0.3024582564845766,block_16,1024,0.00015991353026520544,cosine,0.12724225684589627,1024,32,6,adam,0.09386107883359965,0.8410969387755103,,,,PRUNED
305,0.9361224489795918,2026-04-22 00:44:01.330536,2026-04-22 00:44:30.760783,0 days 00:00:29.430247,0.5785927601020916,block_16,1024,0.00019557645482061944,cosine,0.08079812225704885,1024,32,6,adam,0.004644278267313298,0.9217474489795918,0.9361224489795918,,,PRUNED
306,0.8131632653061225,2026-04-22 00:44:30.909657,2026-04-22 00:44:37.312245,0 days 00:00:06.402588,0.3849925892565777,block_16,1024,5.55777569829194e-05,cosine,0.15066088026257146,3072,16,9,adam,0.019556687260230625,0.8131632653061225,,,,PRUNED
307,0.9538392857142857,2026-04-22 00:44:37.461851,2026-04-22 00:46:35.961462,0 days 00:01:58.499611,0.3147419938788115,block_16,1024,0.0002059355670494025,cosine,0.224734538504461,1024,2,6,adam,0.040712878655301814,0.9150510204081633,0.9368494897959183,0.9514923469387755,,COMPLETE
308,0.849234693877551,2026-04-22 00:46:36.105640,2026-04-22 00:46:42.289246,0 days 00:00:06.183606,0.2419521259792809,block_16,1024,0.0002092365435752005,cosine,0.22601873633171846,1024,2,6,adam,0.0591542700942271,0.849234693877551,,,,PRUNED
309,0.7838010204081632,2026-04-22 00:46:42.488783,2026-04-22 00:46:48.737142,0 days 00:00:06.248359,0.6317552005775858,block_16,1024,0.0005784380011249371,cosine,0.07351360825256582,1024,8,9,adam,0.0071236801350069,0.7838010204081632,,,,PRUNED
310,0.948201530612245,2026-04-22 00:46:48.877163,2026-04-22 00:48:10.432763,0 days 00:01:21.555600,0.3561981516502135,block_16,1024,0.00014540668535033865,cosine,0.0824434011385133,512,32,6,adam,0.0037828949455568943,0.9388137755102041,0.948201530612245,,,PRUNED
311,0.824859693877551,2026-04-22 00:48:10.567073,2026-04-22 00:48:16.698821,0 days 00:00:06.131748,0.5221172963571098,block_16,1024,0.00042397302249377926,cosine,0.09127578077196412,1024,32,6,adam,0.044689748416572944,0.824859693877551,,,,PRUNED
312,0.8493367346938776,2026-04-22 00:48:16.838464,2026-04-22 00:48:23.056552,0 days 00:00:06.218088,0.5373936110022809,block_16,1024,0.000140927932064562,cosine,0.0041546825964926485,512,2,6,adam,0.017099232800954055,0.8493367346938776,,,,PRUNED
313,0.8437627551020408,2026-04-22 00:48:23.189361,2026-04-22 00:48:29.382097,0 days 00:00:06.192736,0.36480387378290474,block_16,1024,0.00018961903735110786,cosine,0.1742892611438895,1024,2,7,adam,0.005940712811727476,0.8437627551020408,,,,PRUNED
314,0.8323214285714287,2026-04-22 00:48:29.518879,2026-04-22 00:48:35.702681,0 days 00:00:06.183802,0.45580850087418734,block_16,1024,0.00029833906711999983,cosine,0.24265105629761333,3072,8,6,adam,0.0034010338962546967,0.8323214285714287,,,,PRUNED
315,0.950688775510204,2026-04-22 00:48:35.848658,2026-04-22 00:49:57.179116,0 days 00:01:21.330458,0.4359723611187022,block_16,1024,0.00017285459205938417,cosine,0.2857382342488369,1024,2,7,adam,0.02272990407703386,0.8527933673469387,0.9170663265306123,0.9380357142857143,0.950688775510204,PRUNED
316,0.8231760204081632,2026-04-22 00:49:57.338887,2026-04-22 00:50:03.440667,0 days 00:00:06.101780,0.46024455651569635,block_16,1024,2.5956142701138765e-05,cosine,0.2634693474619691,2048,16,7,adam,1.2821579008548622e-06,0.8231760204081632,,,,PRUNED
317,0.8316454081632654,2026-04-22 00:50:03.587383,2026-04-22 00:50:09.792494,0 days 00:00:06.205111,0.4344569238594054,block_16,1024,0.00024212573373155508,cosine,0.1778239390481596,1024,2,7,adam,0.03327784454757946,0.8316454081632654,,,,PRUNED
318,0.9528826530612244,2026-04-22 00:50:09.945557,2026-04-22 00:52:07.043042,0 days 00:01:57.097485,0.31001700362088536,block_16,1024,0.0003054864132259401,cosine,0.2294823871936,1024,16,8,adam,0.010041660503534621,0.9366836734693877,0.9514668367346939,,,COMPLETE
319,0.948061224489796,2026-04-22 00:52:07.195688,2026-04-22 00:53:27.785437,0 days 00:01:20.589749,0.31339146981338906,block_16,1024,0.00015459977434207684,cosine,0.23117472662772523,1024,16,6,adam,0.0015303739469854569,0.9197831632653062,0.9383035714285715,0.948061224489796,,PRUNED
