number,value,datetime_start,datetime_complete,duration,params_clip_layer,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_optimizer_type,state
147,0.9065816326530612,2026-04-21 17:17:20.041852,2026-04-21 17:17:37.903559,0 days 00:00:17.861707,block_16,0.019265896417177943,constant,0.36892571939285423,2048,adamw,PRUNED
148,0.9085969387755102,2026-04-21 17:17:38.065063,2026-04-21 17:17:56.102947,0 days 00:00:18.037884,block_16,0.006727821684805392,constant,0.2515059349007136,1024,adamw,PRUNED
149,0.9059438775510203,2026-04-21 17:17:56.253236,2026-04-21 17:18:14.324184,0 days 00:00:18.070948,block_16,0.0664935033764845,constant,0.2840176420945758,2048,adamw,PRUNED
150,0.9187117346938775,2026-04-21 17:18:14.498581,2026-04-21 17:18:38.060541,0 days 00:00:23.561960,block_16,0.009947626876248143,constant,0.14556084982842246,2048,adamw,PRUNED
151,0.9075,2026-04-21 17:18:38.205565,2026-04-21 17:18:56.030324,0 days 00:00:17.824759,block_16,0.010621252682006543,constant,0.11078002286670596,1024,adamw,PRUNED
152,0.9034438775510204,2026-04-21 17:18:56.186429,2026-04-21 17:19:14.511642,0 days 00:00:18.325213,block_16,0.011392861560152739,constant,0.06680697857012241,1024,adamw,PRUNED
153,0.898125,2026-04-21 17:19:14.699626,2026-04-21 17:19:32.913344,0 days 00:00:18.213718,block_16,0.021777414880942227,constant,0.07378052259405114,1024,adamw,PRUNED
154,0.9268750000000001,2026-04-21 17:19:33.061431,2026-04-21 17:20:25.601859,0 days 00:00:52.540428,block_16,0.00795626127787486,constant,0.22252172520757524,1024,adamw,PRUNED
155,0.9071811224489796,2026-04-21 17:20:25.760808,2026-04-21 17:20:46.504286,0 days 00:00:20.743478,block_16,0.009361222555336939,constant,0.3814056334395581,3072,adamw,PRUNED
156,0.9061479591836735,2026-04-21 17:20:46.660042,2026-04-21 17:21:04.579686,0 days 00:00:17.919644,block_16,0.005403950868265447,constant,0.38146950753906916,1024,adamw,PRUNED
157,0.9000892857142857,2026-04-21 17:21:04.718557,2026-04-21 17:21:22.600520,0 days 00:00:17.881963,block_16,0.02081251033624725,constant,0.060906649275251724,1024,adamw,PRUNED
158,0.9060586734693878,2026-04-21 17:21:22.778429,2026-04-21 17:21:40.757188,0 days 00:00:17.978759,block_16,0.018396767568326026,constant,0.16447174243991092,1024,adamw,PRUNED
159,0.9035714285714286,2026-04-21 17:21:40.927302,2026-04-21 17:21:59.001954,0 days 00:00:18.074652,block_16,0.02884285177137978,constant,0.20957650342719258,3072,adamw,PRUNED
160,0.9083418367346939,2026-04-21 17:21:59.170223,2026-04-21 17:22:17.193316,0 days 00:00:18.023093,block_16,0.026024060484237655,constant,0.209569184505102,2048,adamw,PRUNED
161,0.8725765306122449,2026-04-21 17:22:17.348094,2026-04-21 17:22:35.205600,0 days 00:00:17.857506,block_16,0.07177835862702517,constant,0.30423776049591045,1024,adamw,PRUNED
162,0.9046173469387755,2026-04-21 17:22:35.367971,2026-04-21 17:22:53.240105,0 days 00:00:17.872134,block_16,0.02612152430492664,constant,0.35406633370577373,4096,adamw,PRUNED
163,0.9104719387755102,2026-04-21 17:22:53.398396,2026-04-21 17:23:14.142228,0 days 00:00:20.743832,block_16,0.00598407776614579,constant,0.24875096348649614,3072,adamw,PRUNED
164,0.9051658163265306,2026-04-21 17:23:14.297418,2026-04-21 17:23:32.348326,0 days 00:00:18.050908,block_16,0.030184948602658673,constant,0.35081677860380167,2048,adamw,PRUNED
165,0.907920918367347,2026-04-21 17:23:32.507299,2026-04-21 17:23:50.489191,0 days 00:00:17.981892,block_16,0.005203408877744296,constant,0.24485279948801478,1024,adamw,PRUNED
166,0.9267984693877551,2026-04-21 17:23:50.641382,2026-04-21 17:24:45.044507,0 days 00:00:54.403125,block_16,0.005109355974335205,constant,0.08880263601349457,1024,adamw,PRUNED
167,0.903201530612245,2026-04-21 17:24:45.207530,2026-04-21 17:25:03.194401,0 days 00:00:17.986871,block_16,0.013897026146456489,constant,0.37859892041816373,1024,adamw,PRUNED
168,0.9128826530612244,2026-04-21 17:25:03.340983,2026-04-21 17:25:24.373242,0 days 00:00:21.032259,block_16,0.005295347507356026,constant,0.27133428991198677,2048,adamw,PRUNED
169,0.9315433673469388,2026-04-21 17:25:24.528509,2026-04-21 17:26:39.634466,0 days 00:01:15.105957,block_16,0.005189200805571962,constant,0.2052834602593908,1024,adamw,COMPLETE
170,0.9084821428571427,2026-04-21 17:26:39.768897,2026-04-21 17:26:57.313472,0 days 00:00:17.544575,block_16,0.007005393005058386,constant,0.21442863076772142,1024,adamw,PRUNED
171,0.9313010204081632,2026-04-21 17:26:57.457188,2026-04-21 17:28:13.072327,0 days 00:01:15.615139,block_16,0.0051403183243588614,constant,0.18372620563255312,1024,adamw,COMPLETE
172,0.9084056122448979,2026-04-21 17:28:13.236604,2026-04-21 17:28:31.325192,0 days 00:00:18.088588,block_16,0.006201189200712367,constant,0.1739411968577104,1024,adamw,PRUNED
173,0.9086479591836736,2026-04-21 17:28:31.495842,2026-04-21 17:28:49.496516,0 days 00:00:18.000674,block_16,0.005149051361967766,constant,0.2093694147927651,1024,adamw,PRUNED
174,0.9084821428571429,2026-04-21 17:28:49.647783,2026-04-21 17:29:07.631362,0 days 00:00:17.983579,block_16,0.006707342268579192,constant,0.15931374748206925,1024,adamw,PRUNED
175,0.9268622448979592,2026-04-21 17:29:07.785720,2026-04-21 17:30:01.432777,0 days 00:00:53.647057,block_16,0.005501292477594604,constant,0.18486189067660794,1024,adamw,PRUNED
176,0.8958163265306123,2026-04-21 17:30:01.576770,2026-04-21 17:30:19.945038,0 days 00:00:18.368268,block_16,0.03683680997652592,constant,0.09092081080267359,3072,adamw,PRUNED
177,0.9079336734693877,2026-04-21 17:30:20.094413,2026-04-21 17:30:38.184017,0 days 00:00:18.089604,block_16,0.005044337891266164,constant,0.19256870426539927,1024,adamw,PRUNED
178,0.9134183673469388,2026-04-21 17:30:38.365580,2026-04-21 17:30:59.349060,0 days 00:00:20.983480,block_16,0.005138881159115569,constant,0.1886656653486851,3072,adamw,PRUNED
179,0.9115178571428572,2026-04-21 17:30:59.477713,2026-04-21 17:31:20.885012,0 days 00:00:21.407299,block_16,0.015303220163087921,constant,0.23397815835335536,2048,adamw,PRUNED
180,0.917984693877551,2026-04-21 17:31:21.054952,2026-04-21 17:31:48.159713,0 days 00:00:27.104761,block_16,0.02019953911546074,constant,0.12251515160234577,4096,adamw,PRUNED
181,0.9129719387755102,2026-04-21 17:31:48.321920,2026-04-21 17:32:09.404569,0 days 00:00:21.082649,block_16,0.020092327056028286,constant,0.307967589006946,4096,adamw,PRUNED
182,0.9076275510204082,2026-04-21 17:32:09.557474,2026-04-21 17:32:27.733495,0 days 00:00:18.176021,block_16,0.005001979874514542,constant,0.20593833243111928,1024,adamw,PRUNED
183,0.9031632653061223,2026-04-21 17:32:27.890063,2026-04-21 17:32:45.983520,0 days 00:00:18.093457,block_16,0.07045934679725395,constant,0.18604726906276212,1024,adamw,PRUNED
184,0.9063392857142857,2026-04-21 17:32:46.164020,2026-04-21 17:33:04.302424,0 days 00:00:18.138404,block_16,0.014419477629837441,constant,0.05844605759235564,1024,adamw,PRUNED
185,0.9050255102040816,2026-04-21 17:33:04.460967,2026-04-21 17:33:22.451423,0 days 00:00:17.990456,block_16,0.010491005605374209,constant,0.3980471743052934,1024,adamw,PRUNED
186,0.9077295918367347,2026-04-21 17:33:22.599703,2026-04-21 17:33:40.784073,0 days 00:00:18.184370,block_16,0.005233471221288807,constant,0.249625420489035,1024,adamw,PRUNED
187,0.883954081632653,2026-04-21 17:33:40.932649,2026-04-21 17:33:58.924410,0 days 00:00:17.991761,block_16,0.040346091602443165,constant,0.36208816387018455,4096,adamw,PRUNED
188,0.9181377551020409,2026-04-21 17:33:59.087434,2026-04-21 17:34:23.087642,0 days 00:00:24.000208,block_16,0.03257863044098013,constant,0.2701543543197807,4096,adamw,PRUNED
189,0.9024489795918367,2026-04-21 17:34:23.248898,2026-04-21 17:34:41.430095,0 days 00:00:18.181197,block_16,0.03328261098528978,constant,0.12941303683456418,1024,adamw,PRUNED
190,0.9073469387755102,2026-04-21 17:34:41.607980,2026-04-21 17:34:59.606909,0 days 00:00:17.998929,block_16,0.00659808606219378,constant,0.3331669941439865,1024,adamw,PRUNED
191,0.9124234693877551,2026-04-21 17:34:59.744953,2026-04-21 17:35:20.560744,0 days 00:00:20.815791,block_16,0.005659555558392168,constant,0.33153625586016133,3072,adamw,PRUNED
192,0.9121811224489795,2026-04-21 17:35:20.701646,2026-04-21 17:35:42.154439,0 days 00:00:21.452793,block_16,0.009253212849913416,constant,0.2440946433470639,3072,adamw,PRUNED
193,0.9062627551020408,2026-04-21 17:35:42.308442,2026-04-21 17:36:00.615614,0 days 00:00:18.307172,block_16,0.012895753304766375,constant,0.2331990273932645,1024,adamw,PRUNED
194,0.913201530612245,2026-04-21 17:36:00.783795,2026-04-21 17:36:21.965490,0 days 00:00:21.181695,block_16,0.005514915170688098,constant,0.28364781571219494,3072,adamw,PRUNED
195,0.910625,2026-04-21 17:36:22.159724,2026-04-21 17:36:43.484440,0 days 00:00:21.324716,block_16,0.005462155372490032,constant,0.2233100468008062,3072,adamw,PRUNED
196,0.9041964285714287,2026-04-21 17:36:43.635383,2026-04-21 17:37:01.750253,0 days 00:00:18.114870,block_16,0.00992665272132379,constant,0.18190511641206258,1024,adamw,PRUNED
197,0.927155612244898,2026-04-21 17:37:01.910182,2026-04-21 17:37:56.031036,0 days 00:00:54.120854,block_16,0.005445602848557691,constant,0.15016809864962466,1024,adamw,PRUNED
198,0.9132525510204081,2026-04-21 17:37:56.180958,2026-04-21 17:38:16.988292,0 days 00:00:20.807334,block_16,0.013051216733913023,constant,0.21101914795532783,2048,adamw,PRUNED
199,0.9001913265306123,2026-04-21 17:38:17.140615,2026-04-21 17:38:35.185250,0 days 00:00:18.044635,block_16,0.03170273078812499,constant,0.10430342048832222,2048,adamw,PRUNED
200,0.9086352040816327,2026-04-21 17:38:35.329512,2026-04-21 17:38:53.321409,0 days 00:00:17.991897,block_16,0.02157376214891845,constant,0.33760034153051427,2048,adamw,PRUNED
201,0.9085586734693878,2026-04-21 17:38:53.471071,2026-04-21 17:39:11.349888,0 days 00:00:17.878817,block_16,0.005293592816933442,constant,0.2315566050270364,1024,adamw,PRUNED
202,0.9144132653061224,2026-04-21 17:39:11.498300,2026-04-21 17:39:32.277050,0 days 00:00:20.778750,block_16,0.0066481991662988545,constant,0.19893101398742155,1024,adamw,PRUNED
203,0.914030612244898,2026-04-21 17:39:32.451658,2026-04-21 17:39:53.481552,0 days 00:00:21.029894,block_16,0.005150451290364524,constant,0.20776301864691216,1024,adamw,PRUNED
204,0.9188775510204081,2026-04-21 17:39:53.647179,2026-04-21 17:40:17.649639,0 days 00:00:24.002460,block_16,0.011919160958513132,constant,0.3945080165135895,4096,adamw,PRUNED
205,0.9144005102040816,2026-04-21 17:40:17.800670,2026-04-21 17:40:39.302616,0 days 00:00:21.501946,block_16,0.017456642229447265,constant,0.13196732803466363,1024,adamw,PRUNED
206,0.9312372448979592,2026-04-21 17:40:39.474798,2026-04-21 17:41:55.964915,0 days 00:01:16.490117,block_16,0.005222875453401446,constant,0.18358810042737006,1024,adamw,COMPLETE
207,0.9281505102040817,2026-04-21 17:41:56.130305,2026-04-21 17:42:52.449934,0 days 00:00:56.319629,block_16,0.005551264113666023,constant,0.1606054513433533,1024,adamw,PRUNED
208,0.9197448979591837,2026-04-21 17:42:52.594515,2026-04-21 17:43:16.486366,0 days 00:00:23.891851,block_16,0.008814561200949983,constant,0.2379814243590592,4096,adamw,PRUNED
209,0.912219387755102,2026-04-21 17:43:16.626704,2026-04-21 17:43:37.561296,0 days 00:00:20.934592,block_16,0.017023937896255278,constant,0.3998369191264048,2048,adamw,PRUNED
210,0.9263392857142857,2026-04-21 17:43:37.722701,2026-04-21 17:44:30.802363,0 days 00:00:53.079662,block_16,0.005368257031711753,constant,0.10753821943238187,1024,adamw,PRUNED
211,0.931811224489796,2026-04-21 17:44:30.953146,2026-04-21 17:45:46.470050,0 days 00:01:15.516904,block_16,0.007490265826168865,constant,0.19393931478660897,1024,adamw,COMPLETE
212,0.9130612244897959,2026-04-21 17:45:46.620362,2026-04-21 17:46:08.001140,0 days 00:00:21.380778,block_16,0.005592620169366464,constant,0.19400318475909475,2048,adamw,PRUNED
213,0.9065433673469389,2026-04-21 17:46:08.165106,2026-04-21 17:46:26.340579,0 days 00:00:18.175473,block_16,0.009544844486060435,constant,0.18528226834091283,1024,adamw,PRUNED
214,0.9089285714285714,2026-04-21 17:46:26.471762,2026-04-21 17:46:44.907422,0 days 00:00:18.435660,block_16,0.008265630906110846,constant,0.21382606351273847,1024,adamw,PRUNED
215,0.9140433673469388,2026-04-21 17:46:45.056139,2026-04-21 17:47:05.888367,0 days 00:00:20.832228,block_16,0.007283191985799881,constant,0.17807051353998338,1024,adamw,PRUNED
216,0.9272448979591836,2026-04-21 17:47:06.051286,2026-04-21 17:47:59.778826,0 days 00:00:53.727540,block_16,0.0051956944771144155,constant,0.16949741740560964,1024,adamw,PRUNED
217,0.9064668367346939,2026-04-21 17:47:59.965363,2026-04-21 17:48:17.906625,0 days 00:00:17.941262,block_16,0.0058643546231675,constant,0.39678174030566,1024,adamw,PRUNED
218,0.9077423469387754,2026-04-21 17:48:18.062052,2026-04-21 17:48:35.890586,0 days 00:00:17.828534,block_16,0.008083049778233195,constant,0.2249654610007968,1024,adamw,PRUNED
219,0.9272576530612244,2026-04-21 17:48:36.053825,2026-04-21 17:49:29.078961,0 days 00:00:53.025136,block_16,0.005119773941074758,constant,0.16584520036041425,1024,adamw,PRUNED
220,0.9130739795918368,2026-04-21 17:49:29.227968,2026-04-21 17:49:50.278153,0 days 00:00:21.050185,block_16,0.009987780337734791,constant,0.2755916003336346,2048,adamw,PRUNED
221,0.9084693877551021,2026-04-21 17:49:50.427831,2026-04-21 17:50:08.433348,0 days 00:00:18.005517,block_16,0.0065207634703920376,constant,0.21615460337544629,1024,adamw,PRUNED
222,0.910420918367347,2026-04-21 17:50:08.593892,2026-04-21 17:50:29.572961,0 days 00:00:20.979069,block_16,0.017707578215673127,constant,0.15451335397110041,2048,adamw,PRUNED
223,0.9048086734693876,2026-04-21 17:50:29.736188,2026-04-21 17:50:47.813360,0 days 00:00:18.077172,block_16,0.05155657955241792,constant,0.21440776064686318,4096,adamw,PRUNED
224,0.9313392857142857,2026-04-21 17:50:47.967062,2026-04-21 17:52:03.303237,0 days 00:01:15.336175,block_16,0.005218320361627158,constant,0.18828530585206024,1024,adamw,COMPLETE
225,0.9075382653061224,2026-04-21 17:52:03.461192,2026-04-21 17:52:21.425206,0 days 00:00:17.964014,block_16,0.005725486970153606,constant,0.23580272718186013,1024,adamw,PRUNED
226,0.9066454081632653,2026-04-21 17:52:21.595956,2026-04-21 17:52:39.734323,0 days 00:00:18.138367,block_16,0.008807665556771182,constant,0.11990040594569186,1024,adamw,PRUNED
227,0.9084821428571429,2026-04-21 17:52:39.884266,2026-04-21 17:52:57.633104,0 days 00:00:17.748838,block_16,0.005438234485570447,constant,0.21046072144706593,1024,adamw,PRUNED
228,0.9084693877551021,2026-04-21 17:52:57.783382,2026-04-21 17:53:15.543499,0 days 00:00:17.760117,block_16,0.005080961080484074,constant,0.1701189656837477,1024,adamw,PRUNED
229,0.9075127551020409,2026-04-21 17:53:15.704588,2026-04-21 17:53:33.428908,0 days 00:00:17.724320,block_16,0.005023700376540582,constant,0.21962545496230565,1024,adamw,PRUNED
230,0.9193112244897959,2026-04-21 17:53:33.576594,2026-04-21 17:53:57.035336,0 days 00:00:23.458742,block_16,0.005159890855188111,constant,0.23003436578060674,4096,adamw,PRUNED
231,0.9088903061224489,2026-04-21 17:53:57.184424,2026-04-21 17:54:14.853085,0 days 00:00:17.668661,block_16,0.008274015300144145,constant,0.1683961382079376,1024,adamw,PRUNED
232,0.9060459183673469,2026-04-21 17:54:15.005844,2026-04-21 17:54:32.741904,0 days 00:00:17.736060,block_16,0.007663496421331527,constant,0.29201140917736745,1024,adamw,PRUNED
233,0.9272831632653061,2026-04-21 17:54:32.885154,2026-04-21 17:55:25.526763,0 days 00:00:52.641609,block_16,0.0053275862005939065,constant,0.1826567633535337,1024,adamw,PRUNED
234,0.9213265306122449,2026-04-21 17:55:25.667308,2026-04-21 17:55:49.275099,0 days 00:00:23.607791,block_16,0.0075384811273898926,constant,0.2021569138233022,1024,adamw,PRUNED
235,0.9067219387755102,2026-04-21 17:55:49.430594,2026-04-21 17:56:07.206830,0 days 00:00:17.776236,block_16,0.03305760666544011,constant,0.1929947079210268,1024,adamw,PRUNED
236,0.9054719387755101,2026-04-21 17:56:07.375943,2026-04-21 17:56:25.154184,0 days 00:00:17.778241,block_16,0.022798409678207888,constant,0.33333721512549136,4096,adamw,PRUNED
237,0.9036734693877551,2026-04-21 17:56:25.295983,2026-04-21 17:56:42.905141,0 days 00:00:17.609158,block_16,0.01517831031275981,constant,0.10439534668453726,1024,adamw,PRUNED
238,0.9041198979591837,2026-04-21 17:56:43.037822,2026-04-21 17:57:00.557998,0 days 00:00:17.520176,block_16,0.009037786555408836,constant,0.37521431547649603,1024,adamw,PRUNED
239,0.9080867346938776,2026-04-21 17:57:00.707873,2026-04-21 17:57:18.302928,0 days 00:00:17.595055,block_16,0.017448126652955157,constant,0.3911237116865598,1024,adamw,PRUNED
240,0.9200382653061225,2026-04-21 17:57:18.441117,2026-04-21 17:58:22.246236,0 days 00:01:03.805119,block_16,0.005590486333696219,constant,0.24469234211589513,3072,adamw,PRUNED
241,0.9090816326530612,2026-04-21 17:58:22.397476,2026-04-21 17:58:42.841238,0 days 00:00:20.443762,block_16,0.006702311892833706,constant,0.2575433397313748,3072,adamw,PRUNED
242,0.9108163265306123,2026-04-21 17:58:42.991795,2026-04-21 17:59:03.566481,0 days 00:00:20.574686,block_16,0.006106903924755946,constant,0.2764184457220006,3072,adamw,PRUNED
243,0.9091326530612245,2026-04-21 17:59:03.696892,2026-04-21 17:59:24.239827,0 days 00:00:20.542935,block_16,0.007720908308863957,constant,0.25361442505419574,3072,adamw,PRUNED
244,0.910765306122449,2026-04-21 17:59:24.370169,2026-04-21 17:59:44.804368,0 days 00:00:20.434199,block_16,0.005694319258256524,constant,0.2524871142204512,3072,adamw,PRUNED
245,0.9141454081632654,2026-04-21 17:59:44.949907,2026-04-21 18:00:05.500032,0 days 00:00:20.550125,block_16,0.007176188657340144,constant,0.18762263619292224,3072,adamw,PRUNED
246,0.9258163265306122,2026-04-21 18:00:05.648054,2026-04-21 18:00:40.573563,0 days 00:00:34.925509,block_16,0.0060003499391885935,constant,0.1963166594389939,1024,adamw,PRUNED
247,0.9083801020408162,2026-04-21 18:00:40.721657,2026-04-21 18:00:58.284776,0 days 00:00:17.563119,block_16,0.005073775605420709,constant,0.14833609038679033,1024,adamw,PRUNED
248,0.908545918367347,2026-04-21 18:00:58.452991,2026-04-21 18:01:15.878278,0 days 00:00:17.425287,block_16,0.005309459270895939,constant,0.21138011857974537,1024,adamw,PRUNED
249,0.9091581632653061,2026-04-21 18:01:16.041154,2026-04-21 18:01:33.438935,0 days 00:00:17.397781,block_16,0.005653094939562228,constant,0.2608555858960677,1024,adamw,PRUNED
250,0.9142346938775511,2026-04-21 18:01:33.564836,2026-04-21 18:01:56.636114,0 days 00:00:23.071278,block_16,0.011063703323003667,constant,0.1868379184761804,2048,adamw,PRUNED
251,0.9056377551020408,2026-04-21 18:01:56.763929,2026-04-21 18:02:14.184856,0 days 00:00:17.420927,block_16,0.023733593122224266,constant,0.21685147640071972,4096,adamw,PRUNED
252,0.9144515306122449,2026-04-21 18:02:14.326885,2026-04-21 18:02:34.664712,0 days 00:00:20.337827,block_16,0.008327667378465157,constant,0.20600100516409067,1024,adamw,PRUNED
253,0.9145280612244898,2026-04-21 18:02:34.816425,2026-04-21 18:02:55.132538,0 days 00:00:20.316113,block_16,0.05980396259300157,constant,0.2800285923787629,4096,adamw,PRUNED
254,0.9085331632653062,2026-04-21 18:02:55.278374,2026-04-21 18:03:12.616818,0 days 00:00:17.338444,block_16,0.005072467409920663,constant,0.13918332125826055,1024,adamw,PRUNED
255,0.9037755102040816,2026-04-21 18:03:12.749605,2026-04-21 18:03:30.125431,0 days 00:00:17.375826,block_16,0.020294957259233443,constant,0.35180218760121496,3072,adamw,PRUNED
256,0.9079974489795919,2026-04-21 18:03:30.260273,2026-04-21 18:03:47.691248,0 days 00:00:17.430975,block_16,0.00837070600412601,constant,0.3652917110949204,1024,adamw,PRUNED
257,0.9143622448979591,2026-04-21 18:03:47.844543,2026-04-21 18:04:08.096506,0 days 00:00:20.251963,block_16,0.005664133000010207,constant,0.224391845751016,3072,adamw,PRUNED
258,0.9144642857142857,2026-04-21 18:04:08.241261,2026-04-21 18:04:28.475301,0 days 00:00:20.234040,block_16,0.019508953579329448,constant,0.07481407790697535,1024,adamw,PRUNED
259,0.9082270408163265,2026-04-21 18:04:28.615396,2026-04-21 18:04:46.061793,0 days 00:00:17.446397,block_16,0.005103217285673723,constant,0.18516635275270882,1024,adamw,PRUNED
260,0.9080867346938775,2026-04-21 18:04:46.206507,2026-04-21 18:05:03.632301,0 days 00:00:17.425794,block_16,0.005221372891628078,constant,0.2381322731785347,1024,adamw,PRUNED
261,0.9012117346938775,2026-04-21 18:05:03.764033,2026-04-21 18:05:21.290341,0 days 00:00:17.526308,block_16,0.07044123863535244,constant,0.39774700403108293,3072,adamw,PRUNED
262,0.9202040816326531,2026-04-21 18:05:21.425612,2026-04-21 18:06:24.975815,0 days 00:01:03.550203,block_16,0.005704378056894224,constant,0.12620056583787714,3072,adamw,PRUNED
263,0.905688775510204,2026-04-21 18:06:25.146759,2026-04-21 18:06:43.050161,0 days 00:00:17.903402,block_16,0.006350211097840736,constant,0.3892774847244172,1024,adamw,PRUNED
264,0.9133801020408163,2026-04-21 18:06:43.209697,2026-04-21 18:07:04.096748,0 days 00:00:20.887051,block_16,0.007060285126850479,constant,0.1425827823889981,3072,adamw,PRUNED
265,0.9110204081632653,2026-04-21 18:07:04.242308,2026-04-21 18:07:25.012962,0 days 00:00:20.770654,block_16,0.007424185665905361,constant,0.12051999087061356,3072,adamw,PRUNED
266,0.9129081632653061,2026-04-21 18:07:25.147460,2026-04-21 18:07:45.715052,0 days 00:00:20.567592,block_16,0.005140073472746017,constant,0.23847207317389324,3072,adamw,PRUNED
267,0.9007142857142857,2026-04-21 18:07:45.883994,2026-04-21 18:08:03.399259,0 days 00:00:17.515265,block_16,0.0204290613866633,constant,0.1997660401137598,1024,adamw,PRUNED
268,0.9068367346938776,2026-04-21 18:08:03.645461,2026-04-21 18:08:21.117690,0 days 00:00:17.472229,block_16,0.016834491631960814,constant,0.3208874277401824,1024,adamw,PRUNED
269,0.9065433673469387,2026-04-21 18:08:21.282138,2026-04-21 18:08:38.890774,0 days 00:00:17.608636,block_16,0.02785573951207732,constant,0.34047420747814494,2048,adamw,PRUNED
270,0.9075892857142858,2026-04-21 18:08:39.030467,2026-04-21 18:08:56.715960,0 days 00:00:17.685493,block_16,0.017014840035544078,constant,0.2262968981999228,2048,adamw,PRUNED
271,0.9118239795918368,2026-04-21 18:08:56.881361,2026-04-21 18:09:17.540244,0 days 00:00:20.658883,block_16,0.00595400819385417,constant,0.051510468079354,3072,adamw,PRUNED
272,0.9144387755102041,2026-04-21 18:09:17.701084,2026-04-21 18:09:38.350279,0 days 00:00:20.649195,block_16,0.00566822136032081,constant,0.16096658843124723,3072,adamw,PRUNED
273,0.9253698979591837,2026-04-21 18:09:38.520575,2026-04-21 18:10:16.260012,0 days 00:00:37.739437,block_16,0.008030702654939938,constant,0.15099955550330718,1024,adamw,PRUNED
274,0.9182142857142858,2026-04-21 18:10:16.414129,2026-04-21 18:10:39.786609,0 days 00:00:23.372480,block_16,0.009350593237989572,constant,0.12457295931279068,4096,adamw,PRUNED
275,0.8981887755102042,2026-04-21 18:10:39.934513,2026-04-21 18:10:57.428339,0 days 00:00:17.493826,block_16,0.024222472250340684,constant,0.12748151849786457,1024,adamw,PRUNED
276,0.9051913265306123,2026-04-21 18:10:57.589647,2026-04-21 18:11:15.282373,0 days 00:00:17.692726,block_16,0.009134947615455758,constant,0.23687250836577628,1024,adamw,PRUNED
277,0.9115178571428572,2026-04-21 18:11:15.460975,2026-04-21 18:11:36.683822,0 days 00:00:21.222847,block_16,0.005849645131015869,constant,0.10806239280356153,3072,adamw,PRUNED
278,0.9030484693877552,2026-04-21 18:11:36.864058,2026-04-21 18:11:54.959648,0 days 00:00:18.095590,block_16,0.014510489164706921,constant,0.08627699483962083,1024,adamw,PRUNED
279,0.9133673469387755,2026-04-21 18:11:55.128838,2026-04-21 18:12:15.885253,0 days 00:00:20.756415,block_16,0.00868900699510291,constant,0.3867202360806197,2048,adamw,PRUNED
280,0.9126147959183674,2026-04-21 18:12:16.042927,2026-04-21 18:12:36.665012,0 days 00:00:20.622085,block_16,0.03395960634662535,constant,0.32844799690751,4096,adamw,PRUNED
281,0.9187244897959184,2026-04-21 18:12:36.813672,2026-04-21 18:13:00.042781,0 days 00:00:23.229109,block_16,0.005076029212102807,constant,0.14368869527396116,4096,adamw,PRUNED
282,0.9076275510204082,2026-04-21 18:13:00.172990,2026-04-21 18:13:17.794452,0 days 00:00:17.621462,block_16,0.006627254307465731,constant,0.342502590293142,1024,adamw,PRUNED
283,0.9088265306122449,2026-04-21 18:13:17.937804,2026-04-21 18:13:35.753538,0 days 00:00:17.815734,block_16,0.005225500793334629,constant,0.21655884480221743,1024,adamw,PRUNED
284,0.9311479591836735,2026-04-21 18:13:35.910303,2026-04-21 18:14:51.181546,0 days 00:01:15.271243,block_16,0.0076319339391654395,constant,0.18046640491145652,1024,adamw,COMPLETE
285,0.9043494897959183,2026-04-21 18:14:51.328109,2026-04-21 18:15:09.047301,0 days 00:00:17.719192,block_16,0.009791509897725804,constant,0.15043992593054517,1024,adamw,PRUNED
286,0.926109693877551,2026-04-21 18:15:09.200849,2026-04-21 18:15:47.306580,0 days 00:00:38.105731,block_16,0.007535969956769825,constant,0.1619292688206466,1024,adamw,PRUNED
287,0.9049999999999999,2026-04-21 18:15:47.462187,2026-04-21 18:16:05.293017,0 days 00:00:17.830830,block_16,0.009047925891611196,constant,0.2079360594444063,1024,adamw,PRUNED
288,0.8660841836734694,2026-04-21 18:16:05.444666,2026-04-21 18:16:23.366939,0 days 00:00:17.922273,block_16,0.04575718414346369,constant,0.2408092438214083,4096,adamw,PRUNED
289,0.9090688775510204,2026-04-21 18:16:23.529565,2026-04-21 18:16:41.223612,0 days 00:00:17.694047,block_16,0.007704127779043379,constant,0.17401921922958177,1024,adamw,PRUNED
290,0.9178571428571428,2026-04-21 18:16:41.365796,2026-04-21 18:17:04.792480,0 days 00:00:23.426684,block_16,0.007250486210966906,constant,0.21806669413102978,2048,adamw,PRUNED
291,0.9281505102040817,2026-04-21 18:17:04.932859,2026-04-21 18:18:00.811188,0 days 00:00:55.878329,block_16,0.007608228100964963,constant,0.19506121327823012,1024,adamw,PRUNED
292,0.9078698979591837,2026-04-21 18:18:00.975000,2026-04-21 18:18:18.820427,0 days 00:00:17.845427,block_16,0.00849768699232281,constant,0.2576674031895736,1024,adamw,PRUNED
293,0.8973852040816327,2026-04-21 18:18:18.986357,2026-04-21 18:18:36.864478,0 days 00:00:17.878121,block_16,0.039614976485328864,constant,0.1519288154176605,4096,adamw,PRUNED
294,0.9079591836734694,2026-04-21 18:18:37.029573,2026-04-21 18:18:54.875957,0 days 00:00:17.846384,block_16,0.005055177739118623,constant,0.19190776126232748,1024,adamw,PRUNED
