number,value,datetime_start,datetime_complete,duration,params_clip_layer,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_optimizer_type,params_warmup_epochs,state
142,0.9127295918367346,2026-04-21 13:01:09.836201,2026-04-21 13:01:32.366935,0 days 00:00:22.530734,block_16,0.008695547320559617,constant,0.32917236245196124,2048,adamw,,PRUNED
143,0.852857142857143,2026-04-21 13:01:32.513929,2026-04-21 13:01:49.437311,0 days 00:00:16.923382,block_20,0.007943808143103463,cosine_warmup,0.33507622457499564,1024,adamw,10.0,PRUNED
144,0.891811224489796,2026-04-21 13:01:49.573480,2026-04-21 13:02:06.530223,0 days 00:00:16.956743,block_12,0.006253884159733954,constant,0.19269238780131714,2048,adamw,,PRUNED
145,0.9281122448979592,2026-04-21 13:02:06.680227,2026-04-21 13:02:59.813422,0 days 00:00:53.133195,block_16,0.009207927860494524,constant,0.17572164661389317,2048,adamw,,PRUNED
146,0.9205484693877551,2026-04-21 13:02:59.959377,2026-04-21 13:03:33.900661,0 days 00:00:33.941284,block_16,0.0066772422394378176,constant,0.36727653359686796,2048,adamw,,PRUNED
147,0.8753443877551021,2026-04-21 13:03:34.039368,2026-04-21 13:03:51.285276,0 days 00:00:17.245908,block_20,0.01543110106069994,cosine_warmup,0.17730888198631595,2048,adamw,12.0,PRUNED
148,0.9082908163265305,2026-04-21 13:03:51.449651,2026-04-21 13:04:09.047384,0 days 00:00:17.597733,block_16,0.01995699432705708,constant,0.258628468780973,512,adamw,,PRUNED
149,0.9054464285714285,2026-04-21 13:04:09.229544,2026-04-21 13:04:26.665961,0 days 00:00:17.436417,block_16,0.025053973181563584,constant,0.313576720812598,2048,adamw,,PRUNED
150,0.8716454081632654,2026-04-21 13:04:26.804769,2026-04-21 13:04:44.283725,0 days 00:00:17.478956,block_20,0.018260634702493,constant,0.2382974667174852,2048,adamw,,PRUNED
151,0.9074234693877552,2026-04-21 13:04:44.427654,2026-04-21 13:05:02.057440,0 days 00:00:17.629786,block_16,0.005238957568485106,constant,0.3021807888477452,1024,adamw,,PRUNED
152,0.929170918367347,2026-04-21 13:05:02.217143,2026-04-21 13:06:16.240267,0 days 00:01:14.023124,block_16,0.009283484480466894,constant,0.20184047315322146,2048,adamw,,COMPLETE
153,0.9305357142857142,2026-04-21 13:06:16.410199,2026-04-21 13:07:30.198046,0 days 00:01:13.787847,block_16,0.011251659538246726,constant,0.17196815822096317,2048,adamw,,COMPLETE
154,0.8112117346938775,2026-04-21 13:07:30.361024,2026-04-21 13:07:47.962765,0 days 00:00:17.601741,pre_proj,0.01666194334383257,cosine_warmup,0.06909475599029027,1024,adamw,8.0,PRUNED
155,0.9288775510204081,2026-04-21 13:07:48.118403,2026-04-21 13:09:02.100136,0 days 00:01:13.981733,block_16,0.010439874876944488,constant,0.16295588370072506,2048,adamw,,COMPLETE
156,0.9280357142857143,2026-04-21 13:09:02.259704,2026-04-21 13:10:16.100970,0 days 00:01:13.841266,block_16,0.010233695874981921,constant,0.23630777818673943,2048,adamw,,COMPLETE
157,0.9082142857142858,2026-04-21 13:10:16.251485,2026-04-21 13:10:36.735845,0 days 00:00:20.484360,block_16,0.018409046870176363,constant,0.2152662582716487,2048,adamw,,PRUNED
158,0.9280484693877551,2026-04-21 13:10:36.870244,2026-04-21 13:11:32.095470,0 days 00:00:55.225226,block_16,0.015090322797434856,constant,0.14044881414312435,2048,adamw,,PRUNED
159,0.9084311224489796,2026-04-21 13:11:32.258387,2026-04-21 13:11:49.940695,0 days 00:00:17.682308,block_16,0.006678923856674935,constant,0.13580747860036438,1024,adamw,,PRUNED
160,0.9241198979591837,2026-04-21 13:11:50.070444,2026-04-21 13:12:42.293027,0 days 00:00:52.222583,block_16,0.0128083052276149,constant,0.16868913605212774,2048,adamw,,PRUNED
161,0.8991071428571429,2026-04-21 13:12:42.442662,2026-04-21 13:13:00.060938,0 days 00:00:17.618276,block_16,0.04092767808648607,constant,0.23704452300583825,1024,adamw,,PRUNED
162,0.9082908163265306,2026-04-21 13:13:00.201195,2026-04-21 13:13:17.708167,0 days 00:00:17.506972,block_16,0.008726043800699263,cosine_warmup,0.12552261637161533,2048,adamw,4.0,PRUNED
163,0.8928698979591836,2026-04-21 13:13:17.841194,2026-04-21 13:13:35.361802,0 days 00:00:17.520608,block_12,0.013195961526340868,constant,0.2241026827551336,512,adamw,,PRUNED
164,0.927142857142857,2026-04-21 13:13:35.515657,2026-04-21 13:14:30.653762,0 days 00:00:55.138105,block_16,0.008217425096896009,constant,0.13254725504167053,2048,adamw,,PRUNED
165,0.9279464285714285,2026-04-21 13:14:30.811388,2026-04-21 13:15:26.106759,0 days 00:00:55.295371,block_16,0.009759384858826022,constant,0.17283659414841293,2048,adamw,,PRUNED
166,0.9082780612244898,2026-04-21 13:15:26.262842,2026-04-21 13:15:43.719827,0 days 00:00:17.456985,block_16,0.005933793448647118,constant,0.15867508359082289,512,adamw,,PRUNED
167,0.9012372448979592,2026-04-21 13:15:43.870108,2026-04-21 13:16:01.425550,0 days 00:00:17.555442,block_16,0.04114355295293427,constant,0.2519636487909559,2048,adamw,,PRUNED
168,0.913609693877551,2026-04-21 13:16:01.588784,2026-04-21 13:16:24.893297,0 days 00:00:23.304513,block_16,0.03112252317115244,constant,0.09919577867398974,2048,adamw,,PRUNED
169,0.917015306122449,2026-04-21 13:16:25.034345,2026-04-21 13:16:51.163247,0 days 00:00:26.128902,block_16,0.011605173546631965,constant,0.20891376739797038,2048,adamw,,PRUNED
170,0.9065433673469389,2026-04-21 13:16:51.303721,2026-04-21 13:17:08.830405,0 days 00:00:17.526684,block_16,0.017822629558900828,constant,0.3590528157937708,2048,adamw,,PRUNED
171,0.8582908163265305,2026-04-21 13:17:08.999347,2026-04-21 13:17:26.546373,0 days 00:00:17.547026,block_20,0.02217078648890429,constant,0.027194580494614817,2048,adamw,,PRUNED
172,0.8250510204081634,2026-04-21 13:17:26.726638,2026-04-21 13:17:44.251821,0 days 00:00:17.525183,pre_proj,0.0054511907806865,constant,0.2961592107780437,2048,adamw,,PRUNED
173,0.8815178571428572,2026-04-21 13:17:44.407245,2026-04-21 13:18:02.017059,0 days 00:00:17.609814,block_12,0.007888276940096264,cosine_warmup,0.32014739858609526,2048,adamw,6.0,PRUNED
174,0.9148724489795919,2026-04-21 13:18:02.166697,2026-04-21 13:18:25.483151,0 days 00:00:23.316454,block_16,0.006705360120432728,constant,0.1980846889188118,2048,adamw,,PRUNED
175,0.9148852040816327,2026-04-21 13:18:25.651366,2026-04-21 13:18:49.031558,0 days 00:00:23.380192,block_16,0.03661714790644517,constant,0.3112752449634761,2048,adamw,,PRUNED
176,0.8808673469387756,2026-04-21 13:18:49.190476,2026-04-21 13:19:06.879293,0 days 00:00:17.688817,block_12,0.022166232268533995,constant,0.2382998466872533,2048,adamw,,PRUNED
177,0.8299744897959185,2026-04-21 13:19:07.042529,2026-04-21 13:19:24.616376,0 days 00:00:17.573847,pre_proj,0.006737137331687172,constant,0.16894945296225963,2048,adamw,,PRUNED
178,0.8230229591836735,2026-04-21 13:19:24.778107,2026-04-21 13:19:42.409792,0 days 00:00:17.631685,pre_proj,0.012155301340878034,constant,0.06785117370505607,2048,adamw,,PRUNED
179,0.8825892857142856,2026-04-21 13:19:42.551885,2026-04-21 13:20:00.089453,0 days 00:00:17.537568,block_12,0.030623532619992837,cosine_warmup,0.004858507785757887,1024,adamw,14.0,PRUNED
180,0.9138010204081632,2026-04-21 13:20:00.241459,2026-04-21 13:20:23.599989,0 days 00:00:23.358530,block_16,0.01432832832466659,constant,0.3419786895971237,2048,adamw,,PRUNED
181,0.930140306122449,2026-04-21 13:20:23.744451,2026-04-21 13:21:37.850127,0 days 00:01:14.105676,block_16,0.010089890027006604,constant,0.28720223662930844,2048,adamw,,COMPLETE
182,0.9144515306122449,2026-04-21 13:21:38.029172,2026-04-21 13:22:04.271590,0 days 00:00:26.242418,block_16,0.013123323115806058,constant,0.30272750044803426,2048,adamw,,PRUNED
183,0.9117857142857143,2026-04-21 13:22:04.427424,2026-04-21 13:22:27.870931,0 days 00:00:23.443507,block_16,0.005948915262859556,constant,0.3125266366288256,2048,adamw,,PRUNED
184,0.9249744897959185,2026-04-21 13:22:28.022228,2026-04-21 13:23:20.041538,0 days 00:00:52.019310,block_16,0.022394208127315643,constant,0.20758850712457866,2048,adamw,,PRUNED
185,0.9014795918367347,2026-04-21 13:23:20.170180,2026-04-21 13:23:37.349160,0 days 00:00:17.178980,block_16,0.010161467365324585,constant,0.3923943665497906,512,adamw,,PRUNED
186,0.9275510204081634,2026-04-21 13:23:37.495512,2026-04-21 13:24:31.837995,0 days 00:00:54.342483,block_16,0.007330926285841714,constant,0.25862119861077953,2048,adamw,,PRUNED
187,0.8986479591836734,2026-04-21 13:24:31.981424,2026-04-21 13:24:49.221069,0 days 00:00:17.239645,block_16,0.005539984474849898,cosine_warmup,0.3931745622266858,2048,adamw,10.0,PRUNED
188,0.8578826530612245,2026-04-21 13:24:49.368172,2026-04-21 13:25:06.501130,0 days 00:00:17.132958,block_12,0.013150498416898193,cosine_warmup,0.045930342867124996,512,adamw,12.0,PRUNED
189,0.9308163265306123,2026-04-21 13:25:06.661775,2026-04-21 13:26:18.976031,0 days 00:01:12.314256,block_16,0.013280403114607936,constant,0.19291781904448696,2048,adamw,,COMPLETE
190,0.924936224489796,2026-04-21 13:26:19.133820,2026-04-21 13:27:09.949569,0 days 00:00:50.815749,block_16,0.01441086438273228,constant,0.17480623167371406,2048,adamw,,PRUNED
191,0.8897704081632654,2026-04-21 13:27:10.097308,2026-04-21 13:27:27.174453,0 days 00:00:17.077145,block_16,0.009950911679119892,cosine_warmup,0.25626153557971637,1024,adamw,9.0,PRUNED
192,0.9218494897959183,2026-04-21 13:27:27.324314,2026-04-21 13:28:01.465066,0 days 00:00:34.140752,block_16,0.010569564171789317,constant,0.21863174717564068,2048,adamw,,PRUNED
193,0.9209438775510204,2026-04-21 13:28:01.602108,2026-04-21 13:28:36.021806,0 days 00:00:34.419698,block_16,0.007377076189415952,constant,0.14118071765735613,2048,adamw,,PRUNED
194,0.9067729591836735,2026-04-21 13:28:36.157767,2026-04-21 13:28:53.453459,0 days 00:00:17.295692,block_16,0.01822443215831182,cosine_warmup,0.21196008790270085,2048,adamw,6.0,PRUNED
195,0.9304846938775511,2026-04-21 13:28:53.602646,2026-04-21 13:30:05.989931,0 days 00:01:12.387285,block_16,0.048695803981176594,constant,0.1378690728022842,1024,adamw,,COMPLETE
196,0.9064795918367347,2026-04-21 13:30:06.117348,2026-04-21 13:30:22.842084,0 days 00:00:16.724736,block_16,0.005744114260969342,cosine_warmup,0.22369457154594632,2048,adamw,4.0,PRUNED
197,0.8847704081632654,2026-04-21 13:30:22.962900,2026-04-21 13:30:40.046320,0 days 00:00:17.083420,block_12,0.014505474221825122,constant,0.39296216184070143,2048,adamw,,PRUNED
198,0.8999744897959183,2026-04-21 13:30:40.208521,2026-04-21 13:30:57.368620,0 days 00:00:17.160099,block_16,0.06109818695199273,constant,0.23132574688215077,1024,adamw,,PRUNED
199,0.9057270408163265,2026-04-21 13:30:57.500682,2026-04-21 13:31:14.750011,0 days 00:00:17.249329,block_16,0.06670855164379674,constant,0.11412029178201369,1024,adamw,,PRUNED
200,0.908188775510204,2026-04-21 13:31:14.885044,2026-04-21 13:31:32.152153,0 days 00:00:17.267109,block_16,0.04237642797572463,constant,0.1048604991037358,1024,adamw,,PRUNED
201,0.9230867346938776,2026-04-21 13:31:32.296663,2026-04-21 13:32:23.484696,0 days 00:00:51.188033,block_16,0.011635371215064336,constant,0.1698803765149423,2048,adamw,,PRUNED
202,0.9049362244897959,2026-04-21 13:32:23.625906,2026-04-21 13:32:40.810024,0 days 00:00:17.184118,block_16,0.03580507414197842,constant,0.1357314550297994,1024,adamw,,PRUNED
203,0.8959183673469387,2026-04-21 13:32:40.955013,2026-04-21 13:32:58.162954,0 days 00:00:17.207941,block_12,0.006317593262325798,constant,0.025376457757208176,2048,adamw,,PRUNED
204,0.8613775510204081,2026-04-21 13:32:58.312007,2026-04-21 13:33:15.505489,0 days 00:00:17.193482,block_20,0.03844476577902637,cosine_warmup,0.3333763047414844,1024,adamw,12.0,PRUNED
205,0.9063647959183673,2026-04-21 13:33:15.646377,2026-04-21 13:33:32.858534,0 days 00:00:17.212157,block_16,0.025856895102035083,constant,0.18567864737683704,512,adamw,,PRUNED
206,0.9288265306122448,2026-04-21 13:33:32.994366,2026-04-21 13:34:45.414773,0 days 00:01:12.420407,block_16,0.017215198249487154,constant,0.08006328306861979,2048,adamw,,COMPLETE
207,0.9142857142857143,2026-04-21 13:34:45.536359,2026-04-21 13:35:08.344876,0 days 00:00:22.808517,block_16,0.016559758145534204,constant,0.06064948680809855,2048,adamw,,PRUNED
208,0.9135331632653061,2026-04-21 13:35:08.489620,2026-04-21 13:35:31.301935,0 days 00:00:22.812315,block_16,0.031765791401609345,constant,0.16905154115581034,2048,adamw,,PRUNED
209,0.8603188775510204,2026-04-21 13:35:31.449478,2026-04-21 13:35:48.767191,0 days 00:00:17.317713,block_20,0.0832461188535971,cosine_warmup,0.02528745595050813,1024,adamw,8.0,PRUNED
210,0.8797193877551021,2026-04-21 13:35:48.899553,2026-04-21 13:36:06.177543,0 days 00:00:17.277990,block_20,0.06064162638142029,constant,0.18010211824995614,1024,adamw,,PRUNED
211,0.8954209183673469,2026-04-21 13:36:06.325564,2026-04-21 13:36:23.675437,0 days 00:00:17.349873,block_16,0.04140809080197751,constant,0.3254009672404865,2048,adamw,,PRUNED
212,0.9294642857142856,2026-04-21 13:36:23.816140,2026-04-21 13:37:36.594276,0 days 00:01:12.778136,block_16,0.010702968269979341,constant,0.13040854020723341,2048,adamw,,COMPLETE
213,0.9097831632653061,2026-04-21 13:37:36.738688,2026-04-21 13:37:53.974247,0 days 00:00:17.235559,block_16,0.01957984734125493,constant,0.08640604429874282,2048,adamw,,PRUNED
214,0.915420918367347,2026-04-21 13:37:54.119276,2026-04-21 13:38:17.229293,0 days 00:00:23.110017,block_16,0.00921925035540054,constant,0.07547033963051189,2048,adamw,,PRUNED
215,0.8169770408163266,2026-04-21 13:38:17.382113,2026-04-21 13:38:34.835301,0 days 00:00:17.453188,pre_proj,0.02022868291995386,constant,0.3668254852356065,2048,adamw,,PRUNED
216,0.9003443877551021,2026-04-21 13:38:34.992978,2026-04-21 13:38:52.331148,0 days 00:00:17.338170,block_16,0.08466715198989003,cosine_warmup,0.1641332456217562,512,adamw,14.0,PRUNED
217,0.9279591836734694,2026-04-21 13:38:52.475464,2026-04-21 13:39:47.130378,0 days 00:00:54.654914,block_16,0.011644387442796417,constant,0.1890391811499138,2048,adamw,,PRUNED
218,0.9090561224489796,2026-04-21 13:39:47.270101,2026-04-21 13:40:04.667142,0 days 00:00:17.397041,block_16,0.02065923026573443,constant,0.26866829952934257,2048,adamw,,PRUNED
219,0.895076530612245,2026-04-21 13:40:04.800231,2026-04-21 13:40:22.107221,0 days 00:00:17.306990,block_16,0.06777564520274879,cosine_warmup,0.17074876699614017,1024,adamw,10.0,PRUNED
220,0.9167219387755103,2026-04-21 13:40:22.248278,2026-04-21 13:40:48.223964,0 days 00:00:25.975686,block_16,0.012274830798801279,constant,0.1327406079262337,2048,adamw,,PRUNED
221,0.7988010204081633,2026-04-21 13:40:48.352853,2026-04-21 13:41:05.849388,0 days 00:00:17.496535,pre_proj,0.007153630777674108,cosine_warmup,0.2586732758507047,512,adamw,7.0,PRUNED
222,0.8839158163265306,2026-04-21 13:41:06.009490,2026-04-21 13:41:23.553051,0 days 00:00:17.543561,block_20,0.008941884743474082,constant,0.051545908009637514,2048,adamw,,PRUNED
223,0.9097448979591837,2026-04-21 13:41:23.707186,2026-04-21 13:41:41.339085,0 days 00:00:17.631899,block_16,0.014375108534639634,constant,0.3896873808836915,2048,adamw,,PRUNED
224,0.9281632653061225,2026-04-21 13:41:41.503572,2026-04-21 13:42:36.403690,0 days 00:00:54.900118,block_16,0.009598605412215914,constant,0.14306075577634356,2048,adamw,,PRUNED
225,0.9135331632653061,2026-04-21 13:42:36.576150,2026-04-21 13:42:59.838262,0 days 00:00:23.262112,block_16,0.009270212061893721,constant,0.3086429119793729,2048,adamw,,PRUNED
226,0.909311224489796,2026-04-21 13:42:59.988033,2026-04-21 13:43:17.517862,0 days 00:00:17.529829,block_16,0.021231923706938584,constant,0.16024467853376903,2048,adamw,,PRUNED
227,0.9125892857142858,2026-04-21 13:43:17.653661,2026-04-21 13:43:44.283704,0 days 00:00:26.630043,block_16,0.018222199301062267,cosine_warmup,0.019781417997597146,2048,adamw,11.0,PRUNED
228,0.9096938775510204,2026-04-21 13:43:44.429807,2026-04-21 13:44:04.563814,0 days 00:00:20.134007,block_16,0.01333274811593519,constant,0.18861627480171644,512,adamw,,PRUNED
229,0.8970790816326532,2026-04-21 13:44:04.722081,2026-04-21 13:44:22.025218,0 days 00:00:17.303137,block_16,0.05571263270616455,constant,0.20026424239444784,1024,adamw,,PRUNED
230,0.9141581632653061,2026-04-21 13:44:22.172667,2026-04-21 13:44:45.182562,0 days 00:00:23.009895,block_16,0.05244622188489729,constant,0.1675031845378225,2048,adamw,,PRUNED
231,0.8706887755102041,2026-04-21 13:44:45.327650,2026-04-21 13:45:02.880387,0 days 00:00:17.552737,block_12,0.09683460492794146,constant,0.17102564595340655,1024,adamw,,PRUNED
232,0.9290561224489795,2026-04-21 13:45:03.014297,2026-04-21 13:46:15.692640,0 days 00:01:12.678343,block_16,0.007738207163798866,constant,0.2223481035682488,2048,adamw,,COMPLETE
233,0.9277295918367346,2026-04-21 13:46:15.815888,2026-04-21 13:47:10.111752,0 days 00:00:54.295864,block_16,0.007556584868022287,constant,0.2236919752934834,2048,adamw,,PRUNED
234,0.9126785714285715,2026-04-21 13:47:10.264076,2026-04-21 13:47:33.304466,0 days 00:00:23.040390,block_16,0.006493296838889218,constant,0.20737288237903392,2048,adamw,,PRUNED
235,0.9064540816326532,2026-04-21 13:47:33.441767,2026-04-21 13:47:50.930928,0 days 00:00:17.489161,block_16,0.028837671740751934,constant,0.2719813613824598,2048,adamw,,PRUNED
236,0.9090943877551021,2026-04-21 13:47:51.067695,2026-04-21 13:48:08.437923,0 days 00:00:17.370228,block_16,0.012421672023092137,constant,0.2462127914369847,2048,adamw,,PRUNED
237,0.876875,2026-04-21 13:48:08.585497,2026-04-21 13:48:26.111700,0 days 00:00:17.526203,block_20,0.08419665868956558,constant,0.2417675470701776,2048,adamw,,PRUNED
238,0.9278061224489796,2026-04-21 13:48:26.258006,2026-04-21 13:49:20.735712,0 days 00:00:54.477706,block_16,0.009174340805874882,constant,0.15063635587039997,2048,adamw,,PRUNED
239,,2026-04-21 13:49:20.878387,2026-04-21 13:49:35.785560,0 days 00:00:14.907173,block_16,0.027927376996409233,constant,0.33864330888686267,2048,adamw,,FAIL
240,0.9071556122448979,2026-04-21 13:51:21.066118,2026-04-21 13:51:38.959423,0 days 00:00:17.893305,block_16,0.02681985563501704,constant,0.3424757852154477,2048,adamw,,PRUNED
241,0.9073214285714285,2026-04-21 13:51:39.092436,2026-04-21 13:51:56.131929,0 days 00:00:17.039493,block_16,0.020701768397092098,constant,0.13062957302648556,2048,adamw,,PRUNED
242,0.9012755102040818,2026-04-21 13:51:56.257286,2026-04-21 13:52:13.294739,0 days 00:00:17.037453,block_16,0.04214393945930944,constant,0.27668407036705633,512,adamw,,PRUNED
243,0.8174107142857142,2026-04-21 13:52:13.444466,2026-04-21 13:52:30.608711,0 days 00:00:17.164245,pre_proj,0.00970000077789471,cosine_warmup,0.21784936892734877,2048,adamw,5.0,PRUNED
244,0.9144642857142857,2026-04-21 13:52:30.772454,2026-04-21 13:52:53.692440,0 days 00:00:22.919986,block_16,0.006774446357832623,constant,0.26250071993688207,2048,adamw,,PRUNED
245,0.9125765306122451,2026-04-21 13:52:53.830738,2026-04-21 13:53:16.926196,0 days 00:00:23.095458,block_16,0.006527096211327973,constant,0.18088706906995078,2048,adamw,,PRUNED
246,0.8797704081632653,2026-04-21 13:53:17.087707,2026-04-21 13:53:34.423756,0 days 00:00:17.336049,block_20,0.013256577595138971,constant,0.37390211047095423,2048,adamw,,PRUNED
247,0.9100892857142856,2026-04-21 13:53:34.554932,2026-04-21 13:53:51.898474,0 days 00:00:17.343542,block_16,0.012651746537018102,constant,0.2076326431726681,2048,adamw,,PRUNED
248,0.9250382653061224,2026-04-21 13:53:52.056573,2026-04-21 13:54:32.804815,0 days 00:00:40.748242,block_16,0.008574951106055068,constant,0.18592653932120723,2048,adamw,,PRUNED
249,0.7850765306122449,2026-04-21 13:54:32.980054,2026-04-21 13:54:50.668983,0 days 00:00:17.688929,pre_proj,0.06280672241254637,constant,0.32727646881233674,1024,adamw,,PRUNED
250,0.9132908163265305,2026-04-21 13:54:50.823651,2026-04-21 13:55:14.280407,0 days 00:00:23.456756,block_16,0.005368695938412084,constant,0.3252786032189476,2048,adamw,,PRUNED
251,0.9148086734693878,2026-04-21 13:55:14.428631,2026-04-21 13:55:40.440674,0 days 00:00:26.012043,block_16,0.013316841463937698,constant,0.26065583265154496,2048,adamw,,PRUNED
252,0.9258163265306123,2026-04-21 13:55:40.604035,2026-04-21 13:56:33.162688,0 days 00:00:52.558653,block_16,0.010992478909476402,constant,0.009082762274298856,2048,adamw,,PRUNED
253,0.9072831632653061,2026-04-21 13:56:33.319095,2026-04-21 13:56:51.066324,0 days 00:00:17.747229,block_16,0.014925218652129915,constant,0.1319756667531779,1024,adamw,,PRUNED
254,0.9146938775510204,2026-04-21 13:56:51.230592,2026-04-21 13:57:14.581549,0 days 00:00:23.350957,block_16,0.009274868467552792,constant,0.23202417464843034,2048,adamw,,PRUNED
255,0.856313775510204,2026-04-21 13:57:14.739027,2026-04-21 13:57:32.304831,0 days 00:00:17.565804,block_12,0.014304873495684434,cosine_warmup,0.2720267111609455,512,adamw,14.0,PRUNED
256,0.8638775510204083,2026-04-21 13:57:32.460696,2026-04-21 13:57:49.851956,0 days 00:00:17.391260,block_12,0.06913703912258826,cosine_warmup,0.33057391974389205,2048,adamw,8.0,PRUNED
257,0.926390306122449,2026-04-21 13:57:50.004902,2026-04-21 13:58:42.143650,0 days 00:00:52.138748,block_16,0.036475932162862164,constant,0.007744315463971696,2048,adamw,,PRUNED
258,0.9016326530612245,2026-04-21 13:58:42.306465,2026-04-21 13:58:59.867855,0 days 00:00:17.561390,block_16,0.0193418764818114,cosine_warmup,0.08578345776555657,512,adamw,12.0,PRUNED
259,0.8850255102040817,2026-04-21 13:59:00.020315,2026-04-21 13:59:17.389044,0 days 00:00:17.368729,block_16,0.0056805949068695644,cosine_warmup,0.13576019374054898,1024,adamw,6.0,PRUNED
260,0.9246811224489796,2026-04-21 13:59:17.536044,2026-04-21 13:59:57.767631,0 days 00:00:40.231587,block_16,0.01072966766714036,constant,0.14213697136225978,2048,adamw,,PRUNED
261,0.9068112244897959,2026-04-21 13:59:57.907221,2026-04-21 14:00:15.399718,0 days 00:00:17.492497,block_16,0.023476231288269308,constant,0.23378477522674804,2048,adamw,,PRUNED
262,0.926281887755102,2026-04-21 14:00:15.554109,2026-04-21 14:01:07.269209,0 days 00:00:51.715100,block_16,0.016559387774095814,constant,0.15131367787362682,2048,adamw,,PRUNED
263,0.8846938775510204,2026-04-21 14:01:07.437705,2026-04-21 14:01:24.940303,0 days 00:00:17.502598,block_20,0.005344019896696669,constant,0.25614655606706416,2048,adamw,,PRUNED
264,0.8011543367346938,2026-04-21 14:01:25.088792,2026-04-21 14:01:42.621766,0 days 00:00:17.532974,pre_proj,0.03896201285495784,cosine_warmup,0.18430204170522693,1024,adamw,10.0,PRUNED
265,0.8725382653061224,2026-04-21 14:01:42.794583,2026-04-21 14:02:00.096370,0 days 00:00:17.301787,block_20,0.006389805607944181,constant,0.18503784434508658,512,adamw,,PRUNED
266,0.8848979591836735,2026-04-21 14:02:00.233490,2026-04-21 14:02:17.530378,0 days 00:00:17.296888,block_12,0.005018145151997657,constant,0.14476648746197543,1024,adamw,,PRUNED
267,0.9299744897959183,2026-04-21 14:02:17.695054,2026-04-21 14:03:30.811163,0 days 00:01:13.116109,block_16,0.010021071766811464,constant,0.307686779390853,2048,adamw,,COMPLETE
268,0.8770535714285714,2026-04-21 14:03:30.964457,2026-04-21 14:03:48.334538,0 days 00:00:17.370081,block_20,0.04338719252243745,constant,0.31648441884477674,512,adamw,,PRUNED
269,0.9146428571428572,2026-04-21 14:03:48.489253,2026-04-21 14:04:11.557421,0 days 00:00:23.068168,block_16,0.009641374036589778,constant,0.3653544328464298,2048,adamw,,PRUNED
270,0.9028826530612245,2026-04-21 14:04:11.713656,2026-04-21 14:04:29.048114,0 days 00:00:17.334458,block_16,0.05090313340868927,constant,0.1499863626501924,512,adamw,,PRUNED
271,0.9154464285714285,2026-04-21 14:04:29.194790,2026-04-21 14:04:52.310538,0 days 00:00:23.115748,block_16,0.009562362612805774,constant,0.33025535643939674,2048,adamw,,PRUNED
272,0.9075637755102041,2026-04-21 14:04:52.459048,2026-04-21 14:05:09.950430,0 days 00:00:17.491382,block_16,0.018676276843267996,constant,0.3212968221683967,2048,adamw,,PRUNED
273,0.8918494897959183,2026-04-21 14:05:10.106222,2026-04-21 14:05:27.772220,0 days 00:00:17.665998,block_12,0.006398093743722145,constant,0.32246303458880443,2048,adamw,,PRUNED
274,0.9095918367346938,2026-04-21 14:05:27.935519,2026-04-21 14:05:45.545648,0 days 00:00:17.610129,block_16,0.034304097968783476,constant,0.1834709181246587,1024,adamw,,PRUNED
275,0.914859693877551,2026-04-21 14:05:45.708416,2026-04-21 14:06:09.101022,0 days 00:00:23.392606,block_16,0.05165897560319469,constant,0.2795395401731925,2048,adamw,,PRUNED
276,0.9178188775510204,2026-04-21 14:06:09.260643,2026-04-21 14:06:35.455115,0 days 00:00:26.194472,block_16,0.012033236826535468,constant,0.31143883982902,2048,adamw,,PRUNED
277,0.8923469387755102,2026-04-21 14:06:35.613999,2026-04-21 14:06:53.276479,0 days 00:00:17.662480,block_16,0.03449858171640737,constant,0.33025117224901857,1024,adamw,,PRUNED
278,0.8204209183673469,2026-04-21 14:06:53.434673,2026-04-21 14:07:11.091590,0 days 00:00:17.656917,pre_proj,0.01131460239265015,constant,0.2376964948076734,2048,adamw,,PRUNED
279,0.6916964285714285,2026-04-21 14:07:11.251812,2026-04-21 14:07:28.914064,0 days 00:00:17.662252,pre_proj,0.07011766659652989,constant,0.23577789240243857,512,adamw,,PRUNED
280,0.8976913265306122,2026-04-21 14:07:29.093270,2026-04-21 14:07:46.699141,0 days 00:00:17.605871,block_16,0.023910117986143183,constant,0.01647929081295725,1024,adamw,,PRUNED
281,0.914438775510204,2026-04-21 14:07:46.861589,2026-04-21 14:08:10.315945,0 days 00:00:23.454356,block_16,0.014164812974000383,constant,0.09560317249296976,2048,adamw,,PRUNED
282,0.7737499999999999,2026-04-21 14:08:10.479712,2026-04-21 14:08:28.180701,0 days 00:00:17.700989,pre_proj,0.09897951598483275,cosine_warmup,0.3678413241630412,2048,adamw,4.0,PRUNED
283,0.8873852040816326,2026-04-21 14:08:28.330684,2026-04-21 14:08:45.863548,0 days 00:00:17.532864,block_12,0.011599075316202839,constant,0.14300720836794467,2048,adamw,,PRUNED
284,0.8849872448979591,2026-04-21 14:08:46.009319,2026-04-21 14:09:03.584592,0 days 00:00:17.575273,block_16,0.038389461153446505,constant,0.1161734655100516,2048,adamw,,PRUNED
285,0.9049489795918366,2026-04-21 14:09:03.734476,2026-04-21 14:09:21.166287,0 days 00:00:17.431811,block_16,0.02653668434842886,constant,0.23481902029805438,2048,adamw,,PRUNED
