number,value,datetime_start,datetime_complete,duration,params_clip_layer,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_optimizer_type,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,state
125,0.8982270408163265,2026-04-21 22:51:06.162373,2026-04-21 22:51:17.966190,0 days 00:00:11.803817,block_16,0.005139719681364371,constant,0.35109074030057125,1024,adamw,0.8982270408163265,,,PRUNED
126,0.831670918367347,2026-04-21 22:51:18.108621,2026-04-21 22:51:24.181412,0 days 00:00:06.072791,block_16,0.009406690698163677,constant,0.2100636610720874,3072,adamw,0.831670918367347,,,PRUNED
127,0.8990178571428571,2026-04-21 22:51:24.345744,2026-04-21 22:51:36.096827,0 days 00:00:11.751083,block_16,0.005041106858130103,constant,0.25684811302058974,1024,adamw,0.8990178571428571,,,PRUNED
128,0.8964413265306123,2026-04-21 22:51:36.237755,2026-04-21 22:51:48.034260,0 days 00:00:11.796505,block_16,0.009146697568242695,constant,0.27197031396379995,1024,adamw,0.8964413265306123,,,PRUNED
129,0.8494642857142857,2026-04-21 22:51:48.171926,2026-04-21 22:51:54.301525,0 days 00:00:06.129599,block_16,0.007342219905518817,constant,0.29359214823734314,1024,adamw,0.8494642857142857,,,PRUNED
130,0.9183801020408163,2026-04-21 22:51:54.441420,2026-04-21 22:52:23.265588,0 days 00:00:28.824168,block_16,0.026149624178237997,constant,0.3963069656155603,2048,adamw,0.9183801020408163,,,PRUNED
131,0.9225382653061225,2026-04-21 22:52:23.403932,2026-04-21 22:52:52.231197,0 days 00:00:28.827265,block_16,0.006106885891639641,constant,0.22871749170350195,1024,adamw,0.903201530612245,0.9225382653061225,,PRUNED
132,0.8996045918367346,2026-04-21 22:52:52.375759,2026-04-21 22:53:04.053202,0 days 00:00:11.677443,block_16,0.005077378303747777,constant,0.21599644998419193,1024,adamw,0.8550510204081633,0.8996045918367346,,PRUNED
133,0.919375,2026-04-21 22:53:04.196862,2026-04-21 22:53:33.237686,0 days 00:00:29.040824,block_16,0.0076286353298704096,constant,0.22779696455114481,4096,adamw,0.919375,,,PRUNED
134,0.9306122448979592,2026-04-21 22:53:33.376838,2026-04-21 22:54:46.999196,0 days 00:01:13.622358,block_16,0.010503035287778434,constant,0.19994140240594083,1024,adamw,0.9228061224489796,,,COMPLETE
135,0.8529464285714287,2026-04-21 22:54:47.153988,2026-04-21 22:54:53.262913,0 days 00:00:06.108925,block_16,0.006752747007119663,constant,0.2735670443369574,1024,adamw,0.8529464285714287,,,PRUNED
136,0.8989795918367347,2026-04-21 22:54:53.429644,2026-04-21 22:55:05.143760,0 days 00:00:11.714116,block_16,0.005041579123469634,constant,0.26441875323797576,1024,adamw,0.8989795918367347,,,PRUNED
137,0.9316071428571429,2026-04-21 22:55:05.295167,2026-04-21 22:56:18.574167,0 days 00:01:13.279000,block_16,0.008376151380028176,constant,0.2823368630624053,1024,adamw,0.9008290816326531,0.9231760204081633,,COMPLETE
138,0.8399744897959183,2026-04-21 22:56:18.731415,2026-04-21 22:56:24.720974,0 days 00:00:05.989559,block_16,0.009205224786898792,constant,0.2702598161840636,2048,adamw,0.8399744897959183,,,PRUNED
139,0.8232142857142857,2026-04-21 22:56:24.881019,2026-04-21 22:56:30.909438,0 days 00:00:06.028419,block_16,0.005231274162721218,constant,0.12719843419641202,2048,adamw,0.8232142857142857,,,PRUNED
140,0.8991454081632654,2026-04-21 22:56:31.049686,2026-04-21 22:56:42.941761,0 days 00:00:11.892075,block_16,0.005142160776533365,constant,0.2932031507695591,1024,adamw,0.8991454081632654,,,PRUNED
141,0.9216454081632652,2026-04-21 22:56:43.086796,2026-04-21 22:57:12.102406,0 days 00:00:29.015610,block_16,0.005434337967891247,constant,0.21726164792608618,3072,adamw,0.858890306122449,0.9047576530612245,0.9216454081632652,PRUNED
142,0.8174489795918368,2026-04-21 22:57:12.279359,2026-04-21 22:57:18.364764,0 days 00:00:06.085405,block_16,0.010405870006904062,constant,0.29137033833788795,1024,adamw,0.8174489795918368,,,PRUNED
143,0.8987244897959183,2026-04-21 22:57:18.518763,2026-04-21 22:57:30.410957,0 days 00:00:11.892194,block_16,0.008549149679567885,constant,0.22351518337238954,1024,adamw,0.8987244897959183,,,PRUNED
144,0.8433290816326531,2026-04-21 22:57:30.553915,2026-04-21 22:57:36.614805,0 days 00:00:06.060890,block_16,0.00874091503890638,constant,0.31450074340143386,1024,adamw,0.8433290816326531,,,PRUNED
145,0.8460331632653061,2026-04-21 22:57:36.834502,2026-04-21 22:57:42.884510,0 days 00:00:06.050008,block_16,0.018213108410953416,constant,0.27578289848383714,4096,adamw,0.8460331632653061,,,PRUNED
146,0.8994897959183673,2026-04-21 22:57:43.010152,2026-04-21 22:57:54.860409,0 days 00:00:11.850257,block_16,0.007171005804525131,constant,0.30491972704522674,1024,adamw,0.8994897959183673,,,PRUNED
147,0.9226275510204082,2026-04-21 22:57:55.015055,2026-04-21 22:58:23.931749,0 days 00:00:28.916694,block_16,0.007503568208179576,constant,0.25072574258782643,1024,adamw,0.9008545918367348,0.9226275510204082,,PRUNED
148,0.9006632653061224,2026-04-21 22:58:24.081632,2026-04-21 22:58:35.873973,0 days 00:00:11.792341,block_16,0.007396615211427983,constant,0.26050252693466763,1024,adamw,0.8540178571428572,0.9006632653061224,,PRUNED
149,0.932015306122449,2026-04-21 22:58:36.010107,2026-04-21 22:59:49.362902,0 days 00:01:13.352795,block_16,0.005749205525287583,constant,0.36241071974169614,1024,adamw,0.8537244897959183,0.9015816326530612,0.9232908163265307,COMPLETE
150,0.8527168367346939,2026-04-21 22:59:49.506699,2026-04-21 22:59:55.529658,0 days 00:00:06.022959,block_16,0.00656416560796889,constant,0.3913658710260092,1024,adamw,0.8527168367346939,,,PRUNED
151,0.8984438775510204,2026-04-21 22:59:55.693959,2026-04-21 23:00:07.386935,0 days 00:00:11.692976,block_16,0.005511236389905784,constant,0.3883017659959222,1024,adamw,0.8533545918367346,0.8984438775510204,,PRUNED
152,0.8988265306122449,2026-04-21 23:00:07.518430,2026-04-21 23:00:19.317629,0 days 00:00:11.799199,block_16,0.005787904379176325,constant,0.3232053549037327,1024,adamw,0.8553698979591836,0.8988265306122449,,PRUNED
153,0.8983928571428572,2026-04-21 23:00:19.465359,2026-04-21 23:00:31.262449,0 days 00:00:11.797090,block_16,0.005861256226566076,constant,0.3275592166751119,1024,adamw,0.8536989795918368,0.8983928571428572,,PRUNED
154,0.9310841836734695,2026-04-21 23:00:31.420426,2026-04-21 23:01:45.356779,0 days 00:01:13.936353,block_16,0.0064730981455907305,constant,0.27234771822865084,1024,adamw,0.9228316326530612,,,COMPLETE
155,0.9209693877551021,2026-04-21 23:01:45.504903,2026-04-21 23:02:14.576547,0 days 00:00:29.071644,block_16,0.006940170520889235,constant,0.3519000813374634,3072,adamw,0.9209693877551021,,,PRUNED
156,0.851670918367347,2026-04-21 23:02:14.723292,2026-04-21 23:02:20.758162,0 days 00:00:06.034870,block_16,0.0077556037785898565,constant,0.3306020513018433,1024,adamw,0.851670918367347,,,PRUNED
157,0.9227806122448979,2026-04-21 23:02:20.901963,2026-04-21 23:02:49.960383,0 days 00:00:29.058420,block_16,0.005450192927338299,constant,0.2686344159541965,1024,adamw,0.8545663265306124,0.901045918367347,0.9227806122448979,PRUNED
158,0.9209948979591838,2026-04-21 23:02:50.093813,2026-04-21 23:03:19.310518,0 days 00:00:29.216705,block_16,0.006334057175122258,constant,0.2815523684485536,4096,adamw,0.9032270408163265,0.9209948979591838,,PRUNED
159,0.9314413265306123,2026-04-21 23:03:19.471603,2026-04-21 23:04:33.820318,0 days 00:01:14.348715,block_16,0.005730555591007618,constant,0.33326646726503095,1024,adamw,0.8538775510204081,0.9016964285714285,0.9230612244897959,COMPLETE
160,0.9226530612244898,2026-04-21 23:04:33.965717,2026-04-21 23:05:03.516529,0 days 00:00:29.550812,block_16,0.007526008383609308,constant,0.24293970288953431,1024,adamw,0.9016326530612245,0.9226530612244898,,PRUNED
161,0.8531122448979592,2026-04-21 23:05:03.669072,2026-04-21 23:05:09.835029,0 days 00:00:06.165957,block_16,0.007121148090617038,constant,0.3186104460720511,1024,adamw,0.8531122448979592,,,PRUNED
162,0.8923086734693877,2026-04-21 23:05:09.984977,2026-04-21 23:05:21.965169,0 days 00:00:11.980192,block_16,0.009460632676231272,constant,0.29240303681013036,1024,adamw,0.8923086734693877,,,PRUNED
163,0.9316326530612244,2026-04-21 23:05:22.111733,2026-04-21 23:06:36.836644,0 days 00:01:14.724911,block_16,0.005630337473149293,constant,0.2776707821358137,1024,adamw,0.8552295918367347,0.9032270408163264,0.9230867346938776,COMPLETE
164,0.8733290816326531,2026-04-21 23:06:36.977384,2026-04-21 23:06:48.899039,0 days 00:00:11.921655,block_16,0.024723439280172593,constant,0.18606380608201012,2048,adamw,0.8733290816326531,,,PRUNED
165,0.7967219387755102,2026-04-21 23:06:49.048195,2026-04-21 23:06:55.235753,0 days 00:00:06.187558,block_16,0.03973971314615303,constant,0.22607660308896518,3072,adamw,0.7967219387755102,,,PRUNED
166,0.9000510204081633,2026-04-21 23:06:55.376852,2026-04-21 23:07:07.284439,0 days 00:00:11.907587,block_16,0.005143782402851459,constant,0.23287135491159686,1024,adamw,0.8551658163265307,0.9000510204081633,,PRUNED
167,0.8300637755102042,2026-04-21 23:07:07.419463,2026-04-21 23:07:13.584199,0 days 00:00:06.164736,block_16,0.005282662556144426,constant,0.2570015505231518,2048,adamw,0.8300637755102042,,,PRUNED
168,0.8518622448979594,2026-04-21 23:07:13.728593,2026-04-21 23:07:19.829483,0 days 00:00:06.100890,block_16,0.005020339269132759,constant,0.32096638438743885,1024,adamw,0.8518622448979594,,,PRUNED
169,0.8997193877551021,2026-04-21 23:07:19.990257,2026-04-21 23:07:31.845179,0 days 00:00:11.854922,block_16,0.005151345585763238,constant,0.2802568499254053,1024,adamw,0.8997193877551021,,,PRUNED
170,0.8511352040816327,2026-04-21 23:07:32.002392,2026-04-21 23:07:38.125582,0 days 00:00:06.123190,block_16,0.007343496667914101,constant,0.2675070074980003,1024,adamw,0.8511352040816327,,,PRUNED
171,0.798686224489796,2026-04-21 23:07:38.269465,2026-04-21 23:07:44.362201,0 days 00:00:06.092736,block_16,0.03175658580542483,constant,0.3228158111624353,2048,adamw,0.798686224489796,,,PRUNED
172,0.8992219387755102,2026-04-21 23:07:44.526406,2026-04-21 23:07:56.398497,0 days 00:00:11.872091,block_16,0.00718508472557128,constant,0.28905936178606084,1024,adamw,0.8992219387755102,,,PRUNED
173,0.9211734693877551,2026-04-21 23:07:56.549706,2026-04-21 23:08:25.906906,0 days 00:00:29.357200,block_16,0.005195536307426219,constant,0.28730302305582506,3072,adamw,0.9211734693877551,,,PRUNED
174,0.9010076530612244,2026-04-21 23:08:26.046455,2026-04-21 23:08:38.036053,0 days 00:00:11.989598,block_16,0.005353913595771439,constant,0.2872321084701791,1024,adamw,0.8539668367346939,0.9010076530612244,,PRUNED
175,0.8192984693877551,2026-04-21 23:08:38.208532,2026-04-21 23:08:44.312441,0 days 00:00:06.103909,block_16,0.01093126974300526,constant,0.3702636450495376,1024,adamw,0.8192984693877551,,,PRUNED
176,0.8985331632653061,2026-04-21 23:08:44.458076,2026-04-21 23:08:56.414185,0 days 00:00:11.956109,block_16,0.00500112581996661,constant,0.28286828085361987,1024,adamw,0.8985331632653061,,,PRUNED
177,0.8035586734693877,2026-04-21 23:08:56.575603,2026-04-21 23:09:02.746533,0 days 00:00:06.170930,block_16,0.01333090868141402,constant,0.2602503044598362,1024,adamw,0.8035586734693877,,,PRUNED
178,0.9226147959183674,2026-04-21 23:09:02.893245,2026-04-21 23:09:32.419566,0 days 00:00:29.526321,block_16,0.00811819052551899,constant,0.29600682769889597,1024,adamw,0.9011734693877552,0.9226147959183674,,PRUNED
179,0.9170408163265306,2026-04-21 23:09:32.559494,2026-04-21 23:10:01.974400,0 days 00:00:29.414906,block_16,0.01660903046037835,constant,0.32299483646044014,3072,adamw,0.9170408163265306,,,PRUNED
180,0.8993239795918366,2026-04-21 23:10:02.102778,2026-04-21 23:10:14.068481,0 days 00:00:11.965703,block_16,0.00567339467498515,constant,0.3965793278890924,1024,adamw,0.8993239795918366,,,PRUNED
181,0.8532780612244899,2026-04-21 23:10:14.210729,2026-04-21 23:10:20.337994,0 days 00:00:06.127265,block_16,0.00689050073397135,constant,0.2754031989519183,1024,adamw,0.8532780612244899,,,PRUNED
182,0.8991964285714286,2026-04-21 23:10:20.472948,2026-04-21 23:10:32.415086,0 days 00:00:11.942138,block_16,0.0050028559433323095,constant,0.24916930836155093,1024,adamw,0.853609693877551,0.8991964285714286,,PRUNED
183,0.9308290816326531,2026-04-21 23:10:32.568102,2026-04-21 23:11:47.391664,0 days 00:01:14.823562,block_16,0.005060933286867285,constant,0.34074557868860117,1024,adamw,0.9226147959183673,,,COMPLETE
184,0.9320663265306123,2026-04-21 23:11:47.549124,2026-04-21 23:13:02.387534,0 days 00:01:14.838410,block_16,0.007617632835751313,constant,0.2104876883014319,1024,adamw,0.8729591836734695,0.9062372448979592,0.9229974489795918,COMPLETE
185,0.9314158163265306,2026-04-21 23:13:02.518504,2026-04-21 23:14:17.229609,0 days 00:01:14.711105,block_16,0.007696491861521407,constant,0.21504830427691402,1024,adamw,0.871109693877551,0.903265306122449,0.9243367346938776,COMPLETE
186,0.8404081632653062,2026-04-21 23:14:17.369511,2026-04-21 23:14:23.404043,0 days 00:00:06.034532,block_16,0.008772144401191258,constant,0.18569153678974853,1024,adamw,0.8404081632653062,,,PRUNED
187,0.9308801020408164,2026-04-21 23:14:23.547239,2026-04-21 23:15:37.060542,0 days 00:01:13.513303,block_16,0.00783921296221697,constant,0.20562064873654076,1024,adamw,0.8672066326530613,0.9041454081632653,0.9241581632653062,COMPLETE
188,0.9316071428571429,2026-04-21 23:15:37.214321,2026-04-21 23:16:51.038384,0 days 00:01:13.824063,block_16,0.008167279833476789,constant,0.27390526582820507,1024,adamw,0.9230867346938776,,,COMPLETE
189,0.8903061224489796,2026-04-21 23:16:51.196833,2026-04-21 23:17:02.984827,0 days 00:00:11.787994,block_16,0.009391370453549314,constant,0.25510676918484926,1024,adamw,0.8903061224489796,,,PRUNED
190,0.9309438775510204,2026-04-21 23:17:03.133180,2026-04-21 23:18:16.724796,0 days 00:01:13.591616,block_16,0.007686076905167415,constant,0.22833800878665952,1024,adamw,0.8716836734693878,0.9055612244897959,0.9233418367346938,COMPLETE
191,0.9286734693877551,2026-04-21 23:18:16.904274,2026-04-21 23:19:30.667982,0 days 00:01:13.763708,block_16,0.007593171311148347,constant,0.05724390171076271,3072,adamw,0.9227678571428573,,,COMPLETE
192,0.8451658163265305,2026-04-21 23:19:30.809980,2026-04-21 23:19:36.861122,0 days 00:00:06.051142,block_16,0.00860091779815304,constant,0.3015115854361273,1024,adamw,0.8451658163265305,,,PRUNED
193,0.9221301020408164,2026-04-21 23:19:37.009085,2026-04-21 23:20:06.022613,0 days 00:00:29.013528,block_16,0.007357323410182765,constant,0.2556675633614607,1024,adamw,0.9221301020408164,,,PRUNED
194,0.8490816326530612,2026-04-21 23:20:06.166685,2026-04-21 23:20:12.200987,0 days 00:00:06.034302,block_16,0.007398041018611767,constant,0.32898743503004624,1024,adamw,0.8490816326530612,,,PRUNED
195,0.9315051020408164,2026-04-21 23:20:12.349327,2026-04-21 23:21:25.972802,0 days 00:01:13.623475,block_16,0.008168339246325188,constant,0.265022622373236,1024,adamw,0.922780612244898,,,COMPLETE
196,0.8914285714285713,2026-04-21 23:21:26.114621,2026-04-21 23:21:37.881712,0 days 00:00:11.767091,block_16,0.014154103129526661,constant,0.39571308464929894,2048,adamw,0.8914285714285713,,,PRUNED
197,0.9313010204081632,2026-04-21 23:21:38.038916,2026-04-21 23:22:52.503288,0 days 00:01:14.464372,block_16,0.00521007760494013,constant,0.18892979468228144,1024,adamw,0.923201530612245,,,COMPLETE
198,0.9173724489795919,2026-04-21 23:22:52.669705,2026-04-21 23:23:21.701626,0 days 00:00:29.031921,block_16,0.02042108401527434,constant,0.34238096125804934,2048,adamw,0.9173724489795919,,,PRUNED
199,0.9318112244897959,2026-04-21 23:23:21.855036,2026-04-21 23:24:35.826514,0 days 00:01:13.971478,block_16,0.007095882849910112,constant,0.3124523830975123,1024,adamw,0.9228316326530612,,,COMPLETE
200,0.9225,2026-04-21 23:24:35.969834,2026-04-21 23:25:05.302456,0 days 00:00:29.332622,block_16,0.0078471959125729,constant,0.2927761306443364,1024,adamw,0.866811224489796,0.9031505102040817,0.9225,PRUNED
201,0.9222066326530612,2026-04-21 23:25:05.455660,2026-04-21 23:25:34.631709,0 days 00:00:29.176049,block_16,0.00794316458736132,constant,0.3444473081550941,1024,adamw,0.8678061224489797,0.9024107142857143,0.9222066326530612,PRUNED
202,0.9225127551020408,2026-04-21 23:25:34.798963,2026-04-21 23:26:03.914720,0 days 00:00:29.115757,block_16,0.0054656119825992455,constant,0.29182610211933263,1024,adamw,0.9006760204081632,0.9225127551020408,,PRUNED
203,0.9227678571428571,2026-04-21 23:26:04.051575,2026-04-21 23:26:32.942665,0 days 00:00:28.891090,block_16,0.007650895293205771,constant,0.30788483135422284,1024,adamw,0.9227678571428571,,,PRUNED
204,0.8629846938775512,2026-04-21 23:26:33.069581,2026-04-21 23:26:44.822931,0 days 00:00:11.753350,block_16,0.06791597904330457,constant,0.17774468546811856,4096,adamw,0.8629846938775512,,,PRUNED
205,0.8149872448979593,2026-04-21 23:26:44.972851,2026-04-21 23:26:50.970597,0 days 00:00:05.997746,block_16,0.040156771763063356,constant,0.08184501931102017,2048,adamw,0.8149872448979593,,,PRUNED
206,0.8990816326530613,2026-04-21 23:26:51.138995,2026-04-21 23:27:03.013348,0 days 00:00:11.874353,block_16,0.00505597545878705,constant,0.26308202965109595,1024,adamw,0.8990816326530613,,,PRUNED
207,0.8525510204081632,2026-04-21 23:27:03.151712,2026-04-21 23:27:09.257232,0 days 00:00:06.105520,block_16,0.006862382439214165,constant,0.305428782739841,1024,adamw,0.8525510204081632,,,PRUNED
208,0.7994260204081632,2026-04-21 23:27:09.410902,2026-04-21 23:27:15.495838,0 days 00:00:06.084936,block_16,0.013774570737531248,constant,0.3246780101359424,1024,adamw,0.7994260204081632,,,PRUNED
209,0.7759311224489797,2026-04-21 23:27:15.633825,2026-04-21 23:27:21.693684,0 days 00:00:06.059859,block_16,0.056584311596786376,constant,0.3921918737020494,4096,adamw,0.7759311224489797,,,PRUNED
210,0.9220790816326531,2026-04-21 23:27:21.852161,2026-04-21 23:27:51.139913,0 days 00:00:29.287752,block_16,0.007160406931692641,constant,0.2600725617301315,1024,adamw,0.9003826530612244,0.9220790816326531,,PRUNED
211,0.8999744897959184,2026-04-21 23:27:51.311875,2026-04-21 23:28:03.128912,0 days 00:00:11.817037,block_16,0.005270677302259076,constant,0.29545643824423395,1024,adamw,0.8544005102040817,0.8999744897959184,,PRUNED
212,0.8514285714285714,2026-04-21 23:28:03.267508,2026-04-21 23:28:09.340133,0 days 00:00:06.072625,block_16,0.006978325613645201,constant,0.339854320006125,1024,adamw,0.8514285714285714,,,PRUNED
213,0.9223086734693877,2026-04-21 23:28:09.472041,2026-04-21 23:28:38.571037,0 days 00:00:29.098996,block_16,0.006542716444162246,constant,0.2693565752231351,1024,adamw,0.9223086734693877,,,PRUNED
214,0.9224617346938776,2026-04-21 23:28:38.712617,2026-04-21 23:29:07.767755,0 days 00:00:29.055138,block_16,0.0054122623641837415,constant,0.29255239220066714,1024,adamw,0.9011479591836735,0.9224617346938776,,PRUNED
215,0.8347066326530612,2026-04-21 23:29:07.929500,2026-04-21 23:29:14.024269,0 days 00:00:06.094769,block_16,0.010136947316327848,constant,0.13758287732217603,4096,adamw,0.8347066326530612,,,PRUNED
216,0.8388775510204082,2026-04-21 23:29:14.176492,2026-04-21 23:29:20.283277,0 days 00:00:06.106785,block_16,0.008994757709667707,constant,0.2826434489512105,1024,adamw,0.8388775510204082,,,PRUNED
217,0.8962117346938775,2026-04-21 23:29:20.442425,2026-04-21 23:29:32.218852,0 days 00:00:11.776427,block_16,0.008715795969723952,constant,0.3273577383118207,2048,adamw,0.8962117346938775,,,PRUNED
218,0.8521301020408163,2026-04-21 23:29:32.370951,2026-04-21 23:29:38.471601,0 days 00:00:06.100650,block_16,0.0050534003812594845,constant,0.3189730965354111,1024,adamw,0.8521301020408163,,,PRUNED
219,0.8998086734693879,2026-04-21 23:29:38.621755,2026-04-21 23:29:50.438453,0 days 00:00:11.816698,block_16,0.005146275376090392,constant,0.23809143433328997,1024,adamw,0.8998086734693879,,,PRUNED
220,0.9212755102040816,2026-04-21 23:29:50.582764,2026-04-21 23:30:19.828637,0 days 00:00:29.245873,block_16,0.009499620126714384,constant,0.2720970789296395,3072,adamw,0.9212755102040816,,,PRUNED
221,0.8897448979591838,2026-04-21 23:30:19.979615,2026-04-21 23:30:31.808297,0 days 00:00:11.828682,block_16,0.011625965444207539,constant,0.2575167345443244,1024,adamw,0.8897448979591838,,,PRUNED
222,0.8507780612244897,2026-04-21 23:30:31.960675,2026-04-21 23:30:37.952247,0 days 00:00:05.991572,block_16,0.008363776082979456,constant,0.2682776923674165,1024,adamw,0.8507780612244897,,,PRUNED
223,0.9293622448979592,2026-04-21 23:30:38.092277,2026-04-21 23:31:51.864855,0 days 00:01:13.772578,block_16,0.007925233230180177,constant,0.2391961365404176,1024,adamw,0.9236479591836735,,,COMPLETE
224,0.922920918367347,2026-04-21 23:31:52.013754,2026-04-21 23:32:21.120817,0 days 00:00:29.107063,block_16,0.007826645392167488,constant,0.26479432950181075,1024,adamw,0.8703571428571428,0.9043367346938775,0.922920918367347,PRUNED
225,0.8123469387755102,2026-04-21 23:32:21.271804,2026-04-21 23:32:27.287426,0 days 00:00:06.015622,block_16,0.0086274489697589,constant,0.28555234562604237,4096,adamw,0.8123469387755102,,,PRUNED
226,0.8983035714285714,2026-04-21 23:32:27.436157,2026-04-21 23:32:39.207916,0 days 00:00:11.771759,block_16,0.007244905473000092,constant,0.28421936602401654,1024,adamw,0.8983035714285714,,,PRUNED
227,0.896109693877551,2026-04-21 23:32:39.358288,2026-04-21 23:32:51.140261,0 days 00:00:11.781973,block_16,0.007325292101842387,constant,0.325614668801728,1024,adamw,0.896109693877551,,,PRUNED
228,0.8995663265306123,2026-04-21 23:32:51.286952,2026-04-21 23:33:03.006347,0 days 00:00:11.719395,block_16,0.00511616977479195,constant,0.2598710621673934,1024,adamw,0.8544005102040816,0.8995663265306123,,PRUNED
229,0.9012117346938776,2026-04-21 23:33:03.142190,2026-04-21 23:33:14.905842,0 days 00:00:11.763652,block_16,0.008031834979687853,constant,0.2832137311891388,1024,adamw,0.8587882653061224,0.9012117346938776,,PRUNED
230,0.8517346938775511,2026-04-21 23:33:15.052791,2026-04-21 23:33:21.054293,0 days 00:00:06.001502,block_16,0.005037962719281718,constant,0.37170143258594474,1024,adamw,0.8517346938775511,,,PRUNED
231,0.9226785714285715,2026-04-21 23:33:21.196846,2026-04-21 23:33:50.105323,0 days 00:00:28.908477,block_16,0.026319941383338503,constant,0.16457111457829088,1024,adamw,0.9226785714285715,,,PRUNED
232,0.9314030612244898,2026-04-21 23:33:50.257387,2026-04-21 23:35:03.614458,0 days 00:01:13.357071,block_16,0.006887079451326914,constant,0.26360200542672085,1024,adamw,0.9231377551020409,,,COMPLETE
233,0.8524362244897961,2026-04-21 23:35:03.761534,2026-04-21 23:35:09.793067,0 days 00:00:06.031533,block_16,0.005065845819908211,constant,0.3130693465155646,1024,adamw,0.8524362244897961,,,PRUNED
234,0.8879974489795919,2026-04-21 23:35:09.935416,2026-04-21 23:35:21.720673,0 days 00:00:11.785257,block_16,0.01238343069333308,constant,0.21984380412728535,1024,adamw,0.8879974489795919,,,PRUNED
235,0.9221938775510204,2026-04-21 23:35:21.853921,2026-04-21 23:35:51.025489,0 days 00:00:29.171568,block_16,0.019192730691107895,constant,0.13904836188397074,1024,adamw,0.9221938775510204,,,PRUNED
236,0.8144387755102042,2026-04-21 23:35:51.171244,2026-04-21 23:35:57.325285,0 days 00:00:06.154041,block_16,0.005082601690710763,constant,0.17824132010366472,4096,adamw,0.8144387755102042,,,PRUNED
237,0.7780994897959184,2026-04-21 23:35:57.480985,2026-04-21 23:36:03.491153,0 days 00:00:06.010168,block_16,0.02114211817211076,constant,0.19994127173093465,1024,adamw,0.7780994897959184,,,PRUNED
238,0.8907908163265306,2026-04-21 23:36:03.711592,2026-04-21 23:36:15.605873,0 days 00:00:11.894281,block_16,0.04205492846232823,constant,0.13341483618146366,1024,adamw,0.8907908163265306,,,PRUNED
239,0.9219132653061225,2026-04-21 23:36:15.744209,2026-04-21 23:36:44.966451,0 days 00:00:29.222242,block_16,0.008743554776668702,constant,0.33345154665638566,1024,adamw,0.9219132653061225,,,PRUNED
240,0.9221683673469387,2026-04-21 23:36:45.105589,2026-04-21 23:37:14.034632,0 days 00:00:28.929043,block_16,0.006380080396285977,constant,0.21615447254416922,1024,adamw,0.9221683673469387,,,PRUNED
241,0.8978571428571429,2026-04-21 23:37:14.164010,2026-04-21 23:37:25.849163,0 days 00:00:11.685153,block_16,0.007197461523867024,constant,0.3507832907121401,1024,adamw,0.8978571428571429,,,PRUNED
242,0.8520535714285713,2026-04-21 23:37:25.988296,2026-04-21 23:37:31.931813,0 days 00:00:05.943517,block_16,0.005041402250984782,constant,0.3257842962478587,1024,adamw,0.8520535714285713,,,PRUNED
243,0.931530612244898,2026-04-21 23:37:32.069570,2026-04-21 23:38:45.988754,0 days 00:01:13.919184,block_16,0.0073510701628496595,constant,0.33650656730984035,1024,adamw,0.9232397959183674,,,COMPLETE
244,0.826173469387755,2026-04-21 23:38:46.145110,2026-04-21 23:38:52.163826,0 days 00:00:06.018716,block_16,0.009797518774014238,constant,0.3107969668445242,1024,adamw,0.826173469387755,,,PRUNED
245,0.8127295918367345,2026-04-21 23:38:52.305161,2026-04-21 23:38:58.406682,0 days 00:00:06.101521,block_16,0.01048746668778806,constant,0.06006678116732336,1024,adamw,0.8127295918367345,,,PRUNED
246,0.9222704081632653,2026-04-21 23:38:58.546755,2026-04-21 23:39:27.517118,0 days 00:00:28.970363,block_16,0.007533514532284905,constant,0.359286846417478,1024,adamw,0.9222704081632653,,,PRUNED
247,0.9293750000000001,2026-04-21 23:39:27.643833,2026-04-21 23:40:41.362202,0 days 00:01:13.718369,block_16,0.007520402506444958,constant,0.2644383419087288,1024,adamw,0.9008290816326531,0.9231760204081634,,COMPLETE
248,0.9221045918367348,2026-04-21 23:40:41.523553,2026-04-21 23:41:10.904012,0 days 00:00:29.380459,block_16,0.006403586296412332,constant,0.29555513520518806,1024,adamw,0.9006632653061224,0.9221045918367348,,PRUNED
249,0.8521811224489795,2026-04-21 23:41:11.053551,2026-04-21 23:41:17.196374,0 days 00:00:06.142823,block_16,0.006733127389692425,constant,0.26640415682330865,1024,adamw,0.8521811224489795,,,PRUNED
250,0.8497576530612245,2026-04-21 23:41:17.349933,2026-04-21 23:41:23.454651,0 days 00:00:06.104718,block_16,0.007892411678432161,constant,0.39414161235670575,1024,adamw,0.8497576530612245,,,PRUNED
251,0.8999617346938775,2026-04-21 23:41:23.655191,2026-04-21 23:41:35.480191,0 days 00:00:11.825000,block_16,0.005194727217993369,constant,0.2527622021862505,1024,adamw,0.8553316326530613,0.8999617346938775,,PRUNED
252,0.8954591836734693,2026-04-21 23:41:35.628634,2026-04-21 23:41:47.500758,0 days 00:00:11.872124,block_16,0.009126937809968264,constant,0.3030799147528954,1024,adamw,0.8954591836734693,,,PRUNED
