number,value,datetime_start,datetime_complete,duration,params_attn_dropout,params_dim_feedforward,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_n_heads,params_num_layers,params_optimizer_type,params_warmup_epochs,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
100,0.6805102040816327,2026-04-20 19:56:47.937278,2026-04-20 19:56:56.340279,0 days 00:00:08.403001,0.0035455562457651565,2048,0.00012635936851996301,cosine_warmup,0.24995226114435534,512,4,12,adam,7.0,0.0013863208282782445,0.6805102040816327,,,,PRUNED
101,0.8708673469387755,2026-04-20 19:56:56.526517,2026-04-20 19:57:08.452795,0 days 00:00:11.926278,0.3528370761855998,1024,0.0006906475156899109,cosine_warmup,0.24682612227845716,512,4,6,adam,7.0,0.0012200818060572158,0.8708673469387755,,,,PRUNED
102,0.9328316326530612,2026-04-20 19:57:08.597501,2026-04-20 19:57:37.962453,0 days 00:00:29.364952,0.14709953516425853,1024,0.0002644065127800681,cosine_warmup,0.31584755606974524,1024,16,9,adam,7.0,0.008501157764860384,0.9083928571428571,0.9328316326530612,,,PRUNED
103,0.8808163265306121,2026-04-20 19:57:38.109991,2026-04-20 19:57:53.271889,0 days 00:00:15.161898,0.1997570626768251,2048,1.5412151563903962e-05,cosine,0.5305348637478511,256,8,11,adamw,,6.991710732400413e-06,0.8808163265306121,,,,PRUNED
104,0.8670280612244897,2026-04-20 19:57:53.440879,2026-04-20 19:58:12.669565,0 days 00:00:19.228686,0.2643630134187657,4096,5.106154670778648e-05,cosine_warmup,0.3177064380722902,512,4,10,adam,7.0,9.602401066211145e-05,0.8670280612244897,,,,PRUNED
105,0.8360969387755101,2026-04-20 19:58:12.873156,2026-04-20 19:58:25.583531,0 days 00:00:12.710375,0.16655345556169887,2048,0.00015448326819478056,cosine_warmup,0.3119006668183134,128,4,8,adam,8.0,0.00032030193807270507,0.8360969387755101,,,,PRUNED
106,0.6258992346938775,2026-04-20 19:58:25.735079,2026-04-20 19:58:41.556171,0 days 00:00:15.821092,0.20979610617961741,3072,0.0005488494899493374,constant,0.35974559318674315,1024,8,9,adam,,0.00015597509916897266,0.6258992346938775,,,,PRUNED
107,0.6696173469387755,2026-04-20 19:58:41.728100,2026-04-20 19:58:47.796886,0 days 00:00:06.068786,0.4461473311047596,2048,0.0001226667352040142,cosine_warmup,0.2533624985870859,1024,4,3,adam,6.0,0.0050820803909563134,0.6696173469387755,,,,PRUNED
108,0.8620535714285714,2026-04-20 19:58:47.942191,2026-04-20 19:59:02.690473,0 days 00:00:14.748282,0.41693013144674373,3072,0.00036246114347463285,cosine_warmup,0.24182646273410566,256,4,8,adam,6.0,0.008802086997035979,0.8620535714285714,,,,PRUNED
109,0.9270663265306123,2026-04-20 19:59:02.845256,2026-04-20 19:59:39.996128,0 days 00:00:37.150872,0.08365184412798687,2048,2.3784746368807007e-05,cosine,0.373320602482298,512,4,11,adam,,0.003018420991519713,0.8966454081632652,0.9270663265306123,,,PRUNED
110,0.6512244897959184,2026-04-20 19:59:40.161430,2026-04-20 19:59:52.807759,0 days 00:00:12.646329,0.015360230908673236,1024,0.003306241364239848,constant,0.23770099093593808,1024,8,11,adam,,0.0013146844728848157,0.6512244897959184,,,,PRUNED
111,0.6495535714285714,2026-04-20 19:59:52.968109,2026-04-20 19:59:59.606133,0 days 00:00:06.638024,0.07844358390102196,1024,0.00019976348680648034,cosine_warmup,0.4479685142216807,512,4,11,adam,8.0,0.0038630839085083903,0.6495535714285714,,,,PRUNED
112,0.9499617346938776,2026-04-20 19:59:59.763318,2026-04-20 20:02:28.254372,0 days 00:02:28.491054,0.02459034995641704,2048,2.5443380089613138e-05,cosine_warmup,0.25834384793209164,512,8,11,adamw,7.0,0.0018454792584555923,0.9476275510204083,,,,COMPLETE
113,0.8993622448979592,2026-04-20 20:02:28.391988,2026-04-20 20:02:40.236719,0 days 00:00:11.844731,0.5751034506891448,1024,0.0016657443182840198,cosine_warmup,0.24381403771693327,256,4,6,adam,7.0,0.0005815636707680062,0.8465688775510203,0.8993622448979592,,,PRUNED
114,0.6558418367346939,2026-04-20 20:02:40.364781,2026-04-20 20:02:52.995881,0 days 00:00:12.631100,0.07476501243594907,2048,1.1140973993478102e-05,cosine_warmup,0.1873812042465137,512,8,8,adamw,7.0,0.005952958914564786,0.6558418367346939,,,,PRUNED
115,0.6578571428571428,2026-04-20 20:02:53.153809,2026-04-20 20:03:01.442141,0 days 00:00:08.288332,0.03500263493615688,2048,7.391290721688754e-05,cosine_warmup,0.31572118381183456,512,8,12,adamw,6.0,0.0011013615861488375,0.6578571428571428,,,,PRUNED
116,0.8232015306122449,2026-04-20 20:03:01.614592,2026-04-20 20:03:48.154359,0 days 00:00:46.539767,0.027953572835504537,3072,0.0008709486297135461,cosine,0.3335466818114984,256,8,12,adam,,3.0692815661121343e-06,0.8232015306122449,,,,PRUNED
117,0.9217346938775509,2026-04-20 20:03:48.341424,2026-04-20 20:04:28.817827,0 days 00:00:40.476403,0.1447683246340787,2048,0.00020624099195698325,cosine_warmup,0.18213150040026016,512,16,12,adam,8.0,8.026285803195176e-05,0.9217346938775509,,,,PRUNED
118,0.5815051020408164,2026-04-20 20:04:29.022478,2026-04-20 20:04:35.228782,0 days 00:00:06.206304,0.14766319603291325,4096,2.212176129941872e-05,cosine_warmup,0.1570645279197612,1024,4,4,adam,7.0,0.0006446807263982306,0.5815051020408164,,,,PRUNED
119,0.6135459183673471,2026-04-20 20:04:35.385923,2026-04-20 20:04:41.485881,0 days 00:00:06.099958,0.28952109623784883,4096,7.804048693974603e-05,cosine_warmup,0.15634996070009427,1024,8,2,adam,6.0,0.00277923262956442,0.6135459183673471,,,,PRUNED
120,0.9490433673469388,2026-04-20 20:04:41.648493,2026-04-20 20:06:38.947602,0 days 00:01:57.299109,0.18000363145170262,1024,0.00030213608321938526,cosine_warmup,0.40889627706729,1024,4,8,adam,8.0,0.00020887344718089362,0.9370918367346939,0.9501020408163265,,,COMPLETE
121,0.931798469387755,2026-04-20 20:06:39.095344,2026-04-20 20:07:08.799114,0 days 00:00:29.703770,0.4644036516324136,1024,0.000727894647865255,cosine_warmup,0.30625070320485154,256,4,10,adam,8.0,0.006393386588300113,0.931798469387755,,,,PRUNED
122,0.9414923469387755,2026-04-20 20:07:08.930503,2026-04-20 20:08:30.017076,0 days 00:01:21.086573,0.1877013774572765,1024,0.00013109872278615255,constant,0.3568285614784769,1024,4,7,adam,,0.001136499072030658,0.9190561224489796,0.9352678571428571,0.9414923469387755,,PRUNED
123,0.9313265306122449,2026-04-20 20:08:30.145963,2026-04-20 20:08:59.278745,0 days 00:00:29.132782,0.24350041612337459,1024,0.001354855971499847,cosine_warmup,0.4751726843324897,1024,4,8,adam,8.0,0.0004734086098766603,0.9313265306122449,,,,PRUNED
124,0.9113010204081633,2026-04-20 20:08:59.441198,2026-04-20 20:09:49.517381,0 days 00:00:50.076183,0.14744987151212458,4096,1.2294931125307108e-05,cosine_warmup,0.20997672249902144,512,8,11,adamw,8.0,0.0011446087445696192,0.9113010204081633,,,,PRUNED
125,0.9312882653061225,2026-04-20 20:09:49.710309,2026-04-20 20:10:25.682006,0 days 00:00:35.971697,0.08950892083557237,3072,0.00012166727871130694,constant,0.17649633666740006,512,8,8,adam,,1.824348583748399e-05,0.9312882653061225,,,,PRUNED
126,0.7646301020408163,2026-04-20 20:10:25.869563,2026-04-20 20:10:32.089355,0 days 00:00:06.219792,0.22562878375598536,1024,0.00012123341048056911,cosine_warmup,0.43021752645160605,1024,4,8,adamw,7.0,0.00013309659496829666,0.7646301020408163,,,,PRUNED
127,0.6422448979591837,2026-04-20 20:10:32.257881,2026-04-20 20:10:39.885138,0 days 00:00:07.627257,0.20555864157852413,2048,4.924408841887597e-05,cosine_warmup,0.49180050199154224,256,8,10,adam,9.0,5.7948848459219036e-05,0.6422448979591837,,,,PRUNED
128,0.9456249999999999,2026-04-20 20:10:40.055895,2026-04-20 20:12:32.413577,0 days 00:01:52.357682,0.16681863177813344,2048,0.0003136268647249366,cosine,0.37200269002927977,1024,8,12,adam,,2.2153992476028782e-05,0.9456249999999999,,,,PRUNED
129,0.9319132653061225,2026-04-20 20:12:32.591923,2026-04-20 20:13:04.057911,0 days 00:00:31.465988,0.13071501881736328,2048,4.4172776678971845e-05,constant,0.33562287010191383,512,4,8,adam,,0.00014063244281325277,0.862563775510204,0.9130229591836735,0.9319132653061225,,PRUNED
130,0.9277551020408163,2026-04-20 20:13:04.211398,2026-04-20 20:13:37.554215,0 days 00:00:33.342817,0.1986831195044543,2048,6.44857582025758e-05,cosine_warmup,0.411719646277677,1024,4,9,adam,7.0,0.002684008304964595,0.9277551020408163,,,,PRUNED
131,0.9334056122448979,2026-04-20 20:13:37.729612,2026-04-20 20:14:06.993232,0 days 00:00:29.263620,0.36428526416074863,1024,0.00015582063607988623,cosine_warmup,0.25588190797117166,1024,4,6,adam,8.0,0.0031837446340315097,0.8963775510204082,0.9334056122448979,,,PRUNED
132,0.8166836734693877,2026-04-20 20:14:07.158101,2026-04-20 20:14:19.096646,0 days 00:00:11.938545,0.3549802199982631,4096,0.0005788085937911691,cosine_warmup,0.22102956354600384,1024,4,3,adam,3.0,6.114347177015397e-05,0.8166836734693877,,,,PRUNED
133,0.9162244897959184,2026-04-20 20:14:19.260813,2026-04-20 20:14:49.231408,0 days 00:00:29.970595,0.12461136231086392,1024,1.4423120681311465e-05,cosine_warmup,0.2510732127162874,256,8,10,adam,5.0,0.00040833768896310823,0.9162244897959184,,,,PRUNED
134,0.7702933673469389,2026-04-20 20:14:49.382591,2026-04-20 20:15:01.379526,0 days 00:00:11.996935,0.3769442504532855,4096,1.3850131318860023e-05,cosine,0.12396365154251288,128,4,3,adam,,0.0013508977145729778,0.7702933673469389,,,,PRUNED
135,0.8776658163265306,2026-04-20 20:15:01.547648,2026-04-20 20:15:13.611802,0 days 00:00:12.064154,0.19954662939859097,1024,3.755220195063057e-05,cosine_warmup,0.42326107738750074,1024,4,8,adam,3.0,0.00013146781295373438,0.8776658163265306,,,,PRUNED
136,0.646594387755102,2026-04-20 20:15:13.771447,2026-04-20 20:15:20.128461,0 days 00:00:06.357014,0.09285862294340382,1024,7.209093339021387e-05,cosine_warmup,0.39339747882826637,256,8,9,adamw,4.0,0.007192653351046493,0.646594387755102,,,,PRUNED
137,0.7432525510204083,2026-04-20 20:15:20.291108,2026-04-20 20:15:28.018531,0 days 00:00:07.727423,0.05989320134297141,2048,4.817226778722466e-05,cosine_warmup,0.23338816351852257,1024,4,10,adam,3.0,8.719347017964934e-05,0.7432525510204083,,,,PRUNED
138,0.9544387755102042,2026-04-20 20:15:28.230739,2026-04-20 20:17:30.275936,0 days 00:02:02.045197,0.2633531458161589,1024,0.0003240099597356709,constant,0.16771171324811882,128,8,10,adam,,9.62035565367408e-05,0.9526530612244898,,,,COMPLETE
139,0.6475382653061224,2026-04-20 20:17:30.451986,2026-04-20 20:17:39.099350,0 days 00:00:08.647364,0.14817492618740183,2048,0.0001035949634868781,cosine_warmup,0.25771009874293993,512,8,12,adam,9.0,0.0001973384333989471,0.6475382653061224,,,,PRUNED
140,0.5133992346938775,2026-04-20 20:17:39.264618,2026-04-20 20:17:45.723964,0 days 00:00:06.459346,0.15867546445728936,1024,0.0015841384462040307,constant,0.13449511382094576,128,8,9,adam,,0.0004663748305616755,0.5133992346938775,,,,PRUNED
141,0.6446428571428571,2026-04-20 20:17:45.893190,2026-04-20 20:17:52.167307,0 days 00:00:06.274117,0.2901585030171482,4096,0.0016751281477163094,constant,0.12399448425943169,1024,4,2,adam,,0.00427587783633294,0.6446428571428571,,,,PRUNED
142,0.9304209183673469,2026-04-20 20:17:52.350515,2026-04-20 20:18:22.267472,0 days 00:00:29.916957,0.31899903019089887,1024,0.00021995828483737599,constant,0.16062671584316413,128,8,10,adam,,0.00014497534809961178,0.9054591836734694,0.9304209183673469,,,PRUNED
143,0.9025255102040818,2026-04-20 20:18:22.424240,2026-04-20 20:18:36.952892,0 days 00:00:14.528652,0.08316712975524766,2048,2.3146627084606587e-05,constant,0.31076675445580143,1024,8,10,adamw,,0.0007976387745298718,0.8702423469387756,0.9025255102040818,,,PRUNED
144,0.6551147959183674,2026-04-20 20:18:37.109734,2026-04-20 20:18:45.491169,0 days 00:00:08.381435,0.2819279733155622,2048,7.4186297929739e-05,cosine_warmup,0.28154787300067086,512,4,12,adam,4.0,0.009056308647214368,0.6551147959183674,,,,PRUNED
145,0.9302678571428571,2026-04-20 20:18:45.668165,2026-04-20 20:19:25.411525,0 days 00:00:39.743360,0.1349385561981486,2048,2.481755699381767e-05,cosine,0.5357882500467012,256,8,12,adam,,1.153393676223603e-05,0.9302678571428571,,,,PRUNED
146,0.8254081632653061,2026-04-20 20:19:25.587520,2026-04-20 20:19:38.868374,0 days 00:00:13.280854,0.03696992983416493,2048,3.1661207824974156e-05,cosine_warmup,0.26291328722171503,256,8,8,adamw,7.0,0.000934432301617245,0.8254081632653061,,,,PRUNED
147,0.9006377551020407,2026-04-20 20:19:39.038536,2026-04-20 20:19:55.521258,0 days 00:00:16.482722,0.27566815214142126,2048,6.180260405855983e-05,constant,0.48773277543774474,256,8,12,adam,,3.1085107816807354e-06,0.8473852040816326,0.9006377551020407,,,PRUNED
148,0.9521301020408164,2026-04-20 20:19:55.706544,2026-04-20 20:21:53.949459,0 days 00:01:58.242915,0.17931809462688963,1024,0.0005570290677887123,cosine,0.39841602051756453,128,4,9,adam,,7.073195054568212e-05,0.9493239795918367,,,,COMPLETE
149,0.8029846938775511,2026-04-20 20:21:54.088794,2026-04-20 20:22:01.828297,0 days 00:00:07.739503,0.42914320583502297,3072,0.00010285397979311844,cosine_warmup,0.15912132933649034,128,8,8,adam,6.0,5.7540724878543415e-05,0.8029846938775511,,,,PRUNED
150,0.8109821428571429,2026-04-20 20:22:02.005925,2026-04-20 20:22:31.347838,0 days 00:00:29.341913,0.19452157716000912,1024,0.0006557180281756549,cosine,0.3326401342208651,128,4,8,adam,,5.6489392899153175e-05,0.8109821428571429,,,,PRUNED
151,0.5195918367346939,2026-04-20 20:22:31.511340,2026-04-20 20:22:39.908291,0 days 00:00:08.396951,0.15260368856692025,2048,0.003677975484132479,constant,0.18653599772249224,512,8,12,adam,,0.00035109343269523367,0.5195918367346939,,,,PRUNED
152,0.6457270408163266,2026-04-20 20:22:40.084013,2026-04-20 20:22:47.146768,0 days 00:00:07.062755,0.13916789836869825,1024,0.0003360243269112707,cosine_warmup,0.5186155599701087,128,4,12,adam,3.0,1.2182301146082219e-05,0.6457270408163266,,,,PRUNED
153,0.8734821428571429,2026-04-20 20:22:47.308649,2026-04-20 20:23:09.520130,0 days 00:00:22.211481,0.005563819889199531,4096,2.7287717284746584e-05,cosine_warmup,0.10001555938976983,256,4,12,adam,8.0,6.597580242751486e-05,0.8734821428571429,,,,PRUNED
154,0.7854719387755101,2026-04-20 20:23:09.710756,2026-04-20 20:23:16.122042,0 days 00:00:06.411286,0.13985094041429072,1024,0.00019333695067224512,cosine,0.5072413763033345,128,4,10,adamw,,7.156489730199572e-05,0.7854719387755101,,,,PRUNED
155,0.7514030612244899,2026-04-20 20:23:16.287784,2026-04-20 20:23:23.506032,0 days 00:00:07.218248,0.08571497180428826,3072,0.00011985563918046187,cosine_warmup,0.36394078448452727,1024,4,7,adam,3.0,6.926998933026061e-05,0.7514030612244899,,,,PRUNED
156,0.795484693877551,2026-04-20 20:23:23.679580,2026-04-20 20:23:55.238883,0 days 00:00:31.559303,0.20526701954190227,1024,0.0012348230999307873,cosine,0.39642434671349064,512,4,11,adam,,8.091123741655233e-05,0.795484693877551,,,,PRUNED
157,0.6041581632653061,2026-04-20 20:23:55.405681,2026-04-20 20:24:02.441826,0 days 00:00:07.036145,0.01937379691867188,1024,7.39989000779359e-05,cosine_warmup,0.3380691070150308,512,8,12,adam,4.0,0.0010487924923766286,0.6041581632653061,,,,PRUNED
158,0.7869642857142856,2026-04-20 20:24:02.597914,2026-04-20 20:24:19.353153,0 days 00:00:16.755239,0.044767021821642786,2048,4.2846400082185686e-05,cosine_warmup,0.22765513954394243,512,16,12,adam,9.0,0.0048872324120608065,0.7869642857142856,,,,PRUNED
159,0.7573341836734694,2026-04-20 20:24:19.523020,2026-04-20 20:24:32.650941,0 days 00:00:13.127921,0.13776880942815306,2048,2.7648118105919047e-05,cosine_warmup,0.30300393052363406,512,4,8,adam,7.0,0.0008886529412240831,0.7573341836734694,,,,PRUNED
160,0.631422193877551,2026-04-20 20:24:32.820253,2026-04-20 20:24:39.064140,0 days 00:00:06.243887,0.23704051605573523,1024,0.001277573674189476,cosine,0.4947198080770955,256,4,6,adam,,2.2713647475499594e-05,0.631422193877551,,,,PRUNED
161,0.9429464285714285,2026-04-20 20:24:39.219526,2026-04-20 20:26:11.028847,0 days 00:01:31.809321,0.015464998548004052,1024,0.0004796720927740061,constant,0.3930203678304957,1024,8,12,adam,,1.5328292646457123e-05,0.9322704081632652,0.9429464285714285,,,PRUNED
162,0.7534821428571429,2026-04-20 20:26:11.181385,2026-04-20 20:26:17.263255,0 days 00:00:06.081870,0.2916116835327857,4096,0.0003262069165702845,cosine_warmup,0.12297292787427308,1024,4,2,adam,5.0,0.009034377255612475,0.7534821428571429,,,,PRUNED
163,0.6510076530612244,2026-04-20 20:26:17.398898,2026-04-20 20:26:23.593140,0 days 00:00:06.194242,0.12393286404575818,1024,0.001173662043706098,constant,0.2229732256033623,1024,4,8,adam,,4.9554422688817426e-05,0.6510076530612244,,,,PRUNED
164,0.6767729591836734,2026-04-20 20:26:23.750390,2026-04-20 20:26:52.985635,0 days 00:00:29.235245,0.048246877995131755,1024,0.001858277945119672,constant,0.1710769016928456,1024,8,9,adamw,,2.2363601742260975e-05,0.6767729591836734,,,,PRUNED
165,0.7961288265306122,2026-04-20 20:26:53.143528,2026-04-20 20:26:59.447053,0 days 00:00:06.303525,0.11429399325506048,1024,0.00034032767502416197,constant,0.19764931552672238,512,8,10,adam,,5.416678540495145e-05,0.7961288265306122,,,,PRUNED
166,0.8670663265306124,2026-04-20 20:26:59.610832,2026-04-20 20:27:15.412019,0 days 00:00:15.801187,0.3256051368744258,3072,0.00031974493533217375,cosine_warmup,0.3969430393462,1024,4,9,adam,3.0,0.008749178633486203,0.8670663265306124,,,,PRUNED
167,0.944438775510204,2026-04-20 20:27:15.584994,2026-04-20 20:28:36.611717,0 days 00:01:21.026723,0.20714598305465184,1024,0.0002762942895826661,cosine,0.37508928826923765,1024,4,9,adam,,5.000945065127697e-06,0.9394642857142858,0.944438775510204,,,PRUNED
168,0.9451913265306122,2026-04-20 20:28:36.775603,2026-04-20 20:29:57.076357,0 days 00:01:20.300754,0.022988916680707627,1024,0.0008575334483760634,constant,0.23514887319609884,1024,8,5,adam,,2.5881779460212075e-05,0.934579081632653,0.9451913265306122,,,PRUNED
169,0.8383418367346938,2026-04-20 20:29:57.241905,2026-04-20 20:30:09.142560,0 days 00:00:11.900655,0.39195805288686036,1024,0.0002885016766125416,cosine,0.5188749259688368,128,4,9,adam,,0.0005615843886554798,0.8383418367346938,,,,PRUNED
170,0.9042729591836733,2026-04-20 20:30:09.298373,2026-04-20 20:30:21.297228,0 days 00:00:11.998855,0.25229741163784664,3072,7.169423027203182e-05,constant,0.20937551134742544,1024,8,5,adam,,0.00018697120050438794,0.8694005102040817,0.9042729591836733,,,PRUNED
171,0.7170216836734694,2026-04-20 20:30:21.462453,2026-04-20 20:30:36.719571,0 days 00:00:15.257118,0.09347123874420676,4096,0.0006462346439634377,constant,0.19559278646921935,1024,8,7,adam,,1.8333022283081403e-06,0.7170216836734694,,,,PRUNED
172,0.9111989795918367,2026-04-20 20:30:36.896137,2026-04-20 20:30:53.839113,0 days 00:00:16.942976,0.42669153702546714,4096,0.0002639834146903952,cosine_warmup,0.1592869805808974,1024,16,8,adam,4.0,0.005320579087962067,0.8367857142857144,0.9111989795918367,,,PRUNED
173,0.9014668367346939,2026-04-20 20:30:54.033671,2026-04-20 20:31:06.055753,0 days 00:00:12.022082,0.026297161048190052,1024,0.0009732956659856823,cosine_warmup,0.36667342166881,256,8,9,adam,4.0,0.00025776435939978316,0.8329209183673469,0.9014668367346939,,,PRUNED
174,0.9485841836734694,2026-04-20 20:31:06.205673,2026-04-20 20:32:26.761104,0 days 00:01:20.555431,0.12088950377673395,1024,0.0003103978293730503,cosine_warmup,0.4308493018553975,1024,4,5,adam,4.0,5.5879847661233175e-06,0.9171938775510204,0.9380739795918368,0.9485841836734694,,PRUNED
175,0.766377551020408,2026-04-20 20:32:26.913238,2026-04-20 20:32:33.100441,0 days 00:00:06.187203,0.20057667843550578,1024,0.002140805649431293,cosine_warmup,0.4916733391199441,1024,8,7,adam,5.0,3.7977642956171296e-06,0.766377551020408,,,,PRUNED
176,0.9459438775510205,2026-04-20 20:32:33.265061,2026-04-20 20:33:54.033449,0 days 00:01:20.768388,0.24054729298315183,2048,0.00013016550337304508,cosine_warmup,0.4523018920041008,1024,4,4,adam,3.0,3.237645579179152e-06,0.8819515306122448,0.9359566326530612,0.9459438775510205,,PRUNED
177,0.9443622448979592,2026-04-20 20:33:54.164626,2026-04-20 20:35:14.551078,0 days 00:01:20.386452,0.08805589011024115,1024,0.00034551816035669494,cosine_warmup,0.3242988454524983,1024,4,5,adam,7.0,1.348289689997824e-06,0.9115561224489797,0.9404974489795919,0.9443622448979592,,PRUNED
178,0.9440051020408163,2026-04-20 20:35:14.700684,2026-04-20 20:36:33.900004,0 days 00:01:19.199320,0.12857253983274985,1024,0.0001471618495822245,cosine_warmup,0.5852255404058792,1024,4,2,adam,4.0,1.714577923185252e-06,0.9377933673469387,0.9440051020408163,,,PRUNED
179,0.9540688775510204,2026-04-20 20:36:34.059576,2026-04-20 20:38:30.981929,0 days 00:01:56.922353,0.17368010398336428,1024,0.00026777645380258905,cosine_warmup,0.44438898266377325,1024,16,6,adam,10.0,7.079781318529977e-06,0.9360204081632653,0.9525127551020408,,,COMPLETE
180,0.9049362244897958,2026-04-20 20:38:31.110800,2026-04-20 20:38:44.736574,0 days 00:00:13.625774,0.26181580655566394,3072,0.00018912874199034552,constant,0.10497178868901949,128,8,7,adam,,0.00014860208911338194,0.8353571428571428,0.9049362244897958,,,PRUNED
181,0.9338010204081633,2026-04-20 20:38:44.887813,2026-04-20 20:39:13.582795,0 days 00:00:28.694982,0.13415899992570415,1024,0.0006801573780154433,cosine_warmup,0.5101472333111974,1024,16,3,adam,10.0,2.1740036311521225e-05,0.9078571428571428,0.9338010204081633,,,PRUNED
182,0.9310586734693878,2026-04-20 20:39:13.710011,2026-04-20 20:39:43.378321,0 days 00:00:29.668310,0.06065022959771721,1024,0.0013925888255842444,cosine_warmup,0.37176279129166906,1024,4,10,adam,10.0,2.023090196291917e-05,0.9310586734693878,,,,PRUNED
183,0.9331887755102041,2026-04-20 20:39:43.555689,2026-04-20 20:40:12.557319,0 days 00:00:29.001630,0.22180530505401644,1024,0.0002546273588342078,cosine_warmup,0.4365015821639182,512,16,5,adam,10.0,5.549042975690927e-05,0.9331887755102041,,,,PRUNED
184,0.9466326530612243,2026-04-20 20:40:12.703882,2026-04-20 20:41:33.082738,0 days 00:01:20.378856,0.09850544018943229,1024,0.00016723021078162207,cosine_warmup,0.3588269390961646,1024,16,7,adam,9.0,1.4064445752749927e-05,0.9348852040816327,0.9466326530612243,,,PRUNED
185,0.9287627551020408,2026-04-20 20:41:33.241857,2026-04-20 20:42:02.354279,0 days 00:00:29.112422,0.016169472450652783,1024,4.39205778042167e-05,cosine_warmup,0.2960983863506314,1024,16,6,adam,9.0,2.4342043172548515e-05,0.9287627551020408,,,,PRUNED
186,0.7939668367346938,2026-04-20 20:42:02.512672,2026-04-20 20:42:15.224765,0 days 00:00:12.712093,0.18943746413575802,1024,0.00037905681015066033,cosine,0.5395505606924367,128,4,11,adam,,2.853211984741738e-05,0.7939668367346938,,,,PRUNED
187,0.9275382653061225,2026-04-20 20:42:15.382941,2026-04-20 20:42:44.545074,0 days 00:00:29.162133,0.09720265034801695,2048,6.0698016416747147e-05,cosine_warmup,0.5999652347225622,1024,16,6,adam,9.0,3.6297806593237735e-06,0.9275382653061225,,,,PRUNED
188,0.7585714285714287,2026-04-20 20:42:44.699967,2026-04-20 20:43:26.085403,0 days 00:00:41.385436,0.1091296357260404,4096,0.0027049833636456915,cosine_warmup,0.23735490455736877,1024,16,8,adam,10.0,1.8354936200328064e-05,0.894859693877551,0.7585714285714287,,,PRUNED
189,0.9351530612244898,2026-04-20 20:43:26.268233,2026-04-20 20:43:55.651646,0 days 00:00:29.383413,0.24067817893238463,1024,0.0003629905369679113,cosine_warmup,0.418087436943589,1024,16,7,adam,9.0,3.521184503145336e-05,0.9136607142857143,0.9351530612244898,,,PRUNED
190,0.9351275510204082,2026-04-20 20:43:55.799609,2026-04-20 20:44:24.973658,0 days 00:00:29.174049,0.29766926717046,1024,0.00016062725242439567,cosine_warmup,0.514520121217334,1024,4,7,adam,8.0,4.866643711100246e-06,0.8881249999999999,0.9351275510204082,,,PRUNED
191,0.7943494897959184,2026-04-20 20:44:25.128753,2026-04-20 20:44:32.999039,0 days 00:00:07.870286,0.1540324096585483,2048,0.0003168864083984458,cosine,0.5703047485284001,512,8,11,adam,,9.302113669122412e-06,0.7943494897959184,,,,PRUNED
192,0.613813775510204,2026-04-20 20:44:33.157681,2026-04-20 20:44:41.480342,0 days 00:00:08.322661,0.023055538534664882,2048,1.6693104747848515e-05,cosine_warmup,0.2695833184555197,1024,8,12,adamw,8.0,0.0023681623505747897,0.613813775510204,,,,PRUNED
193,0.7123214285714285,2026-04-20 20:44:41.654249,2026-04-20 20:44:48.907682,0 days 00:00:07.253433,0.20584558153895216,3072,0.00015765761417103625,cosine_warmup,0.3448813493809745,1024,16,7,adam,7.0,1.998137701335014e-06,0.7123214285714285,,,,PRUNED
194,0.657295918367347,2026-04-20 20:44:49.082590,2026-04-20 20:44:56.122616,0 days 00:00:07.040026,0.01333993735628303,2048,0.00019635218632172,cosine_warmup,0.24841312921286826,512,8,9,adam,10.0,0.00219020510425771,0.657295918367347,,,,PRUNED
195,0.7699426020408163,2026-04-20 20:44:56.274639,2026-04-20 20:45:10.658649,0 days 00:00:14.384010,0.06359414777813137,2048,0.0007925076945693173,cosine,0.19093045972664485,256,8,10,adam,,8.13730930411354e-05,0.7699426020408163,,,,PRUNED
196,0.9308801020408164,2026-04-20 20:45:10.828885,2026-04-20 20:45:40.046616,0 days 00:00:29.217731,0.09276321583531495,1024,0.0011450426009589477,cosine_warmup,0.49083285240412,1024,4,6,adam,3.0,1.0804086601646551e-05,0.905701530612245,0.9308801020408164,,,PRUNED
197,0.787704081632653,2026-04-20 20:45:40.188791,2026-04-20 20:45:47.073447,0 days 00:00:06.884656,0.29196876451808973,1024,0.0005480070008776621,cosine,0.17369023367365086,128,8,12,adam,,1.8100309957790028e-05,0.787704081632653,,,,PRUNED
198,0.946811224489796,2026-04-20 20:45:47.234779,2026-04-20 20:47:07.626758,0 days 00:01:20.391979,0.14360418902708255,1024,0.0014136015083371068,cosine_warmup,0.358564928139948,1024,16,7,adam,6.0,2.667022509369892e-06,0.946811224489796,,,,PRUNED
199,0.8108163265306121,2026-04-20 20:47:07.785972,2026-04-20 20:47:14.327450,0 days 00:00:06.541478,0.12379913376161558,1024,0.00018418763471801577,cosine_warmup,0.3332549064050436,1024,16,10,adam,6.0,3.7578898300052887e-06,0.8108163265306121,,,,PRUNED
