number,value,datetime_start,datetime_complete,duration,params_gru_dropout,params_gru_num_layers,params_hidden_dim,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_optimizer_type,params_warmup_epochs,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
103,0.8025255102040816,2026-04-20 22:48:20.504982,2026-04-20 22:48:43.675979,0 days 00:00:23.170997,0.2576050836517834,4,2048,2.0885682143095398e-05,cosine,0.14438745959026028,1024,adam,,3.4625018629969384e-06,0.8025255102040816,,,,PRUNED
104,0.5817219387755102,2026-04-20 22:48:43.944003,2026-04-20 22:48:50.281704,0 days 00:00:06.337701,0.484407407244978,1,1024,9.701265777151923e-05,cosine_warmup,0.44145681760718736,128,adam,3.0,3.853052384695887e-05,0.5817219387755102,,,,PRUNED
105,0.9184183673469388,2026-04-20 22:48:50.416744,2026-04-20 22:49:19.761073,0 days 00:00:29.344329,0.5804750786933071,1,1024,7.770543576127943e-05,cosine_warmup,0.5597229854949871,128,adam,5.0,3.6839578375837125e-06,0.9184183673469388,,,,PRUNED
106,0.7446683673469388,2026-04-20 22:49:19.897181,2026-04-20 22:49:26.915971,0 days 00:00:07.018790,0.3851134705281047,3,1024,1.2994089331062028e-05,cosine,0.46529723783585963,1024,adam,,1.9505068189915767e-06,0.7446683673469388,,,,PRUNED
107,0.9107270408163265,2026-04-20 22:49:27.060636,2026-04-20 22:50:10.591531,0 days 00:00:43.530895,0.5866185673117023,4,2048,7.360907660990227e-05,cosine,0.4963252660417256,1024,adam,,1.2865554215663991e-06,0.9107270408163265,,,,PRUNED
108,0.817857142857143,2026-04-20 22:50:10.871479,2026-04-20 22:50:23.077214,0 days 00:00:12.205735,0.5067731675716487,3,512,3.5980429686124475e-05,cosine,0.37380991785068907,256,adam,,3.4739850026779907e-06,0.817857142857143,,,,PRUNED
109,0.8281505102040816,2026-04-20 22:50:23.200395,2026-04-20 22:50:52.178839,0 days 00:00:28.978444,0.5703928847356908,1,128,6.399028004969782e-05,cosine_warmup,0.4701819646864063,512,adam,5.0,2.3073526276981877e-05,0.8281505102040816,,,,PRUNED
110,0.9364413265306123,2026-04-20 22:50:52.301357,2026-04-20 22:51:21.468876,0 days 00:00:29.167519,0.10958412754815759,2,512,0.0005786744210212416,constant,0.2741788739178706,512,adam,,1.8138551017276693e-05,0.8953698979591836,0.9237117346938776,0.9364413265306123,,PRUNED
111,0.5152742346938775,2026-04-20 22:51:21.596160,2026-04-20 22:51:59.258212,0 days 00:00:37.662052,0.49987697179709417,4,1024,0.0019657206496330164,cosine,0.4175977721688819,128,adam,,2.2995285802407213e-06,0.5152742346938775,,,,PRUNED
112,0.5959119897959184,2026-04-20 22:51:59.404801,2026-04-20 22:52:05.542900,0 days 00:00:06.138099,0.08797623041760735,4,256,0.005187200578002165,constant,0.11360384625161754,512,adam,,0.0007530767070166535,0.5959119897959184,,,,PRUNED
113,0.5,2026-04-20 22:52:05.672286,2026-04-20 22:52:28.865434,0 days 00:00:23.193148,0.08535002872417581,4,2048,0.004474023692544375,cosine_warmup,0.1695484214318192,1024,adam,3.0,1.8507875647432114e-05,0.5,,,,PRUNED
114,0.9135969387755103,2026-04-20 22:52:29.164609,2026-04-20 22:53:12.486468,0 days 00:00:43.321859,0.21309761740363437,4,2048,0.00028450247094375004,constant,0.1368272600607104,512,adam,,0.0002040080375254405,0.8805867346938775,0.9135969387755103,,,PRUNED
115,0.5110140306122449,2026-04-20 22:53:12.758577,2026-04-20 22:54:56.576804,0 days 00:01:43.818227,0.20288344631972655,4,2048,0.004077969243953427,constant,0.24117500630042285,512,adam,,0.0012742036724857435,0.5110140306122449,,,,PRUNED
116,0.5547576530612245,2026-04-20 22:54:56.846635,2026-04-20 22:55:19.996319,0 days 00:00:23.149684,0.08261639109539443,4,2048,0.000930238141987784,constant,0.2910100590412061,512,adam,,0.00011846511295260252,0.5547576530612245,,,,PRUNED
117,0.8128571428571428,2026-04-20 22:55:20.269451,2026-04-20 22:55:32.409234,0 days 00:00:12.139783,0.1498255823549402,3,512,0.000132539261281119,cosine_warmup,0.1311918074102911,256,adam,6.0,1.3811261840241766e-06,0.8128571428571428,,,,PRUNED
118,0.8180739795918368,2026-04-20 22:55:32.543848,2026-04-20 22:56:16.048919,0 days 00:00:43.505071,0.4208507210053568,4,2048,1.6218496423540607e-05,constant,0.11960284705336571,1024,adam,,4.5980508886146327e-05,0.8180739795918368,,,,PRUNED
119,0.47066964285714286,2026-04-20 22:56:16.318528,2026-04-20 22:58:00.195400,0 days 00:01:43.876872,0.07721999236079055,4,2048,0.0018642040597159116,cosine_warmup,0.10359980202624208,512,adam,4.0,0.0007716788048637431,0.47066964285714286,,,,PRUNED
120,0.5773341836734693,2026-04-20 22:58:00.475043,2026-04-20 22:58:12.097029,0 days 00:00:11.621986,0.47432847298181974,1,256,0.00010223867190513101,cosine_warmup,0.5744506370246535,128,adam,7.0,0.00029337961492213667,0.5773341836734693,,,,PRUNED
121,0.9328826530612244,2026-04-20 22:58:12.234965,2026-04-20 22:58:41.362413,0 days 00:00:29.127448,0.32250629517918034,3,256,0.0004520083738019425,constant,0.2296216892838995,512,adam,,1.0316321535628772e-06,0.9169005102040817,0.9328826530612244,,,PRUNED
122,0.5178188775510204,2026-04-20 22:58:41.499234,2026-04-20 22:58:59.018305,0 days 00:00:17.519071,0.4500845840672981,3,2048,0.007216667387070139,constant,0.5697394814391389,256,adamw,,1.2038691239563745e-06,0.5178188775510204,,,,PRUNED
123,0.9439030612244897,2026-04-20 22:58:59.251021,2026-04-20 23:01:30.977669,0 days 00:02:31.726648,0.5180519582953785,2,2048,9.511322534185268e-05,constant,0.5056567137523353,256,adamw,,5.210064966886982e-06,0.9439030612244897,,,,PRUNED
124,0.9084311224489796,2026-04-20 23:01:31.161238,2026-04-20 23:02:14.502500,0 days 00:00:43.341262,0.10684581338734848,4,2048,0.00011162643704020965,constant,0.14797584563472882,128,adam,,3.939817459875382e-05,0.8538775510204082,0.9084311224489796,,,PRUNED
125,0.8125701530612245,2026-04-20 23:02:14.787432,2026-04-20 23:02:20.937609,0 days 00:00:06.150177,0.1023371215348535,3,512,8.460730397627555e-05,cosine,0.1624657914543041,512,adam,,1.0827030204879697e-06,0.8125701530612245,,,,PRUNED
126,0.5857334183673469,2026-04-20 23:02:21.073161,2026-04-20 23:02:27.170241,0 days 00:00:06.097080,0.4572087255941743,1,1024,1.591454789276544e-05,cosine,0.5232964182860559,128,adam,,7.2799233116522585e-06,0.5857334183673469,,,,PRUNED
127,0.5641454081632653,2026-04-20 23:02:27.307852,2026-04-20 23:02:33.377948,0 days 00:00:06.070096,0.46258629105520244,1,512,2.956895935509545e-05,cosine_warmup,0.5934847562271666,128,adam,5.0,1.1833942467498578e-05,0.5641454081632653,,,,PRUNED
128,0.6307015306122449,2026-04-20 23:02:33.507917,2026-04-20 23:02:45.409340,0 days 00:00:11.901423,0.526675064123697,1,1024,1.2102875533125338e-05,cosine_warmup,0.5912986761743518,1024,adam,3.0,2.6635367691516928e-05,0.6307015306122449,,,,PRUNED
129,0.885625,2026-04-20 23:02:45.531629,2026-04-20 23:02:57.399068,0 days 00:00:11.867439,0.0930078917225584,2,256,0.0006156791485392378,cosine_warmup,0.10059193589016593,1024,adam,7.0,3.061007729090539e-06,0.885625,,,,PRUNED
130,0.9181760204081633,2026-04-20 23:02:57.521504,2026-04-20 23:03:40.579321,0 days 00:00:43.057817,0.541751685833099,4,2048,0.00037565231178164377,constant,0.5122775718364113,256,adamw,,2.76855006968377e-06,0.868329081632653,0.9181760204081633,,,PRUNED
131,0.5111288265306122,2026-04-20 23:03:40.857220,2026-04-20 23:05:00.176811,0 days 00:01:19.319591,0.5612935648430769,3,2048,0.0020837829233286945,cosine,0.4073498910948008,128,adam,,1.5825941341011817e-06,0.5111288265306122,,,,PRUNED
132,0.5011415816326531,2026-04-20 23:05:00.407049,2026-04-20 23:05:06.596339,0 days 00:00:06.189290,0.5938749863047318,1,1024,2.112774943088847e-05,cosine_warmup,0.5812588363111063,128,adam,5.0,0.0004889261846103655,0.5011415816326531,,,,PRUNED
133,0.7141964285714285,2026-04-20 23:05:06.722512,2026-04-20 23:05:12.914797,0 days 00:00:06.192285,0.23341486295556046,3,512,0.0016043679831968193,constant,0.211724241422238,512,adamw,,4.0627508115435265e-06,0.7141964285714285,,,,PRUNED
134,0.9393622448979592,2026-04-20 23:05:13.029378,2026-04-20 23:06:34.208367,0 days 00:01:21.178989,0.16989961494160705,3,256,0.0009119394946270201,constant,0.12730254740742733,256,adam,,7.446579384848601e-06,0.9393622448979592,,,,PRUNED
135,0.4993622448979592,2026-04-20 23:06:34.339680,2026-04-20 23:06:46.266043,0 days 00:00:11.926363,0.16328524478387596,4,512,0.004220998101469525,constant,0.34234313296682645,512,adamw,,0.00016504138205387483,0.4993622448979592,,,,PRUNED
136,0.9461989795918367,2026-04-20 23:06:46.405555,2026-04-20 23:08:43.987524,0 days 00:01:57.581969,0.14343942556081346,3,512,0.0003342729042253932,constant,0.1704298644383052,512,adamw,,0.0001291308719715349,0.8892474489795918,0.9263137755102041,0.9401913265306122,0.9518622448979592,COMPLETE
137,0.9338775510204081,2026-04-20 23:08:44.130560,2026-04-20 23:09:13.445427,0 days 00:00:29.314867,0.07846851830512805,2,128,0.0005506114802494203,constant,0.17808609377261148,512,adamw,,6.684478714607773e-05,0.914311224489796,0.9338775510204081,,,PRUNED
138,0.9182397959183674,2026-04-20 23:09:13.568588,2026-04-20 23:09:46.377273,0 days 00:00:32.808685,0.5820127036253273,3,2048,0.0003800692413944606,cosine,0.5800364875444801,128,adamw,,4.689177044185746e-06,0.9027295918367346,0.9182397959183674,,,PRUNED
139,0.46883928571428574,2026-04-20 23:09:46.599753,2026-04-20 23:10:09.639653,0 days 00:00:23.039900,0.01723330931237875,4,2048,0.0018760023833104434,constant,0.23603320148626333,256,adam,,0.0014342912775738308,0.46883928571428574,,,,PRUNED
140,0.6845089285714285,2026-04-20 23:10:09.928354,2026-04-20 23:10:16.794400,0 days 00:00:06.866046,0.46607277477093,3,1024,1.2008046121041808e-05,constant,0.41780720416971484,256,adam,,4.6275709202364485e-05,0.6845089285714285,,,,PRUNED
141,0.9497704081632653,2026-04-20 23:10:16.934906,2026-04-20 23:11:37.600562,0 days 00:01:20.665656,0.2076849030801351,3,512,0.00012344408383287622,constant,0.2335861710339645,512,adamw,,4.471865385560653e-05,0.9167729591836735,0.9385969387755102,0.9497704081632653,,PRUNED
142,0.9062500000000001,2026-04-20 23:11:37.729078,2026-04-20 23:11:50.929022,0 days 00:00:13.199944,0.5538846543791182,3,1024,0.0008343947247813113,cosine,0.3196633851452364,256,adam,,2.87637525080681e-06,0.9062500000000001,,,,PRUNED
143,0.8182780612244898,2026-04-20 23:11:51.055938,2026-04-20 23:11:57.389820,0 days 00:00:06.333882,0.27175438000054014,3,512,9.430086698872375e-05,constant,0.2104178175232515,512,adamw,,5.539853593766348e-05,0.8182780612244898,,,,PRUNED
144,0.9351785714285714,2026-04-20 23:11:57.518535,2026-04-20 23:13:16.789844,0 days 00:01:19.271309,0.580282465822371,3,2048,0.0001331823899783379,cosine,0.33802954680622893,256,adam,,1.418703189913822e-05,0.922640306122449,0.9351785714285714,,,PRUNED
145,0.9399744897959185,2026-04-20 23:13:17.022498,2026-04-20 23:13:46.178162,0 days 00:00:29.155664,0.1550952941923984,3,512,0.00022771028545484875,constant,0.16908401796742495,512,adam,,2.1003095796527377e-06,0.8725765306122448,0.923954081632653,0.9399744897959185,,PRUNED
146,0.9336224489795919,2026-04-20 23:13:46.301965,2026-04-20 23:15:05.767145,0 days 00:01:19.465180,0.41987195758731954,3,2048,9.789064875315528e-05,cosine,0.4958804390918878,256,adam,,1.2550774255092546e-06,0.8835076530612246,0.9244260204081632,0.9336224489795919,,PRUNED
147,0.757780612244898,2026-04-20 23:15:05.990639,2026-04-20 23:15:48.942364,0 days 00:00:42.951725,0.47429622190383725,4,2048,0.0011626678268082068,cosine_warmup,0.44804477607616544,256,adamw,5.0,1.110207980959526e-06,0.757780612244898,,,,PRUNED
148,0.9480612244897959,2026-04-20 23:15:49.213351,2026-04-20 23:17:46.602506,0 days 00:01:57.389155,0.19742194295047186,3,512,0.00022098626634907734,constant,0.1882242912211696,512,adamw,,0.0013827691758583319,0.9201785714285714,0.9395280612244897,0.9509948979591836,,COMPLETE
149,0.7979209183673469,2026-04-20 23:17:46.717924,2026-04-20 23:17:58.784536,0 days 00:00:12.066612,0.15001398494888096,3,512,2.7258356678767904e-05,constant,0.24943438490712352,512,adamw,,0.007497281050765045,0.7979209183673469,,,,PRUNED
150,0.9485331632653061,2026-04-20 23:17:58.924445,2026-04-20 23:19:56.843828,0 days 00:01:57.919383,0.23209181920096755,3,512,0.0004169380806113976,constant,0.18258557197220193,512,adamw,,0.00439308675495788,0.9280357142857143,0.9398214285714286,0.9511479591836736,,COMPLETE
151,0.9491326530612245,2026-04-20 23:19:56.985026,2026-04-20 23:21:53.951415,0 days 00:01:56.966389,0.37551445497553426,3,512,0.0006761252395217747,constant,0.16016487565852133,512,adamw,,0.002481570037787623,0.9288775510204081,0.9405867346938775,0.9514795918367347,,COMPLETE
152,0.95,2026-04-20 23:21:54.078016,2026-04-20 23:23:15.276265,0 days 00:01:21.198249,0.25940824205584734,3,512,0.0006059291124689628,constant,0.11411560434867868,512,adamw,,0.0079859663116751,0.8891454081632653,0.9274107142857142,0.940829081632653,0.95,PRUNED
153,0.7159821428571429,2026-04-20 23:23:15.408961,2026-04-20 23:23:21.549560,0 days 00:00:06.140599,0.4333007230082419,4,256,5.1983772739278144e-05,cosine,0.4553295581126147,512,adam,,3.5713924652154232e-06,0.7159821428571429,,,,PRUNED
154,0.913954081632653,2026-04-20 23:23:21.676495,2026-04-20 23:23:33.870469,0 days 00:00:12.193974,0.27956857941794033,3,512,0.0009280844950194757,cosine,0.1837882128613054,512,adamw,,0.004336838360330558,0.913954081632653,,,,PRUNED
155,0.9357015306122449,2026-04-20 23:23:33.999883,2026-04-20 23:24:02.996040,0 days 00:00:28.996157,0.5545462688986901,2,512,0.0006096471327005703,constant,0.12634842505256802,512,adamw,,0.0034728920236354334,0.9022704081632653,0.9228061224489795,0.9357015306122449,,PRUNED
156,0.7160076530612245,2026-04-20 23:24:03.128755,2026-04-20 23:24:09.336369,0 days 00:00:06.207614,0.11990657757513129,3,512,0.0006014173720813638,constant,0.2591992796373448,512,adam,,0.0068517557536920655,0.7160076530612245,,,,PRUNED
157,0.9300510204081633,2026-04-20 23:24:09.472505,2026-04-20 23:24:38.630828,0 days 00:00:29.158323,0.2648097901504266,4,512,0.00016625360812971886,constant,0.13131711850018482,1024,adamw,,0.0005351685096993324,0.916454081632653,0.9300510204081633,,,PRUNED
158,0.6734630102040816,2026-04-20 23:24:38.753875,2026-04-20 23:24:50.653359,0 days 00:00:11.899484,0.10476541519518272,3,256,0.0001014780248034585,cosine_warmup,0.16649605953508056,512,adamw,10.0,0.0015127792477166056,0.6734630102040816,,,,PRUNED
159,0.9126020408163266,2026-04-20 23:24:50.783790,2026-04-20 23:25:02.624325,0 days 00:00:11.840535,0.26897472975619546,4,128,0.0011838276872273127,constant,0.13593760749846137,512,adamw,,0.0008352064499637785,0.9126020408163266,,,,PRUNED
160,0.9071045918367346,2026-04-20 23:25:02.753916,2026-04-20 23:25:14.786765,0 days 00:00:12.032849,0.43966225199778697,4,512,0.00011563765455060297,constant,0.2431460971304728,512,adamw,,0.005743333382717029,0.9071045918367346,,,,PRUNED
161,0.9145025510204081,2026-04-20 23:25:14.913967,2026-04-20 23:25:26.757265,0 days 00:00:11.843298,0.08601458081947844,3,512,0.0009170511835444109,constant,0.1676635059392195,512,adamw,,0.00026456413770085913,0.8523979591836734,0.9145025510204081,,,PRUNED
162,0.9402933673469388,2026-04-20 23:25:26.886913,2026-04-20 23:26:47.796782,0 days 00:01:20.909869,0.349779252463261,3,256,0.0015455596881477818,constant,0.22199229314151173,512,adamw,,0.008250522008533188,0.9330867346938776,0.9402933673469388,,,PRUNED
163,0.8906505102040816,2026-04-20 23:26:47.920165,2026-04-20 23:27:03.348970,0 days 00:00:15.428805,0.1274357537407869,4,1024,0.0003699886316837159,constant,0.12728722233504192,512,adamw,,0.007883719494333257,0.8906505102040816,,,,PRUNED
164,0.9135714285714287,2026-04-20 23:27:03.491102,2026-04-20 23:27:15.406105,0 days 00:00:11.915003,0.2007006728573565,3,512,0.0005182622172277902,constant,0.2022554363521198,128,adamw,,0.0034177483748541724,0.9006122448979592,0.9135714285714287,,,PRUNED
165,0.9471938775510205,2026-04-20 23:27:15.528833,2026-04-20 23:29:13.222071,0 days 00:01:57.693238,0.274075764826236,3,512,0.00025177110749314625,constant,0.17552135964435164,512,adamw,,0.0019953237164070277,0.8796173469387756,0.9264413265306122,0.9406122448979591,0.9523214285714285,COMPLETE
166,0.5357015306122449,2026-04-20 23:29:13.351246,2026-04-20 23:29:19.577051,0 days 00:00:06.225805,0.4548946850967224,3,512,0.002172222463909261,constant,0.12565607440497495,256,adamw,,0.0005860669280723764,0.5357015306122449,,,,PRUNED
167,0.939234693877551,2026-04-20 23:29:19.704950,2026-04-20 23:29:48.786703,0 days 00:00:29.081753,0.2760534033612241,3,512,0.0005341656953345067,constant,0.26293805002864234,512,adamw,,0.0020034538145367754,0.8883163265306122,0.9271811224489797,0.939234693877551,,PRUNED
168,0.8104910714285715,2026-04-20 23:29:48.912957,2026-04-20 23:29:57.125897,0 days 00:00:08.212940,0.23940860877829095,4,1024,4.9396172953421434e-05,constant,0.1393203496286632,1024,adam,,6.023613939635119e-06,0.8104910714285715,,,,PRUNED
169,0.8341964285714286,2026-04-20 23:29:57.264544,2026-04-20 23:30:03.376486,0 days 00:00:06.111942,0.25347476345319436,1,512,0.00024994147726532616,constant,0.14951487123856913,512,adam,,1.293601931368746e-06,0.8341964285714286,,,,PRUNED
170,0.6349362244897959,2026-04-20 23:30:03.510803,2026-04-20 23:30:09.954489,0 days 00:00:06.443686,0.23553604530859018,2,1024,1.132274513019841e-05,cosine,0.4625632661113361,256,adam,,1.3208514658857643e-05,0.6349362244897959,,,,PRUNED
171,0.9382780612244898,2026-04-20 23:30:10.082538,2026-04-20 23:30:39.488576,0 days 00:00:29.406038,0.14936258650055903,3,256,0.002481683860015237,constant,0.14620409629020048,1024,adam,,2.368394084230547e-05,0.8948979591836735,0.924515306122449,0.9382780612244898,,PRUNED
172,0.9232015306122449,2026-04-20 23:30:39.618297,2026-04-20 23:30:51.731226,0 days 00:00:12.112929,0.39085725029875057,3,512,0.0011825017239698804,constant,0.17826350529881976,512,adamw,,0.00014291886089915867,0.8798086734693878,0.9232015306122449,,,PRUNED
173,0.9423469387755102,2026-04-20 23:30:51.857758,2026-04-20 23:32:49.906082,0 days 00:01:58.048324,0.2263221360301429,3,512,0.0003057390402316236,constant,0.10219004522421529,512,adamw,,0.001783547318578073,0.9516071428571429,,,,COMPLETE
174,0.9131760204081633,2026-04-20 23:32:50.039049,2026-04-20 23:33:02.281289,0 days 00:00:12.242240,0.41486013295301966,2,512,0.000197414556808445,constant,0.164839379669066,512,adam,,0.0005250442423772446,0.9131760204081633,,,,PRUNED
175,0.9217857142857143,2026-04-20 23:33:02.414965,2026-04-20 23:33:35.269744,0 days 00:00:32.854779,0.24944382287882538,3,2048,0.00010784232582922992,constant,0.15200850361381,256,adamw,,0.00130458316299839,0.8794260204081634,0.9217857142857143,,,PRUNED
176,0.9442984693877551,2026-04-20 23:33:35.514196,2026-04-20 23:35:33.929838,0 days 00:01:58.415642,0.059192170809208605,4,512,8.490846614864537e-05,constant,0.11031284571590227,512,adam,,0.0003113556123253171,0.9340561224489796,0.9445790816326531,,,COMPLETE
177,0.7589923469387755,2026-04-20 23:35:34.053603,2026-04-20 23:35:46.196670,0 days 00:00:12.143067,0.09640145767434276,3,512,2.0302506171248612e-05,constant,0.1781531796089274,512,adam,,0.0003227642544883573,0.7589923469387755,,,,PRUNED
178,0.8945663265306123,2026-04-20 23:35:46.320293,2026-04-20 23:35:58.097917,0 days 00:00:11.777624,0.33972544703479524,3,512,7.760103189285116e-05,constant,0.1057739423802428,512,adamw,,0.0011937014482207072,0.8945663265306123,,,,PRUNED
179,0.9169005102040817,2026-04-20 23:35:58.231742,2026-04-20 23:36:10.405501,0 days 00:00:12.173759,0.056932593956326515,3,512,0.00030350231901748895,constant,0.10596834566725793,1024,adam,,5.073740385464329e-05,0.8803188775510202,0.9169005102040817,,,PRUNED
180,0.9146045918367347,2026-04-20 23:36:10.522096,2026-04-20 23:36:23.605218,0 days 00:00:13.083122,0.4522954966327058,3,1024,0.0004381861885448038,constant,0.14730774877226752,512,adamw,,0.002674528766545109,0.8825510204081632,0.9146045918367347,,,PRUNED
181,0.9468239795918367,2026-04-20 23:36:23.734236,2026-04-20 23:38:21.494949,0 days 00:01:57.760713,0.14664258601322333,4,512,0.0003671237480193105,constant,0.11231600747898461,512,adam,,0.000151753176031146,0.9408928571428571,0.9459183673469388,,,COMPLETE
182,0.9001020408163265,2026-04-20 23:38:21.629878,2026-04-20 23:38:33.769043,0 days 00:00:12.139165,0.032492570032512616,4,512,0.0001420744351601533,constant,0.19455101692531218,512,adam,,0.0007629612985467777,0.9001020408163265,,,,PRUNED
183,0.7635969387755102,2026-04-20 23:38:33.891982,2026-04-20 23:38:39.969750,0 days 00:00:06.077768,0.19543422511770736,3,512,0.0002356179344262363,cosine_warmup,0.13340481799957293,512,adam,3.0,0.0006405515006999025,0.7635969387755102,,,,PRUNED
184,0.9342729591836735,2026-04-20 23:38:40.093198,2026-04-20 23:40:01.607541,0 days 00:01:21.514343,0.07615614705894558,4,512,2.7662774817814283e-05,cosine,0.11109269189773183,512,adam,,0.00048232606750340823,0.9342729591836735,,,,PRUNED
185,0.43615433673469384,2026-04-20 23:40:01.738027,2026-04-20 23:40:07.751943,0 days 00:00:06.013916,0.4844967817876264,2,256,2.0878731143777065e-05,cosine_warmup,0.5372344743791752,128,adam,7.0,5.487408737826356e-06,0.43615433673469384,,,,PRUNED
186,0.8184948979591836,2026-04-20 23:40:07.875021,2026-04-20 23:40:14.708810,0 days 00:00:06.833789,0.020479463187373315,3,1024,6.883990245213847e-05,constant,0.14464637083315912,128,adam,,1.0088939117207755e-06,0.8184948979591836,,,,PRUNED
187,0.6955229591836736,2026-04-20 23:40:14.842676,2026-04-20 23:41:35.924585,0 days 00:01:21.081909,0.5780525755633986,1,128,1.2719921786052354e-05,cosine_warmup,0.47617917047650715,128,adam,9.0,6.410885911766033e-06,0.6955229591836736,,,,PRUNED
188,0.9042346938775511,2026-04-20 23:41:36.058792,2026-04-20 23:41:48.378400,0 days 00:00:12.319608,0.16386942969967405,4,512,7.91580080240827e-05,constant,0.10918828926199887,512,adam,,0.00014453748724176172,0.9042346938775511,,,,PRUNED
189,0.7870025510204082,2026-04-20 23:41:48.511021,2026-04-20 23:41:54.831405,0 days 00:00:06.320384,0.1474677316758023,4,512,0.0008200121749037332,constant,0.10549667004108078,512,adam,,0.00017129579062664097,0.7870025510204082,,,,PRUNED
190,0.9159566326530613,2026-04-20 23:41:54.968076,2026-04-20 23:42:27.864064,0 days 00:00:32.895988,0.15336863621163863,3,2048,0.00020894393612265824,constant,0.24583546799239614,512,adamw,,0.0001591545950743552,0.8739413265306124,0.9159566326530613,,,PRUNED
191,0.7953826530612246,2026-04-20 23:42:28.106185,2026-04-20 23:42:34.214708,0 days 00:00:06.108523,0.09310905588571547,4,128,0.00021431245559623983,constant,0.11485971393523547,256,adam,,0.00010860918654387024,0.7953826530612246,,,,PRUNED
192,0.9187117346938776,2026-04-20 23:42:34.338866,2026-04-20 23:42:46.183300,0 days 00:00:11.844434,0.09312470974885648,4,256,0.0006276774761045558,constant,0.12443988654268244,128,adam,,6.467653076683888e-05,0.8989668367346938,0.9187117346938776,,,PRUNED
193,0.5472066326530612,2026-04-20 23:42:46.324519,2026-04-20 23:42:52.588097,0 days 00:00:06.263578,0.41066347739899867,4,512,0.0005849295983192341,constant,0.17611211943104396,512,adam,,0.008481435115784308,0.5472066326530612,,,,PRUNED
194,0.8504591836734694,2026-04-20 23:42:52.711610,2026-04-20 23:43:04.838134,0 days 00:00:12.126524,0.4510412550572163,2,2048,7.108180764261795e-05,cosine,0.4137002797210192,1024,adamw,,1.840174845588742e-06,0.8504591836734694,,,,PRUNED
195,0.8235714285714286,2026-04-20 23:43:05.022593,2026-04-20 23:43:28.229720,0 days 00:00:23.207127,0.1385142674458084,4,2048,3.950102466495686e-05,constant,0.1663078492018556,1024,adam,,2.7422890191122264e-06,0.8235714285714286,,,,PRUNED
196,0.8415688775510205,2026-04-20 23:43:28.522693,2026-04-20 23:43:34.735538,0 days 00:00:06.212845,0.29832501736509115,3,512,0.00022504229337829145,constant,0.1030870356350869,1024,adam,,2.403378186252661e-06,0.8415688775510205,,,,PRUNED
197,0.904311224489796,2026-04-20 23:43:34.858653,2026-04-20 23:43:46.990511,0 days 00:00:12.131858,0.5082406713742547,4,512,0.0014658067788324964,cosine_warmup,0.19466178248529678,512,adamw,5.0,0.0008999365536292909,0.904311224489796,,,,PRUNED
198,0.5331186224489796,2026-04-20 23:43:47.128363,2026-04-20 23:43:59.159956,0 days 00:00:12.031593,0.566353786300193,1,1024,1.3542178681595009e-05,cosine_warmup,0.5715928216235623,128,adam,7.0,1.9019512705027514e-05,0.5331186224489796,,,,PRUNED
199,0.7649744897959183,2026-04-20 23:43:59.291060,2026-04-20 23:44:22.372472,0 days 00:00:23.081412,0.2547104142818181,4,2048,1.790785270391762e-05,constant,0.16953299596452256,256,adam,,3.6939322592969483e-06,0.7649744897959183,,,,PRUNED
200,0.9378443877551021,2026-04-20 23:44:22.654029,2026-04-20 23:45:42.181965,0 days 00:01:19.527936,0.514366545745886,3,2048,0.0004759451218319282,cosine_warmup,0.31029079461426257,128,adam,3.0,1.2458477711696873e-06,0.9153061224489796,0.9378443877551021,,,PRUNED
201,0.47313775510204087,2026-04-20 23:45:42.431484,2026-04-20 23:46:05.537359,0 days 00:00:23.105875,0.23148259578800157,4,2048,0.004434621936902327,constant,0.10815791310568187,128,adam,,2.2126737049635054e-05,0.47313775510204087,,,,PRUNED
202,0.9203443877551021,2026-04-20 23:46:05.816553,2026-04-20 23:46:17.827490,0 days 00:00:12.010937,0.2460892816870917,2,512,0.000962539761694938,constant,0.16719454832239838,512,adamw,,0.005124781606296175,0.894247448979592,0.9203443877551021,,,PRUNED
203,0.9336607142857143,2026-04-20 23:46:17.959951,2026-04-20 23:46:46.883283,0 days 00:00:28.923332,0.013215233426192644,2,256,0.0006194129425551087,constant,0.21954021942982754,1024,adam,,2.4838130178741528e-06,0.8906377551020408,0.9258290816326531,0.9336607142857143,,PRUNED
204,0.9260714285714285,2026-04-20 23:46:47.013896,2026-04-20 23:47:16.388961,0 days 00:00:29.375065,0.2631246971882133,3,256,0.0001393248039991696,constant,0.1284490287523021,512,adamw,,0.0019580577331600917,0.9260714285714285,,,,PRUNED
205,0.7818494897959184,2026-04-20 23:47:16.525469,2026-04-20 23:47:28.385851,0 days 00:00:11.860382,0.14390079244927434,3,128,0.000441582246991329,cosine_warmup,0.15418258773723204,512,adamw,10.0,0.008616625966404627,0.7818494897959184,,,,PRUNED
206,0.9080102040816327,2026-04-20 23:47:28.531462,2026-04-20 23:47:58.516638,0 days 00:00:29.985176,0.5349176330358933,2,1024,2.275299728836739e-05,constant,0.5419529347245298,128,adam,,2.4664352232048592e-05,0.9080102040816327,,,,PRUNED
