number,value,datetime_start,datetime_complete,duration,params_attn_dropout,params_clip_layer,params_dim_feedforward,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_n_heads,params_num_layers,params_optimizer_type,params_warmup_epochs,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
219,0.947576530612245,2026-04-21 14:14:17.895121,2026-04-21 14:16:20.024040,0 days 00:02:02.128919,0.36717626031088213,block_16,1024,2.4289522772710338e-05,cosine,0.5771559664134447,128,8,8,adam,,7.875259255716203e-06,0.945625,,,,COMPLETE
220,0.7448852040816327,2026-04-21 14:16:20.163235,2026-04-21 14:16:26.552920,0 days 00:00:06.389685,0.4410918898938212,block_16,1024,2.6754238255523683e-05,cosine,0.5488031505909061,128,8,7,adam,,2.0432051993072574e-05,0.7448852040816327,,,,PRUNED
221,0.9456760204081632,2026-04-21 14:16:26.708766,2026-04-21 14:17:51.398981,0 days 00:01:24.690215,0.36238421263731674,block_16,1024,0.00037242212575588863,cosine,0.15883302943701094,512,16,9,adam,,0.0008470878400019342,0.9359311224489796,0.9456760204081632,,,PRUNED
222,0.9099107142857144,2026-04-21 14:17:51.571586,2026-04-21 14:18:03.937556,0 days 00:00:12.365970,0.4765955182217389,block_16,256,0.0006272857313444974,cosine_warmup,0.43946090855708697,1024,16,9,adam,6.0,0.0045143119592556,0.8739413265306122,0.9099107142857144,,,PRUNED
223,0.7326913265306123,2026-04-21 14:18:04.092026,2026-04-21 14:18:10.530062,0 days 00:00:06.438036,0.596520976574258,block_16,1024,0.00012795803356887648,cosine_warmup,0.43779302240554663,1024,16,9,adam,9.0,0.0026829104892185725,0.7326913265306123,,,,PRUNED
224,0.9329209183673469,2026-04-21 14:18:10.702592,2026-04-21 14:18:41.409754,0 days 00:00:30.707162,0.2671105290991605,block_16,512,3.5677101995230815e-05,cosine,0.5843597698248959,128,8,11,adam,,4.206603790357012e-05,0.8627423469387755,0.9109056122448981,0.9329209183673469,,PRUNED
225,0.9523214285714285,2026-04-21 14:18:41.563570,2026-04-21 14:20:42.776869,0 days 00:02:01.213299,0.5668057840945666,block_16,1024,0.00017655992658457517,cosine,0.18627966065850732,1024,16,6,adam,,0.00881164852878179,0.9189540816326531,0.937436224489796,0.9495663265306122,,COMPLETE
226,0.9502933673469387,2026-04-21 14:20:42.930765,2026-04-21 14:22:44.262617,0 days 00:02:01.331852,0.5183112732938812,block_16,1024,0.00014047526010722107,cosine,0.2015156151934849,1024,2,6,adam,,0.005088494803334677,0.8830357142857144,0.920548469387755,0.9373852040816327,0.9487755102040816,COMPLETE
227,0.9496811224489796,2026-04-21 14:22:44.400267,2026-04-21 14:24:46.367354,0 days 00:02:01.967087,0.5032188128309292,block_16,1024,0.00037871778571794084,cosine,0.17851534012670195,1024,16,6,adam,,0.001961959603727882,0.8772193877551021,0.9224107142857143,0.9370280612244898,0.9482270408163265,COMPLETE
228,0.9501658163265307,2026-04-21 14:24:46.517375,2026-04-21 14:26:48.506129,0 days 00:02:01.988754,0.5000294802799565,block_16,1024,0.00012717478622543488,cosine,0.24025718006757832,1024,2,6,adam,,0.002113752836619056,0.9190816326530612,0.938686224489796,0.9477295918367348,,COMPLETE
229,0.932155612244898,2026-04-21 14:26:48.635483,2026-04-21 14:27:18.995540,0 days 00:00:30.360057,0.5718071241834699,block_16,512,0.00022889961578643212,cosine,0.2768990472899638,1024,16,8,adam,,0.0015923633751153046,0.8737372448979591,0.9170025510204082,0.932155612244898,,PRUNED
230,0.9492219387755103,2026-04-21 14:27:19.137009,2026-04-21 14:29:21.790855,0 days 00:02:02.653846,0.5374120496143457,block_16,1024,8.50744614197759e-05,cosine,0.16826647666373262,1024,2,9,adam,,0.003050149447370579,0.9194260204081633,0.9363010204081632,0.9475892857142858,,COMPLETE
231,0.9341836734693877,2026-04-21 14:29:21.946650,2026-04-21 14:29:52.534793,0 days 00:00:30.588143,0.5904466133595876,block_16,1024,0.00031168872963553636,cosine,0.20032914806884874,1024,2,10,adam,,0.004765288928276042,0.8537372448979591,0.9150510204081632,0.9341836734693877,,PRUNED
232,0.9505102040816327,2026-04-21 14:29:52.689784,2026-04-21 14:31:53.371655,0 days 00:02:00.681871,0.5171640118576973,block_16,1024,6.497072041043584e-05,cosine,0.1918479595880923,1024,2,7,adam,,0.0003786524446759943,0.8649617346938775,0.9134821428571429,0.9375510204081632,0.9500892857142857,COMPLETE
233,0.8377295918367347,2026-04-21 14:31:53.509528,2026-04-21 14:31:59.800111,0 days 00:00:06.290583,0.45092695572520614,block_16,1024,9.998869237318558e-05,cosine,0.17793880414748456,512,2,6,adam,,0.008141903301551609,0.8377295918367347,,,,PRUNED
234,0.9356887755102041,2026-04-21 14:31:59.941160,2026-04-21 14:32:30.027490,0 days 00:00:30.086330,0.44852964454233213,block_16,1024,3.78646691469113e-05,cosine,0.17978327494102048,1024,2,8,adam,,0.0006320590738750975,0.9120918367346939,0.9356887755102041,,,PRUNED
235,0.9335586734693877,2026-04-21 14:32:30.184377,2026-04-21 14:33:00.288958,0 days 00:00:30.104581,0.3680596965618868,block_16,256,0.00013636672069030384,cosine,0.21452139433794046,1024,2,8,adam,,0.00923152564219395,0.8875765306122448,0.9208928571428571,0.9335586734693877,,PRUNED
236,0.934795918367347,2026-04-21 14:33:00.460472,2026-04-21 14:33:32.016629,0 days 00:00:31.556157,0.3773455180909414,block_16,1024,0.00012646264379251556,cosine,0.18353368267707076,1024,16,10,adam,,0.0063311774546411384,0.8487882653061225,0.9136096938775511,0.934795918367347,,PRUNED
237,0.9031122448979593,2026-04-21 14:33:32.171920,2026-04-21 14:33:44.359767,0 days 00:00:12.187847,0.5534543492062874,block_16,1024,0.0005954014655444665,cosine,0.10554212206999755,1024,16,6,adam,,0.00022421925699799136,0.9031122448979593,,,,PRUNED
238,0.8482142857142857,2026-04-21 14:33:44.516564,2026-04-21 14:33:53.199411,0 days 00:00:08.682847,0.38046202546575547,block_16,2048,4.883803659497428e-05,cosine,0.566493483171738,128,16,12,adam,,3.7194682863955505e-06,0.8482142857142857,,,,PRUNED
239,0.9107525510204082,2026-04-21 14:33:53.381399,2026-04-21 14:34:06.313433,0 days 00:00:12.932034,0.5620153866840685,block_16,2048,7.523944807236311e-05,cosine,0.16089905495131426,1024,2,8,adam,,0.004267127261639472,0.8546938775510204,0.9107525510204082,,,PRUNED
240,0.9480994897959184,2026-04-21 14:34:06.488360,2026-04-21 14:35:29.868809,0 days 00:01:23.380449,0.4714718828112486,block_16,1024,0.0002065728259810916,cosine,0.20872582876954943,1024,16,6,adam,,0.002166739979503049,0.8716836734693878,0.9233163265306122,0.938329081632653,0.9480994897959184,PRUNED
241,0.8266454081632653,2026-04-21 14:35:30.030054,2026-04-21 14:35:36.451525,0 days 00:00:06.421471,0.4869140056210907,block_12,1024,0.0001239759761753245,cosine,0.24619336446610512,512,16,8,adam,,0.00509636595196997,0.8266454081632653,,,,PRUNED
242,0.8311352040816327,2026-04-21 14:35:36.621761,2026-04-21 14:35:42.941483,0 days 00:00:06.319722,0.477913372963382,block_16,1024,0.00023385806788243956,cosine,0.3127702461402987,1024,2,6,adam,,0.0033154708878241398,0.8311352040816327,,,,PRUNED
243,0.8211607142857142,2026-04-21 14:35:43.073826,2026-04-21 14:35:49.521775,0 days 00:00:06.447949,0.41650997354486674,block_12,1024,0.00013309682195183215,cosine,0.2508448673218987,128,2,8,adam,,0.0071996719578669875,0.8211607142857142,,,,PRUNED
244,0.7202933673469387,2026-04-21 14:35:49.670966,2026-04-21 14:35:56.107182,0 days 00:00:06.436216,0.46605178903709205,block_16,2048,0.00022021498204550727,cosine_warmup,0.3602566827838814,1024,8,6,adam,12.0,0.0022437665324582315,0.7202933673469387,,,,PRUNED
245,0.9283673469387755,2026-04-21 14:35:56.268091,2026-04-21 14:36:26.433171,0 days 00:00:30.165080,0.5531620334251146,block_16,1024,0.00036711280445673826,cosine_warmup,0.43166043580287944,1024,8,6,adam,14.0,0.0038568191419160844,0.9283673469387755,,,,PRUNED
246,0.9446556122448979,2026-04-21 14:36:26.599253,2026-04-21 14:37:50.669171,0 days 00:01:24.069918,0.5539451925097937,block_16,512,7.093455619869913e-05,cosine,0.5571866268277627,1024,4,8,adam,,0.00011526526746870231,0.930561224489796,0.9446556122448979,,,PRUNED
247,0.8810331632653061,2026-04-21 14:37:50.819924,2026-04-21 14:38:29.075467,0 days 00:00:38.255543,0.5928065235945693,pre_proj,2048,4.7512999412663496e-05,constant,0.5005915812632667,1024,4,11,adam,,0.00010189996894394726,0.8810331632653061,,,,PRUNED
248,0.8916326530612245,2026-04-21 14:38:29.233464,2026-04-21 14:38:59.626127,0 days 00:00:30.392663,0.5182546137609932,pre_proj,1024,0.0002870517756746337,cosine,0.10667291602995607,1024,16,7,adam,,0.0026738894337798073,0.8916326530612245,,,,PRUNED
249,0.7879464285714286,2026-04-21 14:38:59.773299,2026-04-21 14:39:06.121456,0 days 00:00:06.348157,0.5774119976864746,block_16,1024,0.00045419603221854925,cosine,0.55478210067734,1024,8,7,adam,,0.0006727746581794139,0.7879464285714286,,,,PRUNED
250,0.8214285714285714,2026-04-21 14:39:06.267391,2026-04-21 14:39:12.651377,0 days 00:00:06.383986,0.5762162952558986,block_16,1024,0.0003286357739334742,constant,0.10243761202452117,128,16,7,adam,,0.00044442640576514007,0.8214285714285714,,,,PRUNED
251,0.9322576530612244,2026-04-21 14:39:12.795362,2026-04-21 14:39:43.246145,0 days 00:00:30.450783,0.46310894749142795,block_20,1024,5.0918869337977937e-05,cosine,0.1114035465378442,1024,2,8,adam,,0.004834170346109065,0.8589795918367347,0.914795918367347,0.9322576530612244,,PRUNED
252,0.9354974489795919,2026-04-21 14:39:43.426561,2026-04-21 14:40:13.747568,0 days 00:00:30.321007,0.552485698938939,block_16,1024,6.962634746692905e-05,cosine,0.4265961621308,1024,8,7,adam,,0.0006331157734853082,0.8671045918367347,0.9154464285714285,0.9354974489795919,,PRUNED
253,0.8212372448979592,2026-04-21 14:40:13.891549,2026-04-21 14:40:20.169486,0 days 00:00:06.277937,0.5927551769966942,block_16,512,0.00037466602458872093,constant,0.30925416659809024,128,8,7,adam,,3.969906542358583e-06,0.8212372448979592,,,,PRUNED
254,0.8964413265306123,2026-04-21 14:40:20.337255,2026-04-21 14:41:44.209300,0 days 00:01:23.872045,0.5261829941842185,pre_proj,1024,6.947382849774253e-05,cosine,0.27958079973510686,1024,2,6,adam,,0.001460143944716976,0.8964413265306123,,,,PRUNED
255,0.9032270408163265,2026-04-21 14:41:44.363277,2026-04-21 14:41:56.695737,0 days 00:00:12.332460,0.4471096891802975,block_16,1024,0.0002154621536325478,cosine,0.15364061057065387,128,16,7,adam,,0.00931360691294724,0.9032270408163265,,,,PRUNED
256,0.887359693877551,2026-04-21 14:41:56.859967,2026-04-21 14:42:13.753770,0 days 00:00:16.893803,0.23633435100925834,block_16,2048,0.000273408487782012,constant,0.15782744002051363,256,4,12,adam,,0.0006734066843776014,0.887359693877551,,,,PRUNED
257,0.9357908163265305,2026-04-21 14:42:13.909257,2026-04-21 14:42:44.009885,0 days 00:00:30.100628,0.5742648918987456,block_16,1024,0.00012233978972689725,cosine,0.1544905730449272,1024,2,6,adam,,0.008843486032348458,0.8702551020408164,0.9174107142857143,0.9357908163265305,,PRUNED
258,0.9506122448979593,2026-04-21 14:42:44.177621,2026-04-21 14:45:06.038696,0 days 00:02:21.861075,0.26795092690361544,block_16,2048,5.3327992512022316e-05,cosine,0.48262414449870783,512,16,9,adam,,2.1423332904568032e-06,0.9479081632653061,,,,COMPLETE
259,0.8064923469387755,2026-04-21 14:45:06.202159,2026-04-21 14:45:13.217362,0 days 00:00:07.015203,0.3388361939987325,pre_proj,2048,4.1535672444428056e-05,cosine,0.48515124652070873,512,16,8,adam,,2.2033047014589755e-05,0.8064923469387755,,,,PRUNED
260,0.8269387755102041,2026-04-21 14:45:13.358435,2026-04-21 14:45:20.834368,0 days 00:00:07.475933,0.10911493251696078,block_16,2048,0.00012901295808695663,cosine,0.5028586100246901,512,16,9,adam,,3.6412898498534917e-06,0.8269387755102041,,,,PRUNED
261,0.9043367346938775,2026-04-21 14:45:21.030014,2026-04-21 14:45:36.888462,0 days 00:00:15.858448,0.5342084267581092,block_20,2048,5.916074053042086e-05,cosine,0.5580322460247062,1024,4,11,adam,,0.00011951113290241823,0.8711479591836735,0.9043367346938775,,,PRUNED
262,0.9033545918367347,2026-04-21 14:45:37.064105,2026-04-21 14:45:49.435196,0 days 00:00:12.371091,0.5119746739876968,block_16,512,5.199508145279322e-05,cosine,0.1444007268115289,512,16,6,adam,,0.0004556255528620256,0.8818367346938776,0.9033545918367347,,,PRUNED
263,0.9400765306122449,2026-04-21 14:45:49.588872,2026-04-21 14:47:12.894634,0 days 00:01:23.305762,0.5990745192596708,block_16,256,0.0004643163321648948,constant,0.2105400221127333,1024,16,8,adam,,0.00321697086302822,0.9361989795918366,0.9400765306122449,,,PRUNED
264,0.9428571428571428,2026-04-21 14:47:13.049681,2026-04-21 14:48:36.282027,0 days 00:01:23.232346,0.470424066793355,block_16,256,0.0005869198287859385,cosine,0.3441968620817608,1024,8,7,adam,,0.00245655060823532,0.935905612244898,0.9428571428571428,,,PRUNED
265,0.8230612244897959,2026-04-21 14:48:36.441815,2026-04-21 14:48:42.904590,0 days 00:00:06.462775,0.5474937669402022,pre_proj,1024,0.00012294296425949085,cosine,0.57576363402417,1024,4,9,adam,,0.0001929999044893809,0.8230612244897959,,,,PRUNED
266,0.721454081632653,2026-04-21 14:48:43.060892,2026-04-21 14:48:58.399453,0 days 00:00:15.338561,0.2227428418977911,block_16,1024,0.00047342057780964204,constant,0.20122080984876345,64,2,14,adam,,0.00010577535922295681,0.721454081632653,,,,PRUNED
267,0.8970663265306122,2026-04-21 14:48:58.568582,2026-04-21 14:49:13.527073,0 days 00:00:14.958491,0.26691079331469797,block_16,2048,6.0933352919431554e-05,cosine,0.4177251772759899,512,4,10,adam,,6.409224040581386e-06,0.8970663265306122,,,,PRUNED
268,0.697015306122449,2026-04-21 14:49:13.701050,2026-04-21 14:49:20.103982,0 days 00:00:06.402932,0.48757000193887967,block_16,1024,0.0007364265728057375,cosine_warmup,0.1521264567989805,64,16,6,adam,12.0,0.00906701069991293,0.697015306122449,,,,PRUNED
269,0.8985076530612245,2026-04-21 14:49:20.275157,2026-04-21 14:49:34.036782,0 days 00:00:13.761625,0.24531328652809375,block_16,2048,2.253602570457039e-05,cosine,0.4631859277706181,512,16,8,adam,,1.4940372862652024e-06,0.8985076530612245,,,,PRUNED
270,0.7096173469387755,2026-04-21 14:49:34.208407,2026-04-21 14:49:42.709791,0 days 00:00:08.501384,0.2152804320978729,block_16,2048,0.0005677814902273582,constant,0.19595895906720912,64,4,11,adam,,0.0005160457515900626,0.7096173469387755,,,,PRUNED
271,0.7282525510204081,2026-04-21 14:49:42.890371,2026-04-21 14:49:52.137874,0 days 00:00:09.247503,0.17035582151161005,block_16,2048,7.595257196060654e-05,cosine_warmup,0.22721235523398414,64,4,13,adam,14.0,1.2515902829140954e-05,0.7282525510204081,,,,PRUNED
272,0.9003316326530613,2026-04-21 14:49:52.305207,2026-04-21 14:51:16.626529,0 days 00:01:24.321322,0.15268363754902403,pre_proj,1024,0.00022915548262831344,cosine,0.5553942752216816,128,8,6,adam,,2.1997223963849157e-06,0.9003316326530613,,,,PRUNED
273,0.9527933673469389,2026-04-21 14:51:16.791662,2026-04-21 14:53:18.569486,0 days 00:02:01.777824,0.03005332539815607,block_12,1024,3.3069747681083765e-05,cosine_warmup,0.48438562379480093,512,8,7,adam,10.0,2.4133007826267158e-06,0.9478061224489795,,,,COMPLETE
274,0.5148341836734693,2026-04-21 14:53:18.719871,2026-04-21 14:53:25.178488,0 days 00:00:06.458617,0.037603381948913966,block_12,1024,1.9299744611841898e-05,cosine_warmup,0.535479502326332,512,2,9,adam,11.0,6.069335848186759e-06,0.5148341836734693,,,,PRUNED
275,0.9168367346938775,2026-04-21 14:53:25.341488,2026-04-21 14:53:59.659797,0 days 00:00:34.318309,0.5998902623166917,block_16,2048,2.027215410749646e-05,constant,0.5948786790549524,1024,4,9,adam,,0.0015070904929546437,0.9168367346938775,,,,PRUNED
276,0.8832397959183673,2026-04-21 14:53:59.820651,2026-04-21 14:54:12.370727,0 days 00:00:12.550076,0.49923191948501694,block_12,1024,0.0004660788693126781,cosine,0.2894555797190835,1024,16,9,adam,,0.004099159428402116,0.8832397959183673,,,,PRUNED
277,0.6290816326530613,2026-04-21 14:54:12.522421,2026-04-21 14:54:19.016899,0 days 00:00:06.494478,0.09339441638780753,block_12,1024,2.111279708572183e-05,cosine_warmup,0.45025754240462074,1024,8,9,adam,10.0,1.2383588269858047e-06,0.6290816326530613,,,,PRUNED
278,0.5440816326530612,2026-04-21 14:54:19.179079,2026-04-21 14:54:25.567081,0 days 00:00:06.388002,0.10522266012174344,block_12,1024,2.3467645728443824e-05,cosine_warmup,0.5651210898424662,256,8,7,adam,12.0,1.0973985699913234e-06,0.5440816326530612,,,,PRUNED
279,0.9411479591836736,2026-04-21 14:54:25.727849,2026-04-21 14:55:51.497866,0 days 00:01:25.770017,0.3957545558890982,block_16,2048,0.00010221920585077503,constant,0.5323688986257941,128,16,7,adam,,1.7247271611142503e-06,0.9371428571428572,0.9411479591836736,,,PRUNED
280,0.9528698979591836,2026-04-21 14:55:51.664774,2026-04-21 14:57:52.755712,0 days 00:02:01.090938,0.12415941097858406,block_12,1024,4.136358085113368e-05,cosine_warmup,0.449763776993488,512,8,7,adam,9.0,7.425998408672037e-06,0.9476913265306122,,,,COMPLETE
281,0.8589923469387755,2026-04-21 14:57:52.902902,2026-04-21 14:58:23.075716,0 days 00:00:30.172814,0.21621665503319315,block_12,1024,1.8900802594399705e-05,cosine_warmup,0.420830790965255,512,8,7,adam,9.0,1.2367671031797137e-06,0.8589923469387755,,,,PRUNED
282,0.8016709183673468,2026-04-21 14:58:23.219323,2026-04-21 14:58:29.545850,0 days 00:00:06.326527,0.4487426377772988,block_12,1024,0.00020024757977429592,cosine,0.19706877973406164,1024,2,7,adam,,0.0009100682593691331,0.8016709183673468,,,,PRUNED
283,0.9098724489795919,2026-04-21 14:58:29.692209,2026-04-21 14:58:42.093485,0 days 00:00:12.401276,0.588566439901637,block_16,1024,7.151598482917963e-05,cosine,0.527106568424876,1024,4,9,adam,,0.001300091440022243,0.8601785714285715,0.9098724489795919,,,PRUNED
284,0.534170918367347,2026-04-21 14:58:42.264592,2026-04-21 14:58:48.700135,0 days 00:00:06.435543,0.03288729615704619,block_12,1024,3.985997222653615e-05,cosine_warmup,0.5144814199552595,512,8,8,adam,9.0,3.2126172899248358e-06,0.534170918367347,,,,PRUNED
285,0.9292346938775511,2026-04-21 14:58:48.871145,2026-04-21 15:00:12.507859,0 days 00:01:23.636714,0.3954842522916972,block_12,2048,1.4144290944126696e-05,cosine,0.527222498320638,128,16,6,adam,,6.818129301876455e-06,0.9292346938775511,,,,PRUNED
286,0.8008418367346939,2026-04-21 15:00:12.671122,2026-04-21 15:00:19.049420,0 days 00:00:06.378298,0.2115392539929326,block_12,1024,3.7976362235333455e-05,constant,0.34318510207141,512,8,8,adam,,5.7434930909014946e-05,0.8008418367346939,,,,PRUNED
287,0.8995663265306122,2026-04-21 15:00:19.214173,2026-04-21 15:00:31.483387,0 days 00:00:12.269214,0.5380300459046264,block_16,1024,4.3307249461672575e-05,cosine,0.3220851723993043,256,16,7,adam,,0.004435583805404098,0.8995663265306122,,,,PRUNED
288,0.929859693877551,2026-04-21 15:00:31.635291,2026-04-21 15:01:01.635828,0 days 00:00:30.000537,0.4762738335663127,block_16,1024,0.00021854166668963207,constant,0.4148447004609014,128,8,6,adam,,1.59360026940593e-05,0.929859693877551,,,,PRUNED
289,0.8595918367346937,2026-04-21 15:01:01.802663,2026-04-21 15:01:14.117881,0 days 00:00:12.315218,0.43071104360462953,block_16,2048,1.799289555488319e-05,cosine,0.48558178098534627,128,16,6,adam,,4.851612930981471e-06,0.8595918367346937,,,,PRUNED
290,0.9134566326530612,2026-04-21 15:01:14.266234,2026-04-21 15:01:26.510666,0 days 00:00:12.244432,0.3796553134379896,block_16,1024,9.733532187416408e-05,cosine,0.5463609356966173,1024,16,6,adam,,1.2975887099535994e-05,0.8577423469387755,0.9134566326530612,,,PRUNED
291,0.9514795918367347,2026-04-21 15:01:26.661030,2026-04-21 15:03:27.383965,0 days 00:02:00.722935,0.48752922341985544,block_16,1024,6.508761707767003e-05,cosine,0.17524445637772457,1024,4,7,adam,,0.0015015268902811808,0.9176530612244898,0.9375510204081633,0.949234693877551,,COMPLETE
292,0.828405612244898,2026-04-21 15:03:27.519723,2026-04-21 15:03:33.861258,0 days 00:00:06.341535,0.38731857364859246,block_16,1024,1.6016142952485055e-05,cosine,0.3050009343500014,1024,4,7,adam,,3.2151208600710515e-05,0.828405612244898,,,,PRUNED
293,0.5876020408163265,2026-04-21 15:03:34.017497,2026-04-21 15:03:40.293055,0 days 00:00:06.275558,0.5072007432181358,block_16,1024,4.868074195078861e-05,cosine_warmup,0.17561308514680657,1024,4,6,adam,10.0,0.0005238015579160033,0.5876020408163265,,,,PRUNED
294,0.8072959183673468,2026-04-21 15:03:40.444785,2026-04-21 15:03:46.970873,0 days 00:00:06.526088,0.43660402340288146,block_16,2048,4.2244252994933614e-05,cosine,0.5936245016159549,256,16,6,adam,,1.785564505771762e-06,0.8072959183673468,,,,PRUNED
295,0.9320790816326531,2026-04-21 15:03:47.124572,2026-04-21 15:05:10.724011,0 days 00:01:23.599439,0.43037961240975237,block_20,512,5.02155746509689e-05,cosine,0.16964961356736624,1024,4,7,adam,,0.0009883750545401657,0.9320790816326531,,,,PRUNED
296,0.947984693877551,2026-04-21 15:05:10.860144,2026-04-21 15:07:10.517040,0 days 00:01:59.656896,0.546028864012779,block_16,1024,7.740574487623115e-05,cosine,0.1534435411480845,1024,4,8,adam,,0.009064198965700262,0.9462882653061224,,,,COMPLETE
297,0.9465943877551021,2026-04-21 15:07:10.674053,2026-04-21 15:08:32.707323,0 days 00:01:22.033270,0.5338001185881251,block_16,1024,0.00011588307909699451,cosine,0.4558045327852791,512,8,6,adam,,9.969895516814863e-05,0.9099489795918367,0.937219387755102,0.9465943877551021,,PRUNED
298,0.9413265306122449,2026-04-21 15:08:32.866867,2026-04-21 15:09:55.027621,0 days 00:01:22.160754,0.4579287723072851,block_16,1024,6.521740537302899e-05,cosine,0.2567091970833568,64,2,6,adam,,0.00017447311528531395,0.93125,0.9413265306122449,,,PRUNED
299,0.9078571428571429,2026-04-21 15:09:55.187136,2026-04-21 15:10:07.315207,0 days 00:00:12.128071,0.5759605164884195,block_16,1024,4.575410727490295e-05,cosine,0.2442676541794443,1024,2,7,adam,,1.2054784389343032e-05,0.8506760204081631,0.9078571428571429,,,PRUNED
300,0.9219770408163265,2026-04-21 15:10:07.470790,2026-04-21 15:10:37.309697,0 days 00:00:29.838907,0.18479062603496668,block_20,512,5.5510180479472034e-05,cosine_warmup,0.4869648828920951,512,8,9,adam,8.0,8.070014117775536e-06,0.9219770408163265,,,,PRUNED
301,0.8101530612244899,2026-04-21 15:10:37.452596,2026-04-21 15:10:49.544887,0 days 00:00:12.092291,0.19622743054407482,block_12,1024,0.00011231743609189491,cosine_warmup,0.3887269563005781,256,2,6,adam,11.0,2.022654966029729e-06,0.8101530612244899,,,,PRUNED
302,0.9514158163265307,2026-04-21 15:10:49.704475,2026-04-21 15:13:33.328128,0 days 00:02:43.623653,0.20752843965448417,block_16,2048,2.9882002751203785e-05,cosine_warmup,0.4462053659116014,512,16,12,adam,8.0,6.731035956212282e-06,0.9496045918367346,,,,COMPLETE
303,0.9491709183673469,2026-04-21 15:13:33.470718,2026-04-21 15:15:32.712496,0 days 00:01:59.241778,0.4847831431533868,block_16,1024,0.0005110342865185743,constant,0.21305599505218376,1024,4,7,adam,,0.005819535165616945,0.9360969387755103,0.9489923469387755,,,COMPLETE
304,0.9341326530612245,2026-04-21 15:15:32.864868,2026-04-21 15:16:02.626419,0 days 00:00:29.761551,0.46932430000978076,block_16,1024,0.00012175868029331437,constant,0.17319479376461733,1024,4,8,adam,,0.0001864695486331717,0.9242602040816327,0.9341326530612245,,,PRUNED
305,0.522984693877551,2026-04-21 15:16:02.803959,2026-04-21 15:16:11.942405,0 days 00:00:09.138446,0.17710355085222437,block_16,2048,1.0952825138404541e-05,cosine_warmup,0.33811837805451844,512,16,13,adam,8.0,2.0506278078116385e-06,0.522984693877551,,,,PRUNED
306,0.726658163265306,2026-04-21 15:16:12.112911,2026-04-21 15:16:31.653058,0 days 00:00:19.540147,0.16515844955406175,block_16,2048,2.364956897090864e-05,cosine_warmup,0.552919034197195,512,8,16,adam,8.0,2.0145379528213615e-06,0.726658163265306,,,,PRUNED
307,0.9430357142857143,2026-04-21 15:16:31.830720,2026-04-21 15:17:55.349791,0 days 00:01:23.519071,0.5480784842238599,block_16,256,0.0003460787483428703,cosine,0.10568102188682066,1024,16,7,adam,,0.008905487290996807,0.9430357142857143,,,,PRUNED
308,0.8810204081632652,2026-04-21 15:17:55.521885,2026-04-21 15:18:25.539968,0 days 00:00:30.018083,0.18942932991027,block_12,1024,2.9483591188101266e-05,cosine_warmup,0.5139324450471114,512,8,6,adam,9.0,3.764982579978641e-05,0.8810204081632652,,,,PRUNED
309,0.8881249999999999,2026-04-21 15:18:25.691419,2026-04-21 15:18:37.982690,0 days 00:00:12.291271,0.41041580529190735,block_16,1024,0.0007360772711395263,constant,0.13072202892558882,1024,4,7,adam,,0.005413585651490444,0.8881249999999999,,,,PRUNED
310,0.9515178571428571,2026-04-21 15:18:38.144287,2026-04-21 15:20:38.642016,0 days 00:02:00.497729,0.4688870557804466,block_16,1024,5.139183023877564e-05,cosine,0.11699670263109907,1024,4,7,adam,,0.0003679884439319657,0.8712627551020409,0.9143877551020408,0.9363392857142857,0.9499234693877552,COMPLETE
311,0.780625,2026-04-21 15:20:38.781620,2026-04-21 15:20:51.074393,0 days 00:00:12.292773,0.5187652176901009,block_16,1024,0.0005593524746012552,constant,0.4179687000864163,256,4,8,adam,,0.007344765138585994,0.780625,,,,PRUNED
312,0.9412499999999999,2026-04-21 15:20:51.218457,2026-04-21 15:22:20.736308,0 days 00:01:29.517851,0.42518394525529435,block_16,2048,2.84332238142965e-05,cosine,0.26724779587629793,1024,4,8,adam,,0.0029352020650130505,0.9412499999999999,,,,PRUNED
313,0.9188775510204082,2026-04-21 15:22:20.909401,2026-04-21 15:23:07.643664,0 days 00:00:46.734263,0.23032756477259084,block_16,2048,6.739650785889147e-05,cosine_warmup,0.5589410293202741,512,16,14,adam,10.0,5.679810457176268e-06,0.9188775510204082,,,,PRUNED
314,0.9508418367346938,2026-04-21 15:23:07.817778,2026-04-21 15:25:08.382371,0 days 00:02:00.564593,0.45677447625108364,block_16,1024,5.6269352849242174e-05,cosine,0.10758477977047098,1024,4,6,adam,,0.00020412916803169758,0.9158928571428573,0.9377423469387756,0.9493622448979592,,COMPLETE
315,0.9486989795918367,2026-04-21 15:25:08.539053,2026-04-21 15:26:32.075646,0 days 00:01:23.536593,0.47626034943064466,block_16,1024,6.536830496642027e-05,cosine,0.1355796029813332,1024,4,7,adam,,9.728937065162559e-05,0.8715433673469387,0.9161224489795919,0.9381505102040816,0.9486989795918367,PRUNED
316,0.9362117346938775,2026-04-21 15:26:32.255487,2026-04-21 15:27:02.255620,0 days 00:00:30.000133,0.21079363552465377,block_16,1024,4.708007709000786e-05,cosine,0.5963128127935862,1024,2,7,adam,,9.833022727740145e-05,0.9100765306122449,0.9362117346938775,,,PRUNED
